"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
"Pver_gene_g130",685.661774208878,0.264916152454259,0.0578739348034418,4.57746917250396,4.7063511877124e-06,0.003254006073045,"Pver_gene_g130"
"Pver_gene_g7878",422.119980969208,-0.658573980080651,0.192795531204452,-3.41591932119142,0.000635670772397016,0.0486340245045389,"Pver_gene_g7878"
"Pver_gene_g1842",269.072966314843,-0.636483232528985,0.153242234448306,-4.15344526148692,3.27506583453442e-05,0.00970459190461722,"Pver_gene_g1842"
"Pver_gene_g23161",244.654040598579,-1.46377366520026,0.331325997603001,-4.41792577639553,9.96526280642952e-06,0.00516754239084517,"Pver_gene_g23161"
"Pver_gene_g26469",2085.50631730157,-2.08140060058646,0.406778600040516,-5.11678982222552,3.1077959650915e-07,0.000423417039313168,"Pver_gene_g26469"
"Pver_gene_g7972",734.971658997499,-0.641537562169332,0.1816333062259,-3.53204803402875,0.00041235444626213,0.0403027895435678,"Pver_gene_g7972"
"Pver_gene_g25888",291.700528900783,0.636954885275785,0.17423702185705,3.65568051202324,0.000256500643374723,0.0319223600701289,"Pver_gene_g25888"
"Pver_gene_g26149",1084.6305492416,-0.244311240248399,0.0629747032108205,-3.87951396024079,0.00010466539440965,0.0189698406100907,"Pver_gene_g26149"
"Pver_gene_g6161",2575.68947348989,-1.7546045628847,0.471722954026555,-3.71956579154707,0.00019956556052765,0.0269963035067404,"Pver_gene_g6161"
"Pver_gene_g1594",3400.94881039311,-0.877388873292256,0.208184757749198,-4.21447219661131,2.50362990927957e-05,0.00805823502524673,"Pver_gene_g1594"
"Pver_gene_g82",172.932360897315,-0.644125615966309,0.18065431681336,-3.56551466540254,0.000363142853552674,0.0375963621919571,"Pver_gene_g82"
"Pver_gene_g25926",1301.95650593358,-1.55603202817178,0.353205056006825,-4.40546363000453,1.05557862645289e-05,0.00518566889437434,"Pver_gene_g25926"
"Pver_gene_g5715",778.03903223173,-2.52761699949727,0.174859111269964,-14.4551632519446,2.32577702318404e-47,2.17088027343998e-43,"Pver_gene_g5715"
"Pver_gene_g5714",88.0229380498426,-1.14139955459315,0.230732562438978,-4.94685077185415,7.54237526001035e-07,0.000782228118632629,"Pver_gene_g5714"
"Pver_gene_g5713",195.383023548261,-0.990702861194767,0.192519046856642,-5.14599920044528,2.66100554635745e-07,0.000423417039313168,"Pver_gene_g5713"
"Pver_gene_g4609",4616.85273760278,0.251172406092953,0.0603219561381227,4.16386374337445,3.12906891772208e-05,0.00957597681246489,"Pver_gene_g4609"
"Pver_gene_g20439",208.881737174741,-2.46770280710113,0.471625296855682,-5.23233767050508,1.67379625473083e-07,0.000312464284833151,"Pver_gene_g20439"
"Pver_gene_g13706",9088.46893441608,-1.46519961125272,0.369027193637258,-3.97043805040819,7.17406084979045e-05,0.0163323619443766,"Pver_gene_g13706"
"Pver_gene_g916",391.912978067511,0.36741049782327,0.10532077339079,3.48849031387192,0.000485756420932952,0.0428328316587593,"Pver_gene_g916"
"Pver_gene_g7459",5344.91966620123,-0.310246975111033,0.0725177923830675,-4.27821869524359,1.88394880072161e-05,0.00676337619459059,"Pver_gene_g7459"
"Pver_gene_g19051",83.1985074509286,2.42326035896717,0.515948821116548,4.69670684337075,2.64389485271305e-06,0.00201301469244115,"Pver_gene_g19051"
"Pver_gene_g9266",100.742546386368,-0.980175851536041,0.288142140176306,-3.40170948593739,0.000669657830314813,0.049787848078301,"Pver_gene_g9266"
