,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id
Pver_g12218,642.8782013,0.582115219,0.140960452,4.129635008,3.63E-05,0.00962588,Pver_g12218
Pver_g12312,763.4877122,-1.791454701,0.482777385,-3.710726222,0.000206666,0.026449328,Pver_g12312
Pver_g12427,858.1411989,0.226079829,0.062016408,3.645484102,0.000266889,0.030416663,Pver_g12427
Pver_g12511,408.4152714,-1.232547661,0.257089162,-4.794242005,1.63E-06,0.001341426,Pver_g12511
Pver_g12512,1558.670724,-0.665403866,0.170416537,-3.90457334,9.44E-05,0.017225493,Pver_g12512
Pver_g12536,247.9099171,-1.710209124,0.506336671,-3.37761261,0.00073118,0.049575743,Pver_g12536
Pver_g12577,1202.777564,-0.302948808,0.056829428,-5.330843842,9.78E-08,0.000186326,Pver_g12577
Pver_g12634,2425.348948,-0.998397422,0.289409771,-3.44977095,0.000561062,0.044764949,Pver_g12634
Pver_g12659,4909.506371,-1.402703473,0.385903383,-3.634856635,0.000278135,0.031026427,Pver_g12659
Pver_g130,685.8755014,0.26469718,0.057621009,4.593761606,4.35E-06,0.002987038,Pver_g130
Pver_g13043,274.9924733,0.560178372,0.142639381,3.927235013,8.59E-05,0.016687619,Pver_g13043
Pver_g13183,646.7430726,0.328486965,0.08752855,3.752912222,0.000174792,0.023424869,Pver_g13183
Pver_g13227,322.7216748,-2.597775768,0.589982885,-4.403137507,1.07E-05,0.004946394,Pver_g13227
Pver_g13298,2090.261315,0.213774751,0.050177327,4.260385411,2.04E-05,0.006864112,Pver_g13298
Pver_g13474,741.6001252,0.193826809,0.056282676,3.44380941,0.00057358,0.045126317,Pver_g13474
Pver_g13481,3091.664883,0.341183725,0.091990288,3.708910286,0.000208153,0.026449328,Pver_g13481
Pver_g13706,9094.271561,-1.465880438,0.370033192,-3.961483644,7.45E-05,0.016173722,Pver_g13706
Pver_g13770,1645.402269,-1.963828758,0.434016887,-4.524775,6.05E-06,0.003457091,Pver_g13770
Pver_g13927,649.4187826,-1.614747449,0.414797808,-3.892854342,9.91E-05,0.017361682,Pver_g13927
Pver_g13944,2545.195508,1.143317162,0.090301208,12.66115029,9.71E-37,5.55E-33,Pver_g13944
Pver_g14,1888.325332,0.177278345,0.05181832,3.421151938,0.000623565,0.046507093,Pver_g14
Pver_g1402,1598.736863,0.213524527,0.060033607,3.556749929,0.000375471,0.036595648,Pver_g1402
Pver_g14127,1763.814223,-1.792124051,0.481535023,-3.721689941,0.000197894,0.025717215,Pver_g14127
Pver_g14162,599.2097185,-0.411332453,0.119562318,-3.440318481,0.00058103,0.045126317,Pver_g14162
Pver_g14201,451.2655081,-0.903625728,0.259114314,-3.487363214,0.000487808,0.041745041,Pver_g14201
Pver_g14546,1117.747004,-1.139975343,0.326621337,-3.490204749,0.000482651,0.041604967,Pver_g14546
Pver_g14591,1598.487989,-0.663599058,0.193320727,-3.432632752,0.000597751,0.045300264,Pver_g14591
Pver_g14710,7485.525713,-1.240190105,0.346732838,-3.576788719,0.000347841,0.034691082,Pver_g14710
Pver_g14886,1488.924609,-0.597366202,0.153755297,-3.885174778,0.000102256,0.017474935,Pver_g14886
Pver_g14920,2243.644063,-0.246823005,0.071615226,-3.446515739,0.000567865,0.044890159,Pver_g14920
Pver_g15,1028.650253,0.7754631,0.200779495,3.862262423,0.000112342,0.018080838,Pver_g15
Pver_g1502,83.63218301,-0.906939767,0.202663502,-4.475101635,7.64E-06,0.004094176,Pver_g1502
Pver_g15034,190.81733,0.387219026,0.105555503,3.668392606,0.00024408,0.029485573,Pver_g15034
Pver_g15186,2940.090992,-0.285067616,0.079124322,-3.602781167,0.000314831,0.032338943,Pver_g15186
Pver_g15307,905.016911,-1.346426929,0.334412998,-4.026239824,5.67E-05,0.01350303,Pver_g15307
Pver_g15382,858.1954737,0.218330573,0.063874827,3.418100428,0.000630598,0.046626224,Pver_g15382
Pver_g15488,118.7914841,-1.008355506,0.267966563,-3.762990037,0.000167894,0.023054407,Pver_g15488
Pver_g1553,10209.21458,-0.220712869,0.062290534,-3.543281072,0.000395181,0.037043386,Pver_g1553
Pver_g15541,4145.31329,-1.61993535,0.405855185,-3.991412231,6.57E-05,0.014824892,Pver_g15541
Pver_g15598,804.9423552,0.404435613,0.111843236,3.616093619,0.000299082,0.031974908,Pver_g15598
Pver_g15637,1058.893065,-1.35382941,0.32241881,-4.198977758,2.68E-05,0.008069081,Pver_g15637
Pver_g15639,5494.969106,-1.143824081,0.287661042,-3.976291236,7.00E-05,0.015594187,Pver_g15639
Pver_g15656,896.5798535,-1.665232825,0.421329601,-3.952328104,7.74E-05,0.01639044,Pver_g15656
Pver_g1577,795.2398249,-0.537973236,0.118046204,-4.557310755,5.18E-06,0.003291836,Pver_g1577
Pver_g15783,2254.477774,-0.940860783,0.185032676,-5.08483584,3.68E-07,0.000450837,Pver_g15783
Pver_g1594,3402.541377,-0.877887743,0.208656722,-4.207330271,2.58E-05,0.008059428,Pver_g1594
Pver_g15943,5024.368931,-0.19860322,0.058556762,-3.391635952,0.000694767,0.048447279,Pver_g15943
Pver_g15997,433.2456311,0.754508576,0.223607699,3.374251329,0.000740168,0.049597009,Pver_g15997
Pver_g16001,101.7399526,-2.079951255,0.588348379,-3.535237504,0.000407409,0.037512637,Pver_g16001
Pver_g16112,440.175504,-1.191355977,0.303245125,-3.928689626,8.54E-05,0.016687619,Pver_g16112
Pver_g16312,2850.236173,-0.542770303,0.150300317,-3.61123858,0.000304738,0.03207042,Pver_g16312
Pver_g16339,392.6146481,0.362883966,0.092444735,3.925415176,8.66E-05,0.016687619,Pver_g16339
Pver_g16367,278.360303,0.379007808,0.106699518,3.552104231,0.000382163,0.036865746,Pver_g16367
Pver_g16604,49959.47648,-1.766636261,0.51208067,-3.449917884,0.000560757,0.044764949,Pver_g16604
Pver_g16605,1250.956101,-2.362208448,0.568741002,-4.153399243,3.28E-05,0.009063191,Pver_g16605
Pver_g16615,443.7804392,-0.768953413,0.201933132,-3.807960611,0.000140118,0.021084009,Pver_g16615
Pver_g16616,328.6432551,-0.667968939,0.1814896,-3.680480533,0.000232795,0.028662472,Pver_g16616
Pver_g16743,5106.653942,0.528671989,0.143012788,3.696676327,0.000218441,0.027552421,Pver_g16743
Pver_g16771,182.0537298,1.68208356,0.435229038,3.864823837,0.000111169,0.018080838,Pver_g16771
Pver_g16873,6286.558892,-0.497807929,0.139702405,-3.563345455,0.000366158,0.036098158,Pver_g16873
Pver_g16877,679.5418986,-2.128916178,0.426416332,-4.992576544,5.96E-07,0.000608567,Pver_g16877
Pver_g16932,83.56788784,-2.213734272,0.530780181,-4.170717652,3.04E-05,0.008828259,Pver_g16932
Pver_g17012,466.1294719,-4.22708007,0.664183772,-6.364323022,1.96E-10,4.21E-07,Pver_g17012
Pver_g17502,1074.474985,-0.488580468,0.135997511,-3.592569177,0.000327434,0.033235488,Pver_g17502
Pver_g17503,4114.953558,-0.641775337,0.177195442,-3.621850131,0.000292504,0.031757002,Pver_g17503
Pver_g17677,2638.359261,-0.252381352,0.071115305,-3.548903456,0.000386839,0.036865746,Pver_g17677
Pver_g1773,207.9082576,2.370291816,0.548054552,4.324919493,1.53E-05,0.006040559,Pver_g1773
Pver_g17946,312.3449762,0.686288835,0.183117101,3.747813994,0.000178382,0.023720718,Pver_g17946
Pver_g18021,190.3304821,-1.272106228,0.364852378,-3.486632692,0.000489143,0.041745041,Pver_g18021
Pver_g18067,1017.752228,-1.222193924,0.32046461,-3.813818709,0.000136836,0.020772411,Pver_g18067
Pver_g1821,4501.346735,-1.910291483,0.502591961,-3.800879506,0.000144183,0.021247141,Pver_g1821
Pver_g18259,3465.592751,0.415346264,0.114858081,3.616169286,0.000298995,0.031974908,Pver_g18259
Pver_g18313,783.154368,-1.381410412,0.366044425,-3.773887319,0.000160723,0.022598761,Pver_g18313
Pver_g1842,269.1723866,-0.636853066,0.152343912,-4.1803644,2.91E-05,0.008607828,Pver_g1842
Pver_g18482,1537.414739,0.203917321,0.057175381,3.566523159,0.000361749,0.035869594,Pver_g18482
Pver_g18523,5177.359578,-0.348027215,0.072751666,-4.783769695,1.72E-06,0.001341426,Pver_g18523
Pver_g18546,8960.637747,-0.374701772,0.086757833,-4.318938814,1.57E-05,0.006040559,Pver_g18546
Pver_g1867,1305.780849,0.26307129,0.066324568,3.966422959,7.30E-05,0.016045443,Pver_g1867
Pver_g18710,82.15733721,1.641767911,0.399206424,4.112578887,3.91E-05,0.010017519,Pver_g18710
Pver_g18735,1397.032548,-0.656180661,0.180899503,-3.62732153,0.000286377,0.031289835,Pver_g18735
Pver_g18899,638.9597564,-2.298187819,0.584412257,-3.932477102,8.41E-05,0.016687619,Pver_g18899
Pver_g19013,2042.333621,-0.169431888,0.045109424,-3.756019774,0.000172637,0.023318237,Pver_g19013
Pver_g19090,870.5490679,-0.989449057,0.279105754,-3.545068645,0.000392511,0.037043386,Pver_g19090
Pver_g19191,3725.073927,-2.872894978,0.615551345,-4.667189829,3.05E-06,0.002182469,Pver_g19191
Pver_g19192,1638.666323,-3.182093052,0.62224605,-5.113882282,3.16E-07,0.000422234,Pver_g19192
Pver_g19246,4180.609386,-0.43833633,0.115363172,-3.799621001,0.000144918,0.021247141,Pver_g19246
Pver_g19273,768.6037072,-1.720273551,0.491862058,-3.497471542,0.000469691,0.040843268,Pver_g19273
Pver_g19527,2956.556364,-1.569438031,0.4003074,-3.92058211,8.83E-05,0.016836714,Pver_g19527
Pver_g19702,678.405858,-0.967968912,0.266329262,-3.634482015,0.00027854,0.031026427,Pver_g19702
Pver_g20129,72.55546096,-1.25467377,0.323815663,-3.874654357,0.000106776,0.017611904,Pver_g20129
Pver_g2043,494.5003114,0.514497236,0.119501515,4.305361618,1.67E-05,0.00615148,Pver_g2043
Pver_g20439,208.968092,-2.467778727,0.469416946,-5.257114696,1.46E-07,0.00025102,Pver_g20439
Pver_g2049,408.4899573,-1.384069818,0.326201303,-4.24299291,2.21E-05,0.007275883,Pver_g2049
Pver_g21328,222.5281196,0.960054382,0.263595588,3.642148911,0.000270372,0.030512857,Pver_g21328
Pver_g21404,84.32569905,-0.942287994,0.243133026,-3.875606743,0.000106359,0.017611904,Pver_g21404
Pver_g22737,2447.128663,0.34718668,0.102665396,3.381730283,0.000720308,0.049227764,Pver_g22737
Pver_g22809,421.6352524,0.379687242,0.099114926,3.830777649,0.000127739,0.019920301,Pver_g22809
Pver_g22846,402.3220757,-1.37028181,0.351258594,-3.901062726,9.58E-05,0.017293278,Pver_g22846
Pver_g22963,3335.175296,0.482266404,0.096642301,4.990220636,6.03E-07,0.000608567,Pver_g22963
Pver_g23053,5008.767034,-0.418294161,0.121103948,-3.454009298,0.000552318,0.044764949,Pver_g23053
Pver_g23130,1341.008457,0.305319857,0.087321974,3.496483686,0.000471433,0.040843268,Pver_g23130
Pver_g23161,244.7995076,-1.464225324,0.32982006,-4.439467156,9.02E-06,0.004687818,Pver_g23161
Pver_g23200,365.4711405,2.217131899,0.488654092,4.5372216,5.70E-06,0.003457091,Pver_g23200
Pver_g23231,501.826687,0.346164626,0.088581664,3.907858701,9.31E-05,0.017225493,Pver_g23231
Pver_g23276,2925.43675,-0.784918316,0.220998342,-3.551693231,0.000382761,0.036865746,Pver_g23276
Pver_g23334,72.82371292,-1.313581421,0.319804967,-4.107445342,4.00E-05,0.010092087,Pver_g23334
Pver_g23719,291.2330252,0.803434286,0.218039831,3.684805128,0.000228878,0.028450492,Pver_g23719
Pver_g23813,2787.475759,-0.527586428,0.152849153,-3.451680406,0.000557107,0.044764949,Pver_g23813
Pver_g24074,223.3453741,-1.414362155,0.31377721,-4.507536268,6.56E-06,0.003629162,Pver_g24074
Pver_g255,1554.281608,-1.000116585,0.119956093,-8.33735541,7.60E-17,2.17E-13,Pver_g255
Pver_g25550,140.1783211,0.907680456,0.261719927,3.468136593,0.000524081,0.043707097,Pver_g25550
Pver_g25577,322.2102125,-0.511943475,0.11622796,-4.404649933,1.06E-05,0.004946394,Pver_g25577
Pver_g25700,8289.107776,-0.329715247,0.074980215,-4.397363307,1.10E-05,0.004946394,Pver_g25700
Pver_g25793,1163.652069,-0.441430447,0.125398425,-3.520223203,0.000431184,0.038929087,Pver_g25793
Pver_g25828,363.29759,-0.516044403,0.150039314,-3.439394585,0.000583017,0.045126317,Pver_g25828
Pver_g25888,291.7739402,0.636838509,0.173174883,3.677430003,0.000235596,0.028662472,Pver_g25888
Pver_g25926,1302.808074,-1.556878228,0.353402638,-4.405395041,1.06E-05,0.004946394,Pver_g25926
Pver_g25980,111.6633442,-1.323917911,0.33906399,-3.904625525,9.44E-05,0.017225493,Pver_g25980
Pver_g26107,1062.66282,-2.443278326,0.676234903,-3.613061548,0.000302603,0.032042278,Pver_g26107
Pver_g26142,314.0845043,-0.608215757,0.15841356,-3.839417255,0.000123327,0.019408678,Pver_g26142
Pver_g26149,1084.995236,-0.244594479,0.06287937,-3.889900251,0.000100285,0.017376731,Pver_g26149
Pver_g26152,717.3431837,0.264379369,0.077852485,3.395901487,0.00068403,0.048287433,Pver_g26152
Pver_g26232,1592.054589,-1.444575957,0.403044006,-3.584164347,0.000338159,0.033922699,Pver_g26232
Pver_g26406,363.6780574,-0.579399646,0.144459123,-4.01082073,6.05E-05,0.014026418,Pver_g26406
Pver_g26469,2086.782271,-2.08189831,0.407314589,-5.111278519,3.20E-07,0.000422234,Pver_g26469
Pver_g2753,1209.853268,-1.276155681,0.327538126,-3.896204996,9.77E-05,0.017361682,Pver_g2753
Pver_g2772,1638.800508,-0.686857906,0.180551773,-3.804215793,0.000142254,0.021219368,Pver_g2772
Pver_g3301,924.129016,-1.398551548,0.297766162,-4.696811548,2.64E-06,0.001970876,Pver_g3301
Pver_g3620,516.2640343,0.309210678,0.079667201,3.88127954,0.000103908,0.017474935,Pver_g3620
Pver_g3638,1793.190016,-0.593936825,0.174529517,-3.403073799,0.000666323,0.047824692,Pver_g3638
Pver_g3838,1884.967056,0.594773362,0.172952749,3.438935575,0.000584006,0.045126317,Pver_g3838
Pver_g4013,363.3667356,0.6217564,0.150592003,4.128747792,3.65E-05,0.00962588,Pver_g4013
Pver_g4016,8389.48593,-0.9876741,0.251357772,-3.929355732,8.52E-05,0.016687619,Pver_g4016
Pver_g4156,78.06646699,1.956381695,0.408455846,4.789701783,1.67E-06,0.001341426,Pver_g4156
Pver_g42,526.0656345,-1.402833687,0.413550205,-3.392172631,0.000693407,0.048447279,Pver_g42
Pver_g4261,312.8707407,-0.577987674,0.153663487,-3.761385915,0.000168974,0.023054407,Pver_g4261
Pver_g4366,1861.911846,-1.368477772,0.312931005,-4.373097421,1.22E-05,0.005387941,Pver_g4366
Pver_g4609,4618.246497,0.250920623,0.060323345,4.159593982,3.19E-05,0.009030297,Pver_g4609
Pver_g4714,620.3562063,-0.847062057,0.250388389,-3.382992562,0.000717006,0.049198066,Pver_g4714
Pver_g4764,4006.243896,-1.038849865,0.304805341,-3.408240356,0.000653833,0.047422963,Pver_g4764
Pver_g488,208.7072356,-0.427141501,0.098814291,-4.322669265,1.54E-05,0.006040559,Pver_g488
Pver_g5006,403.0680831,0.36943046,0.101824337,3.628115561,0.000285497,0.031289835,Pver_g5006
Pver_g5023,6426.077402,-1.40168289,0.410887982,-3.411350424,0.00064642,0.047387527,Pver_g5023
Pver_g5097,747.1129742,-1.646778573,0.477547679,-3.448406609,0.000563904,0.044783411,Pver_g5097
Pver_g5098,1490.246,-1.602772786,0.420150584,-3.814757964,0.000136316,0.020772411,Pver_g5098
Pver_g5165,1364.90163,-0.927181822,0.272844425,-3.398206947,0.000678291,0.048080174,Pver_g5165
Pver_g5180,1070.109556,0.322932604,0.091862858,3.515377285,0.00043913,0.03923349,Pver_g5180
Pver_g5181,140.6827234,-0.979699761,0.271698205,-3.605838175,0.000311147,0.032338943,Pver_g5181
Pver_g5236,2418.239807,-0.385477279,0.09119327,-4.227036484,2.37E-05,0.007522006,Pver_g5236
Pver_g5351,1373.93901,-0.645961431,0.164173311,-3.934631191,8.33E-05,0.016687619,Pver_g5351
Pver_g542,2138.743602,-0.818752403,0.233199446,-3.510953468,0.000446503,0.039685517,Pver_g542
Pver_g5639,2906.404388,0.222887257,0.061652621,3.615211416,0.000300103,0.031974908,Pver_g5639
Pver_g5713,195.455811,-0.990991859,0.191138666,-5.184674973,2.16E-07,0.000337453,Pver_g5713
Pver_g5714,88.05583004,-1.141643762,0.228325223,-5.000077299,5.73E-07,0.000608567,Pver_g5714
Pver_g5715,778.3460493,-2.527920422,0.174576992,-14.48026106,1.61E-47,1.39E-43,Pver_g5715
Pver_g5863,1627.389376,0.242542321,0.070087485,3.460565354,0.000539042,0.044455446,Pver_g5863
Pver_g5890,3976.38755,-0.160196868,0.044650016,-3.587834483,0.000333436,0.033645638,Pver_g5890
Pver_g591,87.81383727,-1.3454828,0.312688899,-4.302943934,1.69E-05,0.00615148,Pver_g591
Pver_g5949,55.01187585,-1.029546169,0.260204494,-3.956680962,7.60E-05,0.01629594,Pver_g5949
Pver_g5996,791.6812393,0.244454774,0.062567094,3.907082107,9.34E-05,0.017225493,Pver_g5996
Pver_g6070,1695.77876,-0.770626752,0.182077246,-4.232416558,2.31E-05,0.007482824,Pver_g6070
Pver_g616,51.29964942,-0.995162545,0.275828782,-3.607899568,0.000308686,0.032287795,Pver_g616
Pver_g6161,2577.985186,-1.755617522,0.472516233,-3.715464996,0.00020283,0.026160539,Pver_g6161
Pver_g6262,255.2309526,-0.61071092,0.179686965,-3.398749155,0.000676948,0.048080174,Pver_g6262
Pver_g6289,1844.541963,1.370096477,0.147017419,9.319279905,1.17E-20,4.02E-17,Pver_g6289
Pver_g630,176.7638629,-1.44565752,0.409415082,-3.531031421,0.000413943,0.037770058,Pver_g630
Pver_g6350,2339.245018,-0.320505579,0.093432205,-3.430354429,0.000602793,0.045300264,Pver_g6350
Pver_g6370,1634.151447,-0.742203352,0.182230968,-4.072871707,4.64E-05,0.011544644,Pver_g6370
Pver_g6684,149.9390064,2.575172503,0.602392255,4.274909712,1.91E-05,0.006694078,Pver_g6684
Pver_g6817,353.3756619,-1.603541759,0.217349791,-7.377700942,1.61E-13,3.95E-10,Pver_g6817
Pver_g6818,889.29276,-2.929975515,0.195018765,-15.02406968,5.11E-51,8.76E-47,Pver_g6818
Pver_g6870,1539.49097,0.2768572,0.080681872,3.431467249,0.000600326,0.045300264,Pver_g6870
Pver_g6935,2844.822868,-1.004290242,0.294244058,-3.413119871,0.000642237,0.047282966,Pver_g6935
Pver_g696,1162.199351,0.251736939,0.072594137,3.46773098,0.000524872,0.043707097,Pver_g696
Pver_g708,294.0784187,0.439617493,0.120013625,3.663063193,0.000249217,0.029603864,Pver_g708
Pver_g71,2558.696602,0.244822592,0.071624007,3.418163858,0.000630451,0.046626224,Pver_g71
Pver_g7210,235.7218088,-0.656312548,0.179221572,-3.662017571,0.000250237,0.029603864,Pver_g7210
Pver_g7256,1802.901409,-0.703128319,0.203517244,-3.454883251,0.000550531,0.044764949,Pver_g7256
Pver_g7331,212.6385865,-1.075065752,0.246438468,-4.36241046,1.29E-05,0.005516608,Pver_g7331
Pver_g7352,4333.986256,0.175231552,0.051413736,3.408263322,0.000653778,0.047422963,Pver_g7352
Pver_g7459,5346.842728,-0.310533434,0.072735006,-4.269380713,1.96E-05,0.006724932,Pver_g7459
Pver_g7570,4114.407401,0.38183187,0.086564955,4.410929007,1.03E-05,0.004946394,Pver_g7570
Pver_g7590,334.7096768,-0.67575681,0.19673502,-3.434857755,0.000592865,0.045300264,Pver_g7590
Pver_g7677,367.7322752,0.392772224,0.115932345,3.387943414,0.000704188,0.048708223,Pver_g7677
Pver_g7702,984.0904643,-0.712616664,0.195430775,-3.646389187,0.000265951,0.030416663,Pver_g7702
Pver_g7717,2341.807369,0.19112532,0.056641209,3.37431568,0.000739995,0.049597009,Pver_g7717
Pver_g774,410.7086601,0.407024816,0.116286345,3.500194404,0.000464919,0.040689898,Pver_g774
Pver_g7742,960.8070835,-1.108598987,0.290322798,-3.818504764,0.000134263,0.020749075,Pver_g7742
Pver_g7878,422.2682274,-0.658778478,0.192092917,-3.429478232,0.000604743,0.045300264,Pver_g7878
Pver_g7904,424.8341167,-0.830477114,0.24021548,-3.457217305,0.000545785,0.044764949,Pver_g7904
Pver_g7920,220.5738104,-0.605130602,0.176374283,-3.430945779,0.000601481,0.045300264,Pver_g7920
Pver_g7929,819.5903473,0.35149261,0.083648825,4.202002934,2.65E-05,0.008069081,Pver_g7929
Pver_g7958,91.61748637,-0.952633457,0.268332711,-3.550195029,0.000384946,0.036865746,Pver_g7958
Pver_g7972,735.2795443,-0.641744545,0.181436052,-3.537028817,0.000404656,0.037512637,Pver_g7972
Pver_g8017,172.0198375,0.957981096,0.246681965,3.883466292,0.000102978,0.017474935,Pver_g8017
Pver_g8096,191.7844821,-1.199732708,0.308210684,-3.892573398,9.92E-05,0.017361682,Pver_g8096
Pver_g8101,4810.179756,-0.61480073,0.143400286,-4.287304784,1.81E-05,0.006463272,Pver_g8101
Pver_g8105,32780.16086,-0.465362794,0.123160296,-3.778513116,0.000157768,0.022366483,Pver_g8105
Pver_g8190,715.2847821,0.264797886,0.076998044,3.439020961,0.000583822,0.045126317,Pver_g8190
Pver_g82,172.9957443,-0.644404352,0.179272272,-3.594556734,0.000324944,0.033179137,Pver_g82
Pver_g8420,220.2816434,-1.241154298,0.344393137,-3.603888008,0.000313492,0.032338943,Pver_g8420
Pver_g8459,394.7804473,0.387767672,0.103877523,3.73293146,0.000189264,0.024783485,Pver_g8459
Pver_g8523,1819.885458,0.636751094,0.187289375,3.399824979,0.00067429,0.048080174,Pver_g8523
Pver_g8581,2334.802456,-1.536832634,0.399146468,-3.850297468,0.000117974,0.018738275,Pver_g8581
Pver_g8642,7641.556507,0.942259548,0.089908949,10.48015304,1.07E-25,4.57E-22,Pver_g8642
Pver_g8671,501.1135698,-1.223839443,0.253982029,-4.818606451,1.45E-06,0.001305188,Pver_g8671
Pver_g8700,95.8800853,2.212623596,0.573024254,3.861308799,0.000112781,0.018080838,Pver_g8700
Pver_g8856,1227.625954,0.479416084,0.131270979,3.652110226,0.000260094,0.030416663,Pver_g8856
Pver_g8880,165.3301951,1.192159605,0.303602398,3.926713401,8.61E-05,0.016687619,Pver_g8880
Pver_g8906,55.16454356,-1.461685359,0.364257908,-4.012775911,6.00E-05,0.014026418,Pver_g8906
Pver_g8933,414.0469155,-1.061029222,0.283985194,-3.736213175,0.000186812,0.024650603,Pver_g8933
Pver_g916,392.0354824,0.367124237,0.104784536,3.503610852,0.000458996,0.040585619,Pver_g916
Pver_g9166,943.6475792,0.359082439,0.101600755,3.534249703,0.000408935,0.037512637,Pver_g9166
Pver_g9266,100.793118,-0.980384479,0.28580523,-3.43025381,0.000603017,0.045300264,Pver_g9266
Pver_g9385,498.238283,0.24853202,0.068423905,3.632239633,0.000280972,0.031095445,Pver_g9385
Pver_g9487,105.0592202,-1.207105038,0.290312696,-4.157947814,3.21E-05,0.009030297,Pver_g9487
Pver_g9524,1015.277052,-0.753201791,0.182899163,-4.11812595,3.82E-05,0.009927642,Pver_g9524
Pver_g9534,1315.577798,0.305998476,0.088103544,3.473168735,0.000514352,0.043388848,Pver_g9534
Pver_g9571,388.7587196,0.605637622,0.177730757,3.4076129,0.000655338,0.047422963,Pver_g9571
Pver_g9616,549.4057176,0.331035841,0.089995809,3.678347291,0.00023475,0.028662472,Pver_g9616
Pver_g9786,1087.75512,0.452392699,0.098951191,4.571877256,4.83E-06,0.003189153,Pver_g9786
Pver_g9980,134.1214894,-1.84092402,0.499557218,-3.68511144,0.000228603,0.028450492,Pver_g9980
Pver_novel_187_5de57afd,10571.84803,-1.381386527,0.285701737,-4.835065202,1.33E-06,0.001268462,Pver_novel_187_5de57afd
Pver_novel_374_5de57afd,208.2659839,0.498545859,0.131442001,3.79289614,0.0001489,0.021473839,Pver_novel_374_5de57afd
Pver_novel_520_5de57afd,1435.187829,-2.461610823,0.593284417,-4.149124356,3.34E-05,0.009087521,Pver_novel_520_5de57afd
Pver_novel_607_5de57afd,104.455533,-0.747429951,0.205075386,-3.644659477,0.000267746,0.030416663,Pver_novel_607_5de57afd
Pver_novel_715_5de57afd,510.9850305,-1.431261331,0.40889754,-3.500293331,0.000464746,0.040689898,Pver_novel_715_5de57afd
