name	term	lev	seq	value
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g10185	1.56908667668111
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g10191	1.07841098930083
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g1188	-0.236189493713607
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g13927	1.61377919868039
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g23719	-0.803655349874109
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g25828	0.515653103845343
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g7958	0.952477146068975
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g8700	-2.21218929377719
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g8880	-1.19245143204122
"unknown;GO:0016021"	unknown;GO:0016021	5	Pver_g8906	1.46093452378146
"unknown"	unknown	5	Pver_g10186	2.71994676744273
"unknown"	unknown	5	Pver_g10188	3.00788325852081
"unknown"	unknown	5	Pver_g10413	0.646413446301603
"unknown"	unknown	5	Pver_g11057	-0.776640699857694
"unknown"	unknown	5	Pver_g15	-0.775716723262437
"unknown"	unknown	5	Pver_g1502	0.906576579854207
"unknown"	unknown	5	Pver_g15488	1.0083340018095
"unknown"	unknown	5	Pver_g1577	0.537762258648817
"unknown"	unknown	5	Pver_g16771	-1.68235144241169
"unknown"	unknown	5	Pver_g16932	2.21329751935978
"unknown"	unknown	5	Pver_g19013	0.169134918551741
"unknown"	unknown	5	Pver_g25793	0.441000390533179
"unknown"	unknown	5	Pver_g4366	1.36774346509845
"unknown"	unknown	5	Pver_g5351	0.645499985827023
"unknown"	unknown	5	Pver_g5713	0.990702861194765
"unknown"	unknown	5	Pver_g5714	1.14139955459314
"unknown"	unknown	5	Pver_g8856	-0.479597000174298
"unknown"	unknown	5	Pver_novel_187_5de57afd	1.381067897493
"unknown"	unknown	5	Pver_novel_607_5de57afd	0.747109858972787
"unknown"	unknown	5	Pver_novel_715_5de57afd	1.43029328266582
