name	term	lev	seq	value
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g10058	-0.712965991160991
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g15269	-0.0542632959146187
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g15366	-0.27438004161647
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g15533	0.259234106240838
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g17551	0.48400986646761
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g18634	0.597529565662088
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g4447	-0.914786136947891
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g5938	0.115004337053834
"unknown;GO:0003676;GO:0016787;GO:0046872"	unknown;GO:0003676;GO:0016787;GO:0046872	5	Pver_g8308	-0.235910711103612
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g14721	-0.116765430122461
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g14924	-0.125714390046063
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g16263	0.631902278504758
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g17216	0.0591851374013691
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g18345	-0.280826088775607
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g19075	0.139141710384497
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g19098	-0.217397706225919
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g23263	-0.106554038139012
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g23266	-0.103317550346926
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g24313	-0.835288248448731
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g4578	-0.162587682691222
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g4581	-0.380271503427886
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g4582	-0.648777248291211
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g4584	-0.134344743699299
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g4585	-0.168096078791824
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g5241	0.057185406714968
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g5242	-0.0649036050753001
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g5243	-0.177412065012839
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g869	-0.114427990974665
"unknown;GO:0042981;GO:0005515"	unknown;GO:0042981;GO:0005515	5	Pver_g8746	-0.0420433190820117
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g13819	-0.112774515474766
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g17095	0.164196816254007
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g19605	-0.390031730517822
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g20121	-0.333888310243316
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g20122	-0.63158167736092
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g7686	0.13566791337355
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g8240	-0.211974217412003
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g8405	-0.918043946697264
"GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown"	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515;unknown	5	Pver_g9221	0.228221395279116
"unknown;GO:0016310;GO:0016301"	unknown;GO:0016310;GO:0016301	5	Pver_g14166	0.360026120400161
"unknown;GO:0016310;GO:0016301"	unknown;GO:0016310;GO:0016301	5	Pver_g22977	-0.053107758834024
"unknown;GO:0016310;GO:0016301"	unknown;GO:0016310;GO:0016301	5	Pver_g25731	-0.417159401973453
"unknown;GO:0016310;GO:0016301"	unknown;GO:0016310;GO:0016301	5	Pver_g4071	-0.46836590251484
"unknown;GO:0016310;GO:0016301"	unknown;GO:0016310;GO:0016301	5	Pver_g7875	0.466084481385448
"unknown;GO:0016310;GO:0016301"	unknown;GO:0016310;GO:0016301	5	Pver_g980	0.463732158143262
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g10288	0.181761843541291
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g10514	0.196906163984685
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g11121	-0.0186899924560394
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g1114	-0.285733123205876
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g12866	-0.0278343999470418
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g12879	0.0808993868826788
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g13112	-0.156116678823684
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g15176	-0.00698000924439673
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g1552	-0.136673030019207
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g15594	-1.39014336556224
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g16134	0.171170218705653
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g17166	0.290089023320149
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g17639	-0.23913662613854
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g20339	0.01719837943406
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g2822	0.424289712876118
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g7073	0.0532121035715832
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g7105	-0.064238564438892
"GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown"	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0016021;unknown	5	Pver_g7985	-0.0257042644532915
