gene_id,C17_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C18_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C19_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C20_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C21_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C22_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C23_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C24_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C25_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C26_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C27_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C28_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C29_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C30_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C31_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C32_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E10_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E11_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E12_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E13_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E14_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E15_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E16_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E1_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E2_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E3_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E4_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E5_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E6_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E7_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E8_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E9_R1_001.fastq.gz.sam.sorted.bam.merge.gtf
SymbC1.scaffold3499.2,0,0,0,0,84,0,0,0,0,18,15,0,0,0,34,0,0,0,0,0,49,68,32,0,35,30,0,0,0,0,38,42
SymbC1.scaffold73.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9694.1,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,3,0,0
SymbC1.scaffold3396.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3396.7,16,28,11,0,39,0,24,0,21,24,33,7,0,18,36,0,0,0,0,18,0,76,25,22,18,44,21,13,15,17,53,44
SymbC1.scaffold3396.6,46,62,31,81,122,43,70,0,63,100,61,32,47,54,54,75,14,29,13,45,62,210,70,55,45,55,59,42,28,38,90,89
SymbC1.scaffold3396.5,0,6,9,0,64,30,35,0,12,26,27,0,14,0,0,32,0,0,12,0,20,64,26,8,7,32,13,10,0,13,48,32
SymbC1.scaffold5863.1,0,0,0,37,48,0,0,0,0,37,0,0,0,0,24,29,0,0,8,18,0,57,0,20,19,18,22,10,20,0,34,33
SymbC1.scaffold9424.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold73.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold40359.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1441.2,53,111,65,99,270,80,135,17,100,197,137,25,81,85,108,166,8,25,54,66,196,392,139,22,70,97,92,47,68,75,281,128
SymbC1.scaffold1441.6,45,77,44,86,225,134,107,0,103,127,66,26,54,37,58,123,12,55,33,85,120,336,136,65,82,102,74,46,47,49,130,139
SymbC1.scaffold1441.7,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,13,1,0,4
SymbC1.scaffold2.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold166.6,38,77,24,73,154,38,29,3,51,54,35,8,0,48,18,62,10,12,35,47,58,159,47,70,48,35,56,37,16,24,156,111
SymbC1.scaffold1441.8,27,83,25,125,237,86,100,0,91,109,64,0,40,35,51,77,17,0,42,66,98,342,132,24,77,66,88,30,30,45,178,177
SymbC1.scaffold1441.9,4,0,0,8,26,7,21,5,11,9,0,0,13,0,5,14,0,0,0,11,14,0,20,0,0,0,13,7,0,0,0,25
SymbC1.scaffold2.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6738.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold87.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold87.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold87.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold87.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold25196.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold87.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold28849.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold27197.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8466.1,74,158,54,202,364,113,174,13,110,190,90,47,72,59,138,158,21,44,54,107,206,284,219,97,108,122,154,120,53,117,248,303
SymbC1.scaffold8466.2,49,98,41,122,170,59,87,10,125,68,76,7,65,73,108,57,34,41,26,99,142,249,108,34,91,111,85,32,63,69,166,161
SymbC1.scaffold2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2856.2,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SymbC1.scaffold2856.1,79,153,74,153,346,135,180,9,158,219,134,61,82,90,232,215,21,83,72,116,215,451,248,55,136,200,142,69,116,150,333,254
SymbC1.scaffold2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold966.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold13625.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19637.1,6,7,17,0,27,24,16,0,28,18,15,0,0,8,12,17,13,17,0,17,0,31,23,12,21,9,27,9,0,0,46,44
SymbC1.scaffold35296.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6820.2,0,13,0,15,28,0,21,0,0,0,22,0,0,0,0,0,0,0,4,14,26,27,29,0,10,0,15,0,4,0,0,0
SymbC1.scaffold6820.3,0,3,0,0,0,0,0,0,0,0,0,0,0,15,15,28,0,0,4,0,18,23,10,0,0,18,0,0,4,0,22,33
SymbC1.scaffold33.16,3,13,3,6,15,14,11,0,0,15,15,0,0,7,8,5,3,11,12,4,12,5,6,12,6,17,10,3,11,13,19,21
SymbC1.scaffold1.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold73.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5526.2,0,4,0,0,6,0,6,0,5,0,0,4,0,0,0,7,0,0,0,0,0,16,8,0,0,0,8,0,3,0,11,20
SymbC1.scaffold5526.3,11,25,11,16,43,21,53,0,8,21,29,0,6,7,22,13,0,11,13,19,36,26,14,0,27,29,30,0,0,30,43,25
SymbC1.scaffold59.8,0,0,0,0,10,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
SymbC1.scaffold614.5,41,85,64,144,320,97,176,6,104,172,81,14,64,49,87,93,13,55,45,107,167,383,128,37,131,84,187,86,64,77,242,180
SymbC1.scaffold59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold59.3,0,7,5,9,28,29,8,0,4,23,8,14,8,0,0,7,5,35,6,0,50,51,10,0,15,14,37,19,0,10,25,41
SymbC1.scaffold59.4,17,56,0,57,88,74,55,0,42,39,0,0,19,0,64,0,0,0,20,0,58,139,29,20,69,29,40,0,40,29,70,77
SymbC1.scaffold59.5,0,115,49,72,195,46,51,0,26,87,68,22,28,45,62,102,0,12,24,48,72,226,65,29,74,50,86,0,0,38,130,142
SymbC1.scaffold59.6,0,29,15,36,98,58,31,0,20,60,39,0,12,20,23,14,14,10,9,29,61,92,22,15,36,21,38,11,0,0,72,68
SymbC1.scaffold59.7,30,134,27,75,117,169,88,0,79,83,57,19,35,36,56,95,46,58,41,37,142,310,182,46,110,81,236,37,61,48,227,189
SymbC1.scaffold11693.1,0,0,0,0,16,10,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,9,0,0,10,0,0,0,0,4,8,0
SymbC1.scaffold2.2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold827.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6573.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold827.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold458.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold15005.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold83.15,0,0,0,9,3,0,6,0,0,0,2,0,0,0,0,11,0,0,0,0,0,3,2,0,6,3,3,4,0,4,8,0
SymbC1.scaffold83.17,12,14,0,11,19,12,15,0,0,18,20,4,0,22,13,0,0,10,0,0,21,25,18,12,0,26,7,13,10,0,10,6
SymbC1.scaffold83.16,18,35,0,68,114,41,32,0,0,30,0,0,26,21,32,40,0,0,0,0,46,85,38,34,27,25,42,34,16,17,84,65
SymbC1.scaffold83.11,0,0,0,28,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,26,58,12,0,0,0,14,0,0,0,0,0
SymbC1.scaffold83.10,0,0,6,0,0,16,0,9,0,41,0,0,14,21,0,22,0,7,0,0,0,70,0,0,0,28,0,0,0,0,35,27
SymbC1.scaffold83.13,24,15,15,40,71,29,27,0,9,23,8,11,0,8,16,27,0,0,0,18,11,37,23,8,7,27,0,15,0,24,77,27
SymbC1.scaffold83.12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4076.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4076.5,26,31,19,14,78,23,42,5,0,33,28,9,33,10,35,44,0,9,19,12,46,100,27,10,21,9,73,15,14,22,65,49
SymbC1.scaffold4076.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
SymbC1.scaffold83.19,0,11,0,20,23,25,22,0,0,21,0,0,0,0,0,22,0,0,0,12,0,32,11,0,0,11,0,0,0,0,0,13
SymbC1.scaffold83.18,0,8,0,14,25,15,15,0,11,13,0,0,10,0,0,12,8,5,0,8,19,20,19,0,0,14,12,3,0,0,18,30
SymbC1.scaffold4076.1,10,14,9,50,91,34,41,6,16,64,38,4,23,32,11,83,0,0,26,17,32,118,45,25,43,19,73,19,16,19,99,61
SymbC1.scaffold5594.1,0,25,14,12,54,19,33,4,21,14,22,0,9,0,34,12,0,0,13,12,27,78,27,0,12,0,21,14,0,0,33,30
SymbC1.scaffold5594.2,9,4,6,6,17,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,10,0,0,0,13,7
SymbC1.scaffold2.1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold501.3,0,11,0,9,34,0,16,0,0,0,14,0,17,13,0,24,0,0,8,0,35,124,23,0,27,0,0,0,0,0,42,0
SymbC1.scaffold1.1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold501.2,0,0,0,15,18,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,23,44,8,0,22,0,0,0,0,0,13,11
SymbC1.scaffold501.1,17,9,0,11,21,0,23,0,11,18,0,6,0,5,19,17,0,5,3,0,42,52,34,0,3,11,9,14,0,21,38,23
SymbC1.scaffold17654.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4155.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0
SymbC1.scaffold5.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10265.1,0,20,7,51,0,20,24,0,39,43,24,0,0,0,28,0,0,0,0,7,14,78,13,0,27,0,33,0,19,0,48,55
SymbC1.scaffold4155.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14
SymbC1.scaffold4155.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10265.2,28,94,37,84,186,90,78,21,113,100,39,20,31,60,74,66,17,21,26,50,142,208,130,26,60,84,61,49,23,75,152,98
SymbC1.scaffold21131.1,0,0,14,6,26,12,49,0,16,7,6,0,9,0,0,10,0,4,0,0,0,48,21,0,26,24,7,16,3,0,22,17
SymbC1.scaffold1979.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4720.2,0,0,7,0,0,0,0,0,18,0,0,0,0,0,0,28,0,0,4,0,0,0,0,0,9,0,0,0,0,0,8,9
SymbC1.scaffold1979.3,741,996,517,1185,2310,2179,1232,125,873,1118,1830,404,1141,1565,1091,2150,1748,391,802,713,3106,4493,1344,705,1236,1748,3794,744,708,752,3696,1797
SymbC1.scaffold17.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold17.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold17.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold25.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold17.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7960.3,4,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,3,0,0,27
SymbC1.scaffold25.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7960.1,43,53,31,80,252,56,96,0,55,114,123,10,19,25,53,99,6,29,24,68,86,215,120,46,43,55,69,51,29,45,174,117
SymbC1.scaffold1713.1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,24,0,0,0,0,14,0,0,5,0,0
SymbC1.scaffold1713.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18452.1,0,3,0,18,21,8,30,0,18,0,0,0,0,15,0,0,6,0,0,0,0,0,0,18,0,10,0,8,0,0,17,37
SymbC1.scaffold7507.1,30,58,14,51,90,51,32,10,49,73,20,21,29,20,28,37,17,19,12,21,48,124,72,27,36,45,43,23,22,21,94,93
SymbC1.scaffold80.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4141.4,4,0,0,10,40,0,10,0,6,0,0,0,0,14,7,12,0,0,0,0,16,11,0,0,0,0,6,0,0,0,35,31
SymbC1.scaffold4141.5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
SymbC1.scaffold18.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9778.1,0,0,0,0,22,0,0,0,9,5,15,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,24,10,0,7,9,13
SymbC1.scaffold9778.2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10617.2,0,10,0,0,23,15,18,0,16,17,10,0,11,0,14,16,0,0,0,0,11,13,17,0,14,17,25,17,11,23,22,37
SymbC1.scaffold4040.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4040.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19629.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9173.1,30,35,22,48,101,34,50,0,14,45,35,13,8,14,11,22,0,12,0,21,56,80,43,8,35,15,28,18,9,0,63,41
SymbC1.scaffold4349.2,0,0,0,21,0,0,0,0,0,0,0,0,11,0,9,14,0,0,0,0,20,54,23,0,0,16,0,0,0,0,0,0
SymbC1.scaffold7517.1,0,12,0,8,9,11,0,0,8,10,10,0,0,0,8,0,0,0,6,0,0,37,4,0,8,0,6,0,6,8,0,0
SymbC1.scaffold4349.1,131,145,71,237,464,147,225,32,130,251,210,58,123,129,176,173,50,90,89,103,210,543,221,123,155,176,191,103,75,146,318,245
SymbC1.scaffold4349.4,0,48,18,64,76,35,33,0,41,51,38,0,0,0,47,34,0,0,8,0,59,139,59,26,33,0,49,17,16,36,113,57
SymbC1.scaffold1049.7,0,9,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,21,9,0,0,7,9,0,0,8,0,0
SymbC1.scaffold6799.1,4,14,8,17,27,12,19,3,7,23,4,4,0,5,6,16,5,0,2,0,19,29,16,4,14,7,9,12,5,10,12,27
SymbC1.scaffold10915.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold584.2,23,19,8,24,58,25,24,0,11,20,12,0,0,0,0,0,0,0,10,0,25,88,26,10,11,23,19,0,5,18,44,47
SymbC1.scaffold1049.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1049.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3162.1,95,140,89,224,372,176,291,31,205,160,94,40,153,114,204,211,46,0,69,77,186,507,312,121,245,196,214,136,64,194,267,360
SymbC1.scaffold23.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2445.1,0,14,0,0,39,28,9,0,0,15,13,0,0,15,0,10,0,0,0,0,21,28,0,20,25,30,20,10,10,8,44,57
SymbC1.scaffold2034.3,16,9,0,17,57,18,0,0,6,19,27,9,8,10,48,13,0,13,0,0,16,82,27,13,21,30,9,5,0,0,33,19
SymbC1.scaffold2034.2,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2034.1,0,0,0,18,43,0,21,0,0,0,19,0,21,0,27,31,0,8,0,0,0,40,0,0,0,24,19,10,0,19,23,0
