"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
"Pver_g130",676.070749324227,0.275599443928454,0.0565601492341841,4.87267886771922,1.10095101234626e-06,0.000889894644543494,"Pver_g130"
"Pver_g7878",401.549424346144,-0.694747556069251,0.198910934076326,-3.49275699345247,0.000478061337781254,0.0409871607085462,"Pver_g7878"
"Pver_g1842",266.177284673022,-0.645884340355347,0.157346647415527,-4.10484971217512,4.04577812828644e-05,0.010755870743637,"Pver_g1842"
"Pver_g23161",231.722356529132,-1.44839763921373,0.330917593230388,-4.37691337312895,1.20371786733943e-05,0.00600784185573875,"Pver_g23161"
"Pver_g26469",1977.50246988598,-2.07397380704309,0.405425851924385,-5.11554405620367,3.12837914989071e-07,0.000437190986197227,"Pver_g26469"
"Pver_g25888",284.85550203411,0.628122655303493,0.176008584732253,3.56870465300884,0.000358750565584205,0.0343750047946596,"Pver_g25888"
"Pver_g26149",1044.69531414343,-0.245811331700809,0.069212588701955,-3.55154078630591,0.000382982630069456,0.035455238579279,"Pver_g26149"
"Pver_g6161",2510.37031051303,-1.74856018614559,0.471225976307963,-3.71066170809489,0.000206718197643258,0.0256898341792721,"Pver_g6161"
"Pver_g1594",3361.68730098885,-0.885912297882707,0.214248241820624,-4.13498048037389,3.54984806912658e-05,0.0103352347429258,"Pver_g1594"
"Pver_g82",168.081084448822,-0.690105001314158,0.170401493170405,-4.04987649154012,5.1244671770312e-05,0.0121380387794934,"Pver_g82"
"Pver_g25926",1198.88226508648,-1.5459366097107,0.351735218729921,-4.39517150228208,1.10685330939745e-05,0.00572899074030719,"Pver_g25926"
"Pver_g5715",743.748658868234,-2.55205978229448,0.17606561545126,-14.4949357417318,1.30424377628787e-47,9.11340338681148e-44,"Pver_g5715"
"Pver_g5713",196.517329326143,-1.02460291782338,0.191288981906913,-5.35630911728094,8.49391439795794e-08,0.000148378067139328,"Pver_g5713"
"Pver_g4609",4525.86829895701,0.253451834318278,0.062256158109395,4.07111267407345,4.6789109577848e-05,0.0112737552819039,"Pver_g4609"
"Pver_g13706",8892.56306461319,-1.47273052724947,0.368488056699732,-3.99668456133857,6.42358042508094e-05,0.0147062654310973,"Pver_g13706"
"Pver_g916",392.688816495923,0.375542168319409,0.102694110895935,3.65690072237895,0.000255283194696674,0.0283141479832224,"Pver_g916"
"Pver_g7459",5264.7815450041,-0.302948410208299,0.0722179604229153,-4.19491783531692,2.72970520047298e-05,0.00887154190153718,"Pver_g7459"
"Pver_g19527",2568.6509858068,-1.51375355967579,0.388929265447216,-3.89210505394902,9.93781933104063e-05,0.0175798766014295,"Pver_g19527"
"Pver_g11517",2428.63607189294,-1.86015088514581,0.540682666346751,-3.44037455040746,0.000580909666330158,0.0452549189184118,"Pver_g11517"
"Pver_g8523",1803.41060689469,0.634311284628381,0.186785807522241,3.39592870059387,0.000683961734936207,0.0487671696210892,"Pver_g8523"
"Pver_g26232",1544.23328675152,-1.46996407104067,0.406496148450426,-3.61618203922524,0.000298980159601432,0.0309499831883705,"Pver_g26232"
"Pver_g18486",781.656642564504,0.314288863046084,0.0893886457382278,3.5159819286945,0.000438130804619971,0.0385086666324786,"Pver_g18486"
"Pver_g12577",1164.55332126229,-0.298924484639027,0.0588066869187545,-5.0831716646784,3.71183946715477e-07,0.000470478539584403,"Pver_g12577"
"Pver_g6289",1804.03474458888,1.36657291375209,0.14864488017132,9.19354176327537,3.80115099236876e-20,1.06242170236707e-16,"Pver_g6289"
"Pver_g23053",4960.2160830387,-0.424081151011148,0.123051673816284,-3.4463663748638,0.000568179480056982,0.0446084732235749,"Pver_g23053"
"Pver_g11124",2371.8680080782,0.335064455076063,0.0946454008135676,3.54020852778755,0.000399810992531136,0.0362815494845625,"Pver_g11124"
