"","GOterm","Term","numInCat","numDEI","num.expected.percent","classicFisher","ontology","direction","ParentTerm","gene_id","type"
"35","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g13690","DEG.GO.terms"
"36","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g13754","DEG.GO.terms"
"37","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g13784","DEG.GO.terms"
"38","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g1382","DEG.GO.terms"
"39","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g13834","DEG.GO.terms"
"40","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g14723","DEG.GO.terms"
"41","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g14759","DEG.GO.terms"
"42","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g14777","DEG.GO.terms"
"43","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g14780","DEG.GO.terms"
"44","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g15079","DEG.GO.terms"
"45","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g15108","DEG.GO.terms"
"46","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g1529","DEG.GO.terms"
"47","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g15442","DEG.GO.terms"
"48","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g15528","DEG.GO.terms"
"49","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g15715","DEG.GO.terms"
"50","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g1582","DEG.GO.terms"
"51","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g15940","DEG.GO.terms"
"52","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g16318","DEG.GO.terms"
"53","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g16449","DEG.GO.terms"
"54","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g1671","DEG.GO.terms"
"55","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g16760","DEG.GO.terms"
"56","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g16835","DEG.GO.terms"
"57","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g16901","DEG.GO.terms"
"58","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g17501","DEG.GO.terms"
"59","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g17970","DEG.GO.terms"
"60","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g17971","DEG.GO.terms"
"61","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g17972","DEG.GO.terms"
"62","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g18175","DEG.GO.terms"
"63","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g18176","DEG.GO.terms"
"64","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g1854","DEG.GO.terms"
"65","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g18544","DEG.GO.terms"
"66","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g18850","DEG.GO.terms"
"67","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g18851","DEG.GO.terms"
"68","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g18898","DEG.GO.terms"
"69","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g18899","DEG.GO.terms"
"70","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g19260","DEG.GO.terms"
"71","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g19311","DEG.GO.terms"
"72","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g19641","DEG.GO.terms"
"73","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g19642","DEG.GO.terms"
"74","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g19655","DEG.GO.terms"
"75","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g19963","DEG.GO.terms"
"76","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2001","DEG.GO.terms"
"77","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2002","DEG.GO.terms"
"78","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2003","DEG.GO.terms"
"79","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2004","DEG.GO.terms"
"80","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2010","DEG.GO.terms"
"81","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g20179","DEG.GO.terms"
"82","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2238","DEG.GO.terms"
"83","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2262","DEG.GO.terms"
"84","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g22875","DEG.GO.terms"
"85","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2352","DEG.GO.terms"
"86","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g23649","DEG.GO.terms"
"87","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g24506","DEG.GO.terms"
"88","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2495","DEG.GO.terms"
"89","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g25645","DEG.GO.terms"
"90","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g25670","DEG.GO.terms"
"91","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g25763","DEG.GO.terms"
"92","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g25904","DEG.GO.terms"
"93","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g25936","DEG.GO.terms"
"94","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g26250","DEG.GO.terms"
"95","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g26399","DEG.GO.terms"
"96","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g26457","DEG.GO.terms"
"97","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g26564","DEG.GO.terms"
"98","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2821","DEG.GO.terms"
"99","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g2825","DEG.GO.terms"
"100","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g288","DEG.GO.terms"
"101","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g3169","DEG.GO.terms"
"102","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g3932","DEG.GO.terms"
"103","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g3935","DEG.GO.terms"
"104","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g4519","DEG.GO.terms"
"105","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g4520","DEG.GO.terms"
"106","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g4624","DEG.GO.terms"
"107","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g4651","DEG.GO.terms"
"108","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g478","DEG.GO.terms"
"109","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g4838","DEG.GO.terms"
"110","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g5155","DEG.GO.terms"
"111","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g5378","DEG.GO.terms"
"112","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g574","DEG.GO.terms"
"113","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6140","DEG.GO.terms"
"114","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6391","DEG.GO.terms"
"115","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6392","DEG.GO.terms"
"116","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6393","DEG.GO.terms"
"117","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6612","DEG.GO.terms"
"118","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6659","DEG.GO.terms"
"119","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6673","DEG.GO.terms"
"120","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6959","DEG.GO.terms"
"121","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g6963","DEG.GO.terms"
"122","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g7333","DEG.GO.terms"
"123","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g7783","DEG.GO.terms"
"124","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8563","DEG.GO.terms"
"125","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g885","DEG.GO.terms"
"126","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8938","DEG.GO.terms"
"127","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8939","DEG.GO.terms"
"128","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8940","DEG.GO.terms"
"129","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8941","DEG.GO.terms"
"130","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8942","DEG.GO.terms"
"131","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8954","DEG.GO.terms"
"132","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8956","DEG.GO.terms"
"133","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8957","DEG.GO.terms"
"134","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8958","DEG.GO.terms"
"135","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g8959","DEG.GO.terms"
"136","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g9387","DEG.GO.terms"
"137","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g9487","DEG.GO.terms"
"138","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_g9784","DEG.GO.terms"
"139","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_novel_490_5de57afd","DEG.GO.terms"
"140","GO:0051260","protein homooligomerization",180,8,1.6,0.00021,"BP","Up","protein complex oligomerization","Pver_novel_637_5de57afd","DEG.GO.terms"
"141","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10022","DEG.GO.terms"
"142","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10147","DEG.GO.terms"
"143","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10207","DEG.GO.terms"
"144","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10225","DEG.GO.terms"
"145","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10331","DEG.GO.terms"
"146","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10340","DEG.GO.terms"
"147","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10341","DEG.GO.terms"
"148","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10342","DEG.GO.terms"
"149","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10343","DEG.GO.terms"
"150","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10344","DEG.GO.terms"
"151","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10345","DEG.GO.terms"
"152","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g104","DEG.GO.terms"
"153","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10434","DEG.GO.terms"
"154","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10435","DEG.GO.terms"
"155","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10455","DEG.GO.terms"
"156","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10517","DEG.GO.terms"
"157","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10519","DEG.GO.terms"
"158","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10585","DEG.GO.terms"
"159","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g106","DEG.GO.terms"
"160","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10632","DEG.GO.terms"
"161","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1072","DEG.GO.terms"
"162","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1078","DEG.GO.terms"
"163","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10850","DEG.GO.terms"
"164","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10851","DEG.GO.terms"
"165","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1091","DEG.GO.terms"
"166","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1096","DEG.GO.terms"
"167","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10960","DEG.GO.terms"
"168","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10961","DEG.GO.terms"
"169","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10964","DEG.GO.terms"
"170","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10974","DEG.GO.terms"
"171","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g10975","DEG.GO.terms"
"172","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11194","DEG.GO.terms"
"173","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11225","DEG.GO.terms"
"174","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11260","DEG.GO.terms"
"175","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11387","DEG.GO.terms"
"176","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11462","DEG.GO.terms"
"177","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11495","DEG.GO.terms"
"178","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11497","DEG.GO.terms"
"179","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11501","DEG.GO.terms"
"180","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11502","DEG.GO.terms"
"181","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11504","DEG.GO.terms"
"182","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11527","DEG.GO.terms"
"183","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11547","DEG.GO.terms"
"184","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11616","DEG.GO.terms"
"185","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11628","DEG.GO.terms"
"186","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11656","DEG.GO.terms"
"187","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11663","DEG.GO.terms"
"188","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11678","DEG.GO.terms"
"189","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11738_g11739","DEG.GO.terms"
"190","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11740","DEG.GO.terms"
"191","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11742","DEG.GO.terms"
"192","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11743","DEG.GO.terms"
"193","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11744","DEG.GO.terms"
"194","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1178","DEG.GO.terms"
"195","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1179","DEG.GO.terms"
"196","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11889","DEG.GO.terms"
"197","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11890","DEG.GO.terms"
"198","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11936","DEG.GO.terms"
"199","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11940","DEG.GO.terms"
"200","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11942","DEG.GO.terms"
"201","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g11962","DEG.GO.terms"
"202","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1198","DEG.GO.terms"
"203","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g12026","DEG.GO.terms"
"204","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g1206","DEG.GO.terms"
"205","GO:0055085","transmembrane transport",1298,23,11.56,0.00109,"BP","Up","transmembrane transport","Pver_g12082","DEG.GO.terms"
