"","gene_id","GO.term","Function"
"3654","Pver_g127","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3655","Pver_g8227","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3656","Pver_g10289","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3657","Pver_g12003","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3658","Pver_g19032","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3659","Pver_g23542","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3660","Pver_g24534","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3661","Pver_novel_520_5de57afd","S-adenosylmethionine-dependent methyltransferase activity","Nutrient metabolism"
"3662","Pver_g3019","Mitochondrial NAD transmembrane transport","Nutrient metabolism"
"3663","Pver_g2441","Negative regulation of cell-matrix adhesion","Symbiotic nutrient exchange and signaling pathways"
"3664","Pver_g4336","Negative regulation of cell-matrix adhesion","Symbiotic nutrient exchange and signaling pathways"
"3665","Pver_g5697","Negative regulation of cell-matrix adhesion","Symbiotic nutrient exchange and signaling pathways"
"3666","Pver_g9422","Negative regulation of cell-matrix adhesion","Symbiotic nutrient exchange and signaling pathways"
"3667","Pver_g13153","Negative regulation of cell-matrix adhesion","Symbiotic nutrient exchange and signaling pathways"
"3668","Pver_g15198","Negative regulation of cell-matrix adhesion","Symbiotic nutrient exchange and signaling pathways"
"3669","Pver_g89","Transport","Symbiotic nutrient exchange and signaling pathways"
"3670","Pver_g255","Transport","Symbiotic nutrient exchange and signaling pathways"
"3671","Pver_g446","Transport","Symbiotic nutrient exchange and signaling pathways"
"3672","Pver_g448","Transport","Symbiotic nutrient exchange and signaling pathways"
"3673","Pver_g614","Transport","Symbiotic nutrient exchange and signaling pathways"
"3674","Pver_g800","Transport","Symbiotic nutrient exchange and signaling pathways"
"3675","Pver_g1023","Transport","Symbiotic nutrient exchange and signaling pathways"
"3676","Pver_g1438","Transport","Symbiotic nutrient exchange and signaling pathways"
"3677","Pver_g1976","Transport","Symbiotic nutrient exchange and signaling pathways"
"3678","Pver_g2212","Transport","Symbiotic nutrient exchange and signaling pathways"
"3679","Pver_g2337","Transport","Symbiotic nutrient exchange and signaling pathways"
"3680","Pver_g2374","Transport","Symbiotic nutrient exchange and signaling pathways"
"3681","Pver_g2461","Transport","Symbiotic nutrient exchange and signaling pathways"
"3682","Pver_g2556","Transport","Symbiotic nutrient exchange and signaling pathways"
"3683","Pver_g2605","Transport","Symbiotic nutrient exchange and signaling pathways"
"3684","Pver_g2699","Transport","Symbiotic nutrient exchange and signaling pathways"
"3685","Pver_g2752","Transport","Symbiotic nutrient exchange and signaling pathways"
"3686","Pver_g2758","Transport","Symbiotic nutrient exchange and signaling pathways"
"3687","Pver_g3008","Transport","Symbiotic nutrient exchange and signaling pathways"
"3688","Pver_g3032","Transport","Symbiotic nutrient exchange and signaling pathways"
"3689","Pver_g3125","Transport","Symbiotic nutrient exchange and signaling pathways"
"3690","Pver_g3403","Transport","Symbiotic nutrient exchange and signaling pathways"
"3691","Pver_g3583","Transport","Symbiotic nutrient exchange and signaling pathways"
"3692","Pver_g3692","Transport","Symbiotic nutrient exchange and signaling pathways"
"3693","Pver_g3708","Transport","Symbiotic nutrient exchange and signaling pathways"
"3694","Pver_g3831","Transport","Symbiotic nutrient exchange and signaling pathways"
"3695","Pver_g4268","Transport","Symbiotic nutrient exchange and signaling pathways"
"3696","Pver_g4549","Transport","Symbiotic nutrient exchange and signaling pathways"
"3697","Pver_g5131","Transport","Symbiotic nutrient exchange and signaling pathways"
"3698","Pver_g5268","Transport","Symbiotic nutrient exchange and signaling pathways"
"3699","Pver_g5456","Transport","Symbiotic nutrient exchange and signaling pathways"
"3700","Pver_g5457","Transport","Symbiotic nutrient exchange and signaling pathways"
"3701","Pver_g5684","Transport","Symbiotic nutrient exchange and signaling pathways"
"3702","Pver_g5716","Transport","Symbiotic nutrient exchange and signaling pathways"
"3703","Pver_g6364","Transport","Symbiotic nutrient exchange and signaling pathways"
"3704","Pver_g6365","Transport","Symbiotic nutrient exchange and signaling pathways"
"3705","Pver_g6418","Transport","Symbiotic nutrient exchange and signaling pathways"
"3706","Pver_g6780","Transport","Symbiotic nutrient exchange and signaling pathways"
"3707","Pver_g6974","Transport","Symbiotic nutrient exchange and signaling pathways"
"3708","Pver_g7088","Transport","Symbiotic nutrient exchange and signaling pathways"
"3709","Pver_g7513","Transport","Symbiotic nutrient exchange and signaling pathways"
"3710","Pver_g7828","Transport","Symbiotic nutrient exchange and signaling pathways"
"3711","Pver_g8123","Transport","Symbiotic nutrient exchange and signaling pathways"
"3712","Pver_g8197","Transport","Symbiotic nutrient exchange and signaling pathways"
"3713","Pver_g8630","Transport","Symbiotic nutrient exchange and signaling pathways"
"3714","Pver_g8631","Transport","Symbiotic nutrient exchange and signaling pathways"
"3715","Pver_g8885","Transport","Symbiotic nutrient exchange and signaling pathways"
"3716","Pver_g8990","Transport","Symbiotic nutrient exchange and signaling pathways"
"3717","Pver_g9099","Transport","Symbiotic nutrient exchange and signaling pathways"
"3718","Pver_g9497","Transport","Symbiotic nutrient exchange and signaling pathways"
"3719","Pver_g9852","Transport","Symbiotic nutrient exchange and signaling pathways"
"3720","Pver_g9894","Transport","Symbiotic nutrient exchange and signaling pathways"
"3721","Pver_g10222","Transport","Symbiotic nutrient exchange and signaling pathways"
"3722","Pver_g10271","Transport","Symbiotic nutrient exchange and signaling pathways"
"3723","Pver_g10365","Transport","Symbiotic nutrient exchange and signaling pathways"
"3724","Pver_g10767","Transport","Symbiotic nutrient exchange and signaling pathways"
"3725","Pver_g10943","Transport","Symbiotic nutrient exchange and signaling pathways"
"3726","Pver_g11236","Transport","Symbiotic nutrient exchange and signaling pathways"
"3727","Pver_g11393","Transport","Symbiotic nutrient exchange and signaling pathways"
"3728","Pver_g11495","Transport","Symbiotic nutrient exchange and signaling pathways"
"3729","Pver_g11574","Transport","Symbiotic nutrient exchange and signaling pathways"
"3730","Pver_g11642","Transport","Symbiotic nutrient exchange and signaling pathways"
"3731","Pver_g11646","Transport","Symbiotic nutrient exchange and signaling pathways"
"3732","Pver_g11707","Transport","Symbiotic nutrient exchange and signaling pathways"
"3733","Pver_g11916","Transport","Symbiotic nutrient exchange and signaling pathways"
"3734","Pver_g11926","Transport","Symbiotic nutrient exchange and signaling pathways"
"3735","Pver_g12072","Transport","Symbiotic nutrient exchange and signaling pathways"
"3736","Pver_g12125","Transport","Symbiotic nutrient exchange and signaling pathways"
"3737","Pver_g12210","Transport","Symbiotic nutrient exchange and signaling pathways"
"3738","Pver_g12237","Transport","Symbiotic nutrient exchange and signaling pathways"
"3739","Pver_g12692","Transport","Symbiotic nutrient exchange and signaling pathways"
"3740","Pver_g12959","Transport","Symbiotic nutrient exchange and signaling pathways"
"3741","Pver_g13332","Transport","Symbiotic nutrient exchange and signaling pathways"
"3742","Pver_g13333","Transport","Symbiotic nutrient exchange and signaling pathways"
"3743","Pver_g13359","Transport","Symbiotic nutrient exchange and signaling pathways"
"3744","Pver_g13597","Transport","Symbiotic nutrient exchange and signaling pathways"
"3745","Pver_g13624","Transport","Symbiotic nutrient exchange and signaling pathways"
"3746","Pver_g13875","Transport","Symbiotic nutrient exchange and signaling pathways"
"3747","Pver_g13954","Transport","Symbiotic nutrient exchange and signaling pathways"
"3748","Pver_g13997","Transport","Symbiotic nutrient exchange and signaling pathways"
"3749","Pver_g14084","Transport","Symbiotic nutrient exchange and signaling pathways"
"3750","Pver_g14263","Transport","Symbiotic nutrient exchange and signaling pathways"
"3751","Pver_g14301","Transport","Symbiotic nutrient exchange and signaling pathways"
"3752","Pver_g14367","Transport","Symbiotic nutrient exchange and signaling pathways"
"3753","Pver_g14369","Transport","Symbiotic nutrient exchange and signaling pathways"
"3754","Pver_g14420","Transport","Symbiotic nutrient exchange and signaling pathways"
"3755","Pver_g14705","Transport","Symbiotic nutrient exchange and signaling pathways"
"3756","Pver_g14997","Transport","Symbiotic nutrient exchange and signaling pathways"
"3757","Pver_g15104","Transport","Symbiotic nutrient exchange and signaling pathways"
"3758","Pver_g15177","Transport","Symbiotic nutrient exchange and signaling pathways"
"3759","Pver_g15219","Transport","Symbiotic nutrient exchange and signaling pathways"
"3760","Pver_g15249","Transport","Symbiotic nutrient exchange and signaling pathways"
"3761","Pver_g15250","Transport","Symbiotic nutrient exchange and signaling pathways"
"3762","Pver_g15492","Transport","Symbiotic nutrient exchange and signaling pathways"
"3763","Pver_g15701","Transport","Symbiotic nutrient exchange and signaling pathways"
"3764","Pver_g15767","Transport","Symbiotic nutrient exchange and signaling pathways"
"3765","Pver_g16001","Transport","Symbiotic nutrient exchange and signaling pathways"
"3766","Pver_g16155","Transport","Symbiotic nutrient exchange and signaling pathways"
"3767","Pver_g16193","Transport","Symbiotic nutrient exchange and signaling pathways"
"3768","Pver_g16465","Transport","Symbiotic nutrient exchange and signaling pathways"
"3769","Pver_g16466","Transport","Symbiotic nutrient exchange and signaling pathways"
"3770","Pver_g16486","Transport","Symbiotic nutrient exchange and signaling pathways"
"3771","Pver_g16631","Transport","Symbiotic nutrient exchange and signaling pathways"
"3772","Pver_g16741","Transport","Symbiotic nutrient exchange and signaling pathways"
"3773","Pver_g17089","Transport","Symbiotic nutrient exchange and signaling pathways"
"3774","Pver_g17239","Transport","Symbiotic nutrient exchange and signaling pathways"
"3775","Pver_g17274","Transport","Symbiotic nutrient exchange and signaling pathways"
"3776","Pver_g17648","Transport","Symbiotic nutrient exchange and signaling pathways"
"3777","Pver_g17684","Transport","Symbiotic nutrient exchange and signaling pathways"
"3778","Pver_g17685","Transport","Symbiotic nutrient exchange and signaling pathways"
"3779","Pver_g17809","Transport","Symbiotic nutrient exchange and signaling pathways"
"3780","Pver_g17968","Transport","Symbiotic nutrient exchange and signaling pathways"
"3781","Pver_g18083","Transport","Symbiotic nutrient exchange and signaling pathways"
"3782","Pver_g18411","Transport","Symbiotic nutrient exchange and signaling pathways"
"3783","Pver_g18485","Transport","Symbiotic nutrient exchange and signaling pathways"
"3784","Pver_g18513","Transport","Symbiotic nutrient exchange and signaling pathways"
"3785","Pver_g18543","Transport","Symbiotic nutrient exchange and signaling pathways"
"3786","Pver_g18686","Transport","Symbiotic nutrient exchange and signaling pathways"
"3787","Pver_g18842","Transport","Symbiotic nutrient exchange and signaling pathways"
"3788","Pver_g19096","Transport","Symbiotic nutrient exchange and signaling pathways"
"3789","Pver_g19377","Transport","Symbiotic nutrient exchange and signaling pathways"
"3790","Pver_g19502","Transport","Symbiotic nutrient exchange and signaling pathways"
"3791","Pver_g19534","Transport","Symbiotic nutrient exchange and signaling pathways"
"3792","Pver_g19612","Transport","Symbiotic nutrient exchange and signaling pathways"
"3793","Pver_g19824","Transport","Symbiotic nutrient exchange and signaling pathways"
"3794","Pver_g19872","Transport","Symbiotic nutrient exchange and signaling pathways"
"3795","Pver_g20080","Transport","Symbiotic nutrient exchange and signaling pathways"
"3796","Pver_g20726","Transport","Symbiotic nutrient exchange and signaling pathways"
"3797","Pver_g21179","Transport","Symbiotic nutrient exchange and signaling pathways"
"3798","Pver_g21552","Transport","Symbiotic nutrient exchange and signaling pathways"
"3799","Pver_g22834","Transport","Symbiotic nutrient exchange and signaling pathways"
"3800","Pver_g22900","Transport","Symbiotic nutrient exchange and signaling pathways"
"3801","Pver_g22982","Transport","Symbiotic nutrient exchange and signaling pathways"
"3802","Pver_g23451","Transport","Symbiotic nutrient exchange and signaling pathways"
"3803","Pver_g23563","Transport","Symbiotic nutrient exchange and signaling pathways"
"3804","Pver_g23567","Transport","Symbiotic nutrient exchange and signaling pathways"
"3805","Pver_g23612","Transport","Symbiotic nutrient exchange and signaling pathways"
"3806","Pver_g23665","Transport","Symbiotic nutrient exchange and signaling pathways"
"3807","Pver_g24293","Transport","Symbiotic nutrient exchange and signaling pathways"
"3808","Pver_g24343","Transport","Symbiotic nutrient exchange and signaling pathways"
"3809","Pver_g24475","Transport","Symbiotic nutrient exchange and signaling pathways"
"3810","Pver_g24605","Transport","Symbiotic nutrient exchange and signaling pathways"
"3811","Pver_g24647","Transport","Symbiotic nutrient exchange and signaling pathways"
"3812","Pver_g24756","Transport","Symbiotic nutrient exchange and signaling pathways"
"3813","Pver_g25028","Transport","Symbiotic nutrient exchange and signaling pathways"
"3814","Pver_g25533","Transport","Symbiotic nutrient exchange and signaling pathways"
"3815","Pver_g25693","Transport","Symbiotic nutrient exchange and signaling pathways"
"3816","Pver_g25732","Transport","Symbiotic nutrient exchange and signaling pathways"
"3817","Pver_g25926","Transport","Symbiotic nutrient exchange and signaling pathways"
"3818","Pver_g25940","Transport","Symbiotic nutrient exchange and signaling pathways"
"3819","Pver_g26072","Transport","Symbiotic nutrient exchange and signaling pathways"
"3820","Pver_g26126","Transport","Symbiotic nutrient exchange and signaling pathways"
"3821","Pver_g26140","Transport","Symbiotic nutrient exchange and signaling pathways"
"3822","Pver_g26202","Transport","Symbiotic nutrient exchange and signaling pathways"
"3823","Pver_g26215","Transport","Symbiotic nutrient exchange and signaling pathways"
"3824","Pver_g26220","Transport","Symbiotic nutrient exchange and signaling pathways"
"3825","Pver_g26249","Transport","Symbiotic nutrient exchange and signaling pathways"
"3826","Pver_g26277","Transport","Symbiotic nutrient exchange and signaling pathways"
"3827","Pver_g26613","Transport","Symbiotic nutrient exchange and signaling pathways"
"3828","Pver_g26656","Transport","Symbiotic nutrient exchange and signaling pathways"
"3829","Pver_g26840","Transport","Symbiotic nutrient exchange and signaling pathways"
"3830","Pver_novel_186_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3831","Pver_novel_323_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3832","Pver_novel_325_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3833","Pver_novel_327_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3834","Pver_novel_391_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3835","Pver_novel_489_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3836","Pver_novel_592_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3837","Pver_novel_755_5de57afd","Transport","Symbiotic nutrient exchange and signaling pathways"
"3838","Pver_g434","Transport","Symbiotic nutrient exchange and signaling pathways"
"3839","Pver_g6619","Transport","Symbiotic nutrient exchange and signaling pathways"
"3840","Pver_g12414","Transport","Symbiotic nutrient exchange and signaling pathways"
"3841","Pver_g14208","Transport","Symbiotic nutrient exchange and signaling pathways"
"3842","Pver_g21839","Transport","Symbiotic nutrient exchange and signaling pathways"
"3843","Pver_g25380","Transport","Symbiotic nutrient exchange and signaling pathways"
"3844","Pver_g786","Transport","Symbiotic nutrient exchange and signaling pathways"
"3845","Pver_g6089","Transport","Symbiotic nutrient exchange and signaling pathways"
"3846","Pver_g8453","Transport","Symbiotic nutrient exchange and signaling pathways"
"3847","Pver_g8454","Transport","Symbiotic nutrient exchange and signaling pathways"
"3848","Pver_g15985","Transport","Symbiotic nutrient exchange and signaling pathways"
"3849","Pver_g16422","Transport","Symbiotic nutrient exchange and signaling pathways"
"3850","Pver_g16584","Transport","Symbiotic nutrient exchange and signaling pathways"
"3851","Pver_g16762","Transport","Symbiotic nutrient exchange and signaling pathways"
"3852","Pver_g17322","Transport","Symbiotic nutrient exchange and signaling pathways"
"3853","Pver_g19346","Transport","Symbiotic nutrient exchange and signaling pathways"
"3854","Pver_g21295","Transport","Symbiotic nutrient exchange and signaling pathways"
"3855","Pver_g88","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3856","Pver_g89","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3857","Pver_g248","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3858","Pver_g255","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3859","Pver_g1096","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3860","Pver_g2871","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3861","Pver_g2872","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3862","Pver_g2873","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3863","Pver_g3187","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3864","Pver_g3387","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3865","Pver_g3412","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3866","Pver_g3991","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3867","Pver_g4061","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3868","Pver_g4070","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3869","Pver_g4157","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3870","Pver_g4165","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3871","Pver_g4166","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3872","Pver_g4169","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3873","Pver_g5841","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3874","Pver_g6100","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3875","Pver_g6101","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3876","Pver_g6365","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3877","Pver_g6371","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3878","Pver_g6817","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3879","Pver_g6818","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3880","Pver_g7697","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3881","Pver_g8197","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3882","Pver_g9099","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3883","Pver_g9147","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3884","Pver_g9349","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3885","Pver_g9450","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3886","Pver_g10022","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3887","Pver_g12762","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3888","Pver_g12763","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3889","Pver_g13193","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3890","Pver_g13567","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3891","Pver_g13846","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3892","Pver_g13908","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3893","Pver_g14367","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3894","Pver_g14804","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3895","Pver_g17499","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3896","Pver_g17629","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3897","Pver_g20229","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3898","Pver_g20319","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3899","Pver_g23557","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3900","Pver_g23721","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3901","Pver_g23808","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3902","Pver_g23814","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3903","Pver_g23815","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3904","Pver_g23846","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3905","Pver_g23914","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3906","Pver_g23915","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3907","Pver_g23916","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3908","Pver_g23993","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3909","Pver_g24104","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3910","Pver_g24127","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3911","Pver_g24151","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3912","Pver_g24271","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3913","Pver_g24475","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3914","Pver_g24642","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3915","Pver_g24647","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3916","Pver_g24809","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3917","Pver_g24886","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3918","Pver_g25141","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3919","Pver_g25292","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3920","Pver_g25296","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3921","Pver_g25297","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3922","Pver_g25434","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3923","Pver_g26080","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3924","Pver_novel_760_5de57afd","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3925","Pver_g11387","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3926","Pver_g11501","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3927","Pver_g11502","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3928","Pver_g11504","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3929","Pver_g22322","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3930","Pver_g23249","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3931","Pver_g23250","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3932","Pver_g23676","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3933","Pver_g24714","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3934","Pver_g25380","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3935","Pver_g299","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3936","Pver_g416","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3937","Pver_g632","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3938","Pver_g633","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3939","Pver_g911","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3940","Pver_g963","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3941","Pver_g1072","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3942","Pver_g3988","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3943","Pver_g3989","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3944","Pver_g3990","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3945","Pver_g4141","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3946","Pver_g4316","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3947","Pver_g5742","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3948","Pver_g5913","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3949","Pver_g6009","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3950","Pver_g6061","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3951","Pver_g6063","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3952","Pver_g6086","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3953","Pver_g6090","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3954","Pver_g6092","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3955","Pver_g6292","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3956","Pver_g6310","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3957","Pver_g6607","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3958","Pver_g6968","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3959","Pver_g7441","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3960","Pver_g7690","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3961","Pver_g7723","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3962","Pver_g7840","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3963","Pver_g8158","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3964","Pver_g8369","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3965","Pver_g8767","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3966","Pver_g8953","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3967","Pver_g9244","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3968","Pver_g9319","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3969","Pver_g9321","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3970","Pver_g9322","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3971","Pver_g9348","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3972","Pver_g9448","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3973","Pver_g9449","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3974","Pver_g9452","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3975","Pver_g9969","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3976","Pver_g10205","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3977","Pver_g10206","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3978","Pver_g10207","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3979","Pver_g10331","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3980","Pver_g10340","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3981","Pver_g10341","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3982","Pver_g10342","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3983","Pver_g10343","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3984","Pver_g10344","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3985","Pver_g10345","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3986","Pver_g10455","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3987","Pver_g10585","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
