"","gene","pval.treatment"
"1","Pver_gene_g97",0.728699011105459
"2","Pver_gene_g141",0.92609318572073
"3","Pver_gene_g146",0.258247460935755
"4","Pver_gene_g148",0.0901182680160673
"5","Pver_gene_g182",0.715376716970842
"6","Pver_gene_g193",0.472037997129378
"7","Pver_gene_novel_gene_4_5de57afd",0.472037997129378
"8","Pver_gene_g235",0.696997756416284
"9","Pver_gene_g269",0.376082806302835
"10","Pver_gene_novel_gene_11_5de57afd",0.24729876795994
"11","Pver_gene_g399",0.739402610281382
"12","Pver_gene_g463",6.17455487803389e-08
"13","Pver_gene_g473",0.823042943949383
"14","Pver_gene_g522",0.395376872470777
"15","Pver_gene_g524",0.404572819752512
"16","Pver_gene_g528",0.203978524837899
"17","Pver_gene_g596",0.811219648910038
"18","Pver_gene_g597",0.00218219027916332
"19","Pver_gene_g679",0.672265515594844
"20","Pver_gene_g719",0.458981337215246
"21","Pver_gene_g767",0.925397808775398
"22","Pver_gene_g811",0.793037017920682
"23","Pver_gene_g820",0.000528959603828556
"24","Pver_gene_g848",0.00859819079820374
"25","Pver_gene_g852",0.0818987676200507
"26","Pver_gene_g873",0.309570394577113
"27","Pver_gene_g906",0.727877790061762
"28","Pver_gene_g910",0.260338189475221
"29","Pver_gene_g911",0.796381190148813
"30","Pver_gene_g912",0.000502868393014043
"31","Pver_gene_g913",0.319316041408483
"32","Pver_gene_g919",0.863875471726085
"33","Pver_gene_g928",0.785222170651338
"34","Pver_gene_g953",0.429900193750104
"35","Pver_gene_g970",0.0296324854747932
"36","Pver_gene_g987",0.676838140154316
"37","Pver_gene_g1012",0.760932890786163
"38","Pver_gene_g1030",0.307503400493377
"39","Pver_gene_g1066",0.00161320895969944
"40","Pver_gene_g1089",0.713128814342259
"41","Pver_gene_g1106",0.830976478842271
"42","Pver_gene_g1107",0.0569619998468188
"43","Pver_gene_g1138",1.63883738666584e-05
"44","Pver_gene_g1162",0.414441673174867
"45","Pver_gene_g1164",0.471520193937059
"46","Pver_gene_g1165",0.779529627920299
"47","Pver_gene_g1174",0.991738260647244
"48","Pver_gene_g1185",6.43083409788936e-42
"49","Pver_gene_g1208",0.670758359802628
"50","Pver_gene_g1238",0.210530367697677
"51","Pver_gene_g1260",0.57179255869481
"52","Pver_gene_g1280",0.218036585392357
"53","Pver_gene_g1353",0.0632304469621263
"54","Pver_gene_g1498",0.353699673578596
"55","Pver_gene_g1534",0.146750325049518
"56","Pver_gene_g1535",0.892950101707167
"57","Pver_gene_g1536",0.185683353490335
"58","Pver_gene_g1553",0.358344585718334
"59","Pver_gene_g1561",0.237510267217484
"60","Pver_gene_g1651",0.99592653137524
"61","Pver_gene_g1678",0.558351925247254
"62","Pver_gene_g1707",0.621034590452552
"63","Pver_gene_g1751",0.913493732533875
"64","Pver_gene_g1781",0.826725387219527
"65","Pver_gene_g1789",0.535565695268733
"66","Pver_gene_g1811",0.441283893393482
"67","Pver_gene_g1812",0.00318880554893461
"68","Pver_gene_g1820",0.571087090679879
"69","Pver_gene_g1821",0.366820435457617
"70","Pver_gene_g1822",0.312666153958529
"71","Pver_gene_g1823",0.646029554493529
"72","Pver_gene_g1841",0.0837941941609204
"73","Pver_gene_g1910",0.76702918343523
"74","Pver_gene_g1955",0.0432640873297295
"75","Pver_gene_g1970",0.110071531179657
"76","Pver_gene_g1972",0.0107716821684457
"77","Pver_gene_g1978",0.244851005653291
"78","Pver_gene_g2020",0.823218786336644
"79","Pver_gene_g2023",0.104811799950196
"80","Pver_gene_g2099",0.221862561197863
"81","Pver_gene_g2102",0.224623975173757
"82","Pver_gene_g2130",0.78292590289704
"83","Pver_gene_g2132",0.604570958837725
"84","Pver_gene_g2133",2.31223876224132e-11
"85","Pver_gene_g2152",0.367863935252452
"86","Pver_gene_g2153",0.00509622377947098
"87","Pver_gene_g2156",0.907345813879083
"88","Pver_gene_g2169",0.322109660047595
"89","Pver_gene_g2179",0.56282114000654
"90","Pver_gene_g2185",0.607775229379206
"91","Pver_gene_g2198",0.28296601714781
"92","Pver_gene_g2200",0.784713677978626
"93","Pver_gene_g2222",0.867162415699449
"94","Pver_gene_g2245",0.295801393702688
"95","Pver_gene_g2273",0.00864752967669746
"96","Pver_gene_g2278",0.224075115768761
"97","Pver_gene_g2282",0.162749286771476
"98","Pver_gene_g2312",0.171464290895551
"99","Pver_gene_g2322",0.916991108824959
"100","Pver_gene_g2330",0.430381627013196
"101","Pver_gene_g2333",1.83508038932662e-13
"102","Pver_gene_g2359",0.579053639469995
"103","Pver_gene_g2379",0.826789596699003
"104","Pver_gene_g2380",0.958855700547548
"105","Pver_gene_g2382",0.938412762621445
"106","Pver_gene_g2448",0.477504467716337
"107","Pver_gene_g2497",0.224752660432991
"108","Pver_gene_g2499",0.506626797310497
"109","Pver_gene_g2501",0.203785252823614
"110","Pver_gene_g2504",0.0191178881560166
"111","Pver_gene_g2583",0.123642242530839
"112","Pver_gene_g2666",0.777980248464507
"113","Pver_gene_g2688",1.53802423250959e-08
"114","Pver_gene_g2699",0.455197710343298
"115","Pver_gene_g2704",0.588190471476085
"116","Pver_gene_g2849",0.662899242593606
"117","Pver_gene_g2861",0.620890040969629
"118","Pver_gene_g2963",0.26780115418959
"119","Pver_gene_g2965",0.906809482191614
"120","Pver_gene_g3034",0.63751305647464
"121","Pver_gene_g3042",0.541532622731846
"122","Pver_gene_g3080",0.437606013543595
"123","Pver_gene_g3115",0.82557107164935
"124","Pver_gene_g3130",0.531910629412185
"125","Pver_gene_g3139",0.19670234001686
"126","Pver_gene_g3146",0.932221979280094
"127","Pver_gene_g3162",0.359190015550603
"128","Pver_gene_g3174",0.00052391753732029
"129","Pver_gene_g3209",2.4216881834848e-08
"130","Pver_gene_g3224",0.0111919846800545
"131","Pver_gene_g3228",0.0193562321659464
"132","Pver_gene_g3229",0.443289282489841
"133","Pver_gene_g3230",0.915165183140393
"134","Pver_gene_g3237",0.0816213083240359
"135","Pver_gene_g3239",0.3755968641965
"136","Pver_gene_g3243",0.975414294307075
"137","Pver_gene_g3261",0.907306586171453
"138","Pver_gene_g3289",0.407597567681853
"139","Pver_gene_g3320",1.27489763261705e-94
"140","Pver_gene_g3338",0.295800547416304
"141","Pver_gene_g3358",0.666129381282774
"142","Pver_gene_g3359",0.615509067974617
"143","Pver_gene_g3393",0.466317321550915
"144","Pver_gene_g3405",0.130315092311341
"145","Pver_gene_g3407",0.052229636771077
"146","Pver_gene_g3421",0.0766744509626633
"147","Pver_gene_g3437",0.0432528297032084
"148","Pver_gene_g3452",0.0380490492638252
"149","Pver_gene_g3454",0.877291326312214
"150","Pver_gene_g3455",0.720577504424826
"151","Pver_gene_g3491",0.318874951983965
"152","Pver_gene_g3527",0.112034381014755
"153","Pver_gene_g3532",0.607850805201946
"154","Pver_gene_g3533",0.0544990106874071
"155","Pver_gene_g3554",0.300152422672568
"156","Pver_gene_g3557",0.134254064651452
"157","Pver_gene_g3590",7.21881086106877e-08
"158","Pver_gene_g3591",0.892600159751661
"159","Pver_gene_g3607",0.376083545221967
"160","Pver_gene_g3619",0.00168002824361339
"161","Pver_gene_g3632",0.00404415820861376
"162","Pver_gene_g3633",0.779575920591732
"163","Pver_gene_g3653",0.016586505582741
"164","Pver_gene_g3732",0.946034068302066
"165","Pver_gene_g3741",0.84177878460716
"166","Pver_gene_g3743",0.412464387011258
"167","Pver_gene_g3753",0.64983920012817
"168","Pver_gene_g3828",0.173493777537427
"169","Pver_gene_g3868",0.926503171122403
"170","Pver_gene_g3911",0.0245021604821738
"171","Pver_gene_g3919",0.00344926266525899
"172","Pver_gene_g3922",6.16725453388979e-47
"173","Pver_gene_g3927",0.589771283662765
"174","Pver_gene_g3931",0.540711220728787
"175","Pver_gene_g3942",0.136756656576366
"176","Pver_gene_g3949",0.00980593934509613
"177","Pver_gene_g3950",0.626657476563233
"178","Pver_gene_g3961",0.434298024223895
"179","Pver_gene_g3962",0.363082170490648
"180","Pver_gene_g4016",1.2292515874303e-10
"181","Pver_gene_g4073",0.617774058259577
"182","Pver_gene_g4089",0.732037844375004
"183","Pver_gene_g4146",0.187418561752121
"184","Pver_gene_g4147",0.353893847712352
"185","Pver_gene_g4156",0.0516475734756844
"186","Pver_gene_g4157",0.0473693015437217
"187","Pver_gene_g4192",0.0652519943578946
"188","Pver_gene_g4210",0.0350097202034904
"189","Pver_gene_g4211",0.955089022222564
"190","Pver_gene_g4212",0.937753750920514
"191","Pver_gene_g4216",0.235112506699155
"192","Pver_gene_g4234",3.66885539613161e-07
"193","Pver_gene_g4350",0.487498225393388
"194","Pver_gene_g4389",0.80031594221684
"195","Pver_gene_g4396",0.417254785114323
"196","Pver_gene_g4411",0.270915099960635
"197","Pver_gene_g4431",0.0378751371713925
"198","Pver_gene_g4432",0.715636835817414
"199","Pver_gene_g4441",0.0915141311325876
"200","Pver_gene_g4449",0.0219142386128515
"201","Pver_gene_g4466",0.36938618609793
"202","Pver_gene_g4475",0.574885564774612
"203","Pver_gene_g4526",0.366244472362945
"204","Pver_gene_g4527",0.043265945603184
"205","Pver_gene_g4528",0.0271469024342776
"206","Pver_gene_g4565",0.772979008253804
"207","Pver_gene_g4576",0.637783252068599
"208","Pver_gene_g4598",0.426857855336974
"209","Pver_gene_g4602",0.785294168296998
"210","Pver_gene_g4608",0.0176878495758057
"211","Pver_gene_g4621",1.4638417278849e-47
"212","Pver_gene_g4629",0.0056319079417304
"213","Pver_gene_g4672",0.551260242296549
"214","Pver_gene_g4708",0.645256488390272
"215","Pver_gene_g4723",0.671538760933501
"216","Pver_gene_novel_gene_193_5de57afd",0.534675154789285
"217","Pver_gene_g4809",0.386992978857315
"218","Pver_gene_g4810",0.842230350523582
"219","Pver_gene_g4832",0.536886653634063
"220","Pver_gene_g4876",0.161450600446256
"221","Pver_gene_g4886",0.51560759491748
"222","Pver_gene_g4892",0.000515529679039064
"223","Pver_gene_g4897",0.756010579737305
"224","Pver_gene_g4938",0.795332726182458
"225","Pver_gene_g4951",0.233355674307989
"226","Pver_gene_g5018",0.284374036091786
"227","Pver_gene_g5066",4.55069147090419e-10
"228","Pver_gene_g5069",0.965490892450218
"229","Pver_gene_g5078",0.0693615833402477
"230","Pver_gene_g5080",0.298728816998035
"231","Pver_gene_novel_gene_201_5de57afd",0.0784232212535414
"232","Pver_gene_g5125",0.970273723575548
"233","Pver_gene_g5154",0.00201667565337117
"234","Pver_gene_g5155",0.64453023463784
"235","Pver_gene_g5170",0.000120659566741959
"236","Pver_gene_g5197",9.0563149945686e-45
"237","Pver_gene_g5218",0.203644916795181
"238","Pver_gene_g5245",0.417257814569459
"239","Pver_gene_g5246",0.000610524617332512
"240","Pver_gene_g5276",0.884266081206064
"241","Pver_gene_g5307",1.70723764573511e-06
"242","Pver_gene_g5311",0.678605161732061
"243","Pver_gene_g5348",0.423372720486792
"244","Pver_gene_g5380",0.868360627419052
"245","Pver_gene_g5410",0.665121199572586
"246","Pver_gene_g5450",0.933125545207482
"247","Pver_gene_g5474_g5476",0.981613801923762
"248","Pver_gene_g5480",0.86074252258208
"249","Pver_gene_g5492",0.609239427347972
"250","Pver_gene_g5509",0.0330489516841998
"251","Pver_gene_g5510",0.916517735505825
"252","Pver_gene_g5523",0.193963341186955
"253","Pver_gene_g5541",0.446027745405759
"254","Pver_gene_g5557",0.907409455870737
"255","Pver_gene_g5561",0.55497876200701
"256","Pver_gene_g5578",0.845610633566542
"257","Pver_gene_g5586",0.00555061099124097
"258","Pver_gene_g5689",0.795433755477856
"259","Pver_gene_g5708",0.682854177502599
"260","Pver_gene_g5724",0.0591407955213699
"261","Pver_gene_g5745",0.000353593715994314
"262","Pver_gene_g5808",8.78216442082735e-07
"263","Pver_gene_g5815",6.14935767072372e-06
"264","Pver_gene_g5876",0.121492394898337
"265","Pver_gene_g5906",0.649757139142422
"266","Pver_gene_g5916",0.0474566876038017
"267","Pver_gene_g5917",0.397711159852692
"268","Pver_gene_g5918",0.242053000482505
"269","Pver_gene_g5940",0.712799742390205
"270","Pver_gene_g5943",0.629792862450971
"271","Pver_gene_g5957",0.666854393618872
"272","Pver_gene_g5968",0.262307274620428
"273","Pver_gene_g5977",0.695198764398357
"274","Pver_gene_g6009",0.738483802401274
"275","Pver_gene_g6012",0.0646717453438147
"276","Pver_gene_g6032",0.382115148027333
"277","Pver_gene_g6044",0.00824971697371928
"278","Pver_gene_g6046",0.159580585780653
"279","Pver_gene_g6049",0.0586363277779862
"280","Pver_gene_g6062",0.227580678285548
"281","Pver_gene_g6068",0.66596191062578
"282","Pver_gene_g6106",0.344012121712589
"283","Pver_gene_g6109",0.585737889857039
"284","Pver_gene_g6130",0.93258321629225
"285","Pver_gene_g6167",0.37580936878092
"286","Pver_gene_g6175",0.555680087234454
"287","Pver_gene_g6179",1.04750685348282e-07
"288","Pver_gene_g6181",1.12004153432746e-05
"289","Pver_gene_g6198",0.371854315273602
"290","Pver_gene_novel_gene_239_5de57afd",0.12742240438489
"291","Pver_gene_g6227",0.0619151074139628
"292","Pver_gene_g6242",0.000368379219584891
"293","Pver_gene_g6245",0.332542485734373
"294","Pver_gene_g6248",0.328340491749663
"295","Pver_gene_g6252",0.484243329943014
"296","Pver_gene_g6254",0.189058387116044
"297","Pver_gene_g6348",0.663054755556644
"298","Pver_gene_g6355",0.000618815132325735
"299","Pver_gene_g6401",0.442247841548943
"300","Pver_gene_g6410",0.774453489106685
"301","Pver_gene_g6422",0.75518722086207
"302","Pver_gene_g6430",0.283204027322135
"303","Pver_gene_g6439",0.199722996903297
"304","Pver_gene_g6462",0.498563335785845
"305","Pver_gene_novel_gene_244_5de57afd",0.362941413769713
"306","Pver_gene_g6468",0.547827484711106
"307","Pver_gene_g6470",0.699033166676856
"308","Pver_gene_g6500",0.00261972292512322
"309","Pver_gene_g6538",0.523137024683129
"310","Pver_gene_g6545",0.0868688951307514
"311","Pver_gene_g6582",0.185710716577714
"312","Pver_gene_g6584",0.705183791729472
"313","Pver_gene_g6585",0.146478936680607
"314","Pver_gene_g6637",0.0135176404250532
"315","Pver_gene_g6639",0.181915840065131
"316","Pver_gene_g6644",0.286836607753229
"317","Pver_gene_g6738",0.165566350129077
"318","Pver_gene_g6761",0.000134807653404562
"319","Pver_gene_g6767",0.582051836869629
"320","Pver_gene_g6775",1.13693484618767e-25
"321","Pver_gene_g6814",0.222465546022143
"322","Pver_gene_g6834",0.0455663820873251
"323","Pver_gene_g6851",0.583465853398904
"324","Pver_gene_g6852",7.66859242383263e-11
"325","Pver_gene_g6856",0.701951089217427
"326","Pver_gene_g6857",0.465397602793565
"327","Pver_gene_g6859",0.0821931956701156
"328","Pver_gene_g6900",0.887433532630981
"329","Pver_gene_g6903",0.599632363764424
"330","Pver_gene_g6915",0.822352171712448
"331","Pver_gene_g6958",0.320923938171292
"332","Pver_gene_g7013",0.0034485702756761
"333","Pver_gene_g7064",0.377686667018073
"334","Pver_gene_g7110",0.00653151326565442
"335","Pver_gene_g7111",0.000158034261679342
"336","Pver_gene_g7116",0.161707636370904
"337","Pver_gene_g7123",0.959545132940469
"338","Pver_gene_g7138",0.000760934398242653
"339","Pver_gene_g7139",0.959582206529766
"340","Pver_gene_g7142",0.0683411168526179
"341","Pver_gene_g7147",0.00161186207983598
"342","Pver_gene_g7148",0.62843274147284
"343","Pver_gene_g7170",0.120569808320501
"344","Pver_gene_g7177",0.798653765215702
"345","Pver_gene_g7206",0.437588783364335
"346","Pver_gene_g7216",0.614953793053141
"347","Pver_gene_g7227",0.0876133094510216
"348","Pver_gene_g7266",0.568095398028274
"349","Pver_gene_g7299",0.103230186873578
"350","Pver_gene_g7304",0.75666243869754
"351","Pver_gene_g7314",0.987117372461026
"352","Pver_gene_g7315",0.91570148996725
"353","Pver_gene_g7316",0.0684718448765047
"354","Pver_gene_g7322",0.983723787332898
"355","Pver_gene_g7364",0.00970605620715839
"356","Pver_gene_g7365",0.847210998805056
"357","Pver_gene_g7366",0.49230449120438
"358","Pver_gene_g7393",0.0332956902744012
"359","Pver_gene_g7432",0.609413850885319
"360","Pver_gene_g7442",0.317077053634982
