"","gene","pval.treatment"
"361","Pver_gene_g7460",0.913865178913957
"362","Pver_gene_g7501",0.548253987595757
"363","Pver_gene_g7524",0.982233892549427
"364","Pver_gene_g7552",0.00762330219713391
"365","Pver_gene_g7558",0.0268049897401256
"366","Pver_gene_g7613",0.25194148150854
"367","Pver_gene_g7614",0.0572751866636848
"368","Pver_gene_g7626",0.556537108098389
"369","Pver_gene_g7672",0.873734852584207
"370","Pver_gene_g7703",0.162521483850481
"371","Pver_gene_g7751",0.036460789042235
"372","Pver_gene_g7774",5.34262461757295e-05
"373","Pver_gene_g7794",0.664148691618481
"374","Pver_gene_g7809",0.0559318200141851
"375","Pver_gene_g7810",0.341476266814364
"376","Pver_gene_g7822",0.0776587910617167
"377","Pver_gene_g7823",0.716735798756802
"378","Pver_gene_g7838",0.0307736179480994
"379","Pver_gene_g7880",0.536509685529304
"380","Pver_gene_g7918",0.980702547977437
"381","Pver_gene_g7926",0.487714597578655
"382","Pver_gene_g7939",4.86562659118042e-28
"383","Pver_gene_g7962",0.596582299396936
"384","Pver_gene_g7998",2.35679110838508e-24
"385","Pver_gene_g7999",0.0276988384258734
"386","Pver_gene_g8002",0.875368027685778
"387","Pver_gene_g8003",0.0314217517549548
"388","Pver_gene_g8004",0.000244071686577116
"389","Pver_gene_g8020",0.932186498084967
"390","Pver_gene_g8032",0.0147075825318532
"391","Pver_gene_g8038",0.287689007241214
"392","Pver_gene_g8082",0.991510727112117
"393","Pver_gene_g8123",0.25668836201396
"394","Pver_gene_g8130",0.310872310243944
"395","Pver_gene_g8166",0.507293325696007
"396","Pver_gene_g8171",0.322978367100785
"397","Pver_gene_g8191",0.049424962658599
"398","Pver_gene_g8202",0.343705146602119
"399","Pver_gene_g8263",0.0417307421748044
"400","Pver_gene_g8309",0.139209664933278
"401","Pver_gene_g8312",0.00532448861485187
"402","Pver_gene_g8331",0.00278925284607517
"403","Pver_gene_g8340",0.944046113025779
"404","Pver_gene_g8366",0.909741929120542
"405","Pver_gene_g8372",0.0654769467733587
"406","Pver_gene_g8399",0.254414587335928
"407","Pver_gene_g8400",0.221305303399736
"408","Pver_gene_g8418",7.6771674835011e-05
"409","Pver_gene_g8424",0.884835788415119
"410","Pver_gene_g8426",0.523783388253015
"411","Pver_gene_g8432",1.1429131749411e-05
"412","Pver_gene_g8436",1.43804246316422e-37
"413","Pver_gene_g8437",0.735633691089282
"414","Pver_gene_g8452",0.275479552211385
"415","Pver_gene_g8453",0.577147850396574
"416","Pver_gene_g8454",0.0408464764090168
"417","Pver_gene_g8474",0.241110354824699
"418","Pver_gene_g8521",0.215758712814207
"419","Pver_gene_g8528",0.780277489791488
"420","Pver_gene_g8532",0.310311874926784
"421","Pver_gene_g8542",0.953333220106166
"422","Pver_gene_g8546",9.50714429328693e-08
"423","Pver_gene_g8547",5.54239132041801e-34
"424","Pver_gene_g8550",0.89978568147234
"425","Pver_gene_g8564",0.359397374556108
"426","Pver_gene_g8577",0.754199327405209
"427","Pver_gene_g8595",0.0513794474457287
"428","Pver_gene_g8603",0.455867664824574
"429","Pver_gene_g8608",2.52467032762001e-06
"430","Pver_gene_g8614",0.0816923941494492
"431","Pver_gene_g8617",0.0135145261372645
"432","Pver_gene_g8618",0.00453028762771485
"433","Pver_gene_g8623",0.70588132349657
"434","Pver_gene_g8624",0.71311983510008
"435","Pver_gene_g8629",0.353664526196468
"436","Pver_gene_g8675",0.573625348408197
"437","Pver_gene_g8682",0.369042930469696
"438","Pver_gene_g8702",0.893359846464304
"439","Pver_gene_g8706",0.384781277940362
"440","Pver_gene_g8737",0.545157721832531
"441","Pver_gene_g8738",0.753206497825497
"442","Pver_gene_g8744",0.055475953886362
"443","Pver_gene_g8752",0.406870339924224
"444","Pver_gene_g8757",0.974055251976527
"445","Pver_gene_g8770",0.298038888749249
"446","Pver_gene_g8796",0.715026956316601
"447","Pver_gene_g8820",0.769714240230201
"448","Pver_gene_g8865",6.71635020082306e-06
"449","Pver_gene_g8867",4.91871039631891e-07
"450","Pver_gene_g8890",0.546842264833153
"451","Pver_gene_g8895",0.00235871858020321
"452","Pver_gene_g8916",0.00206307022103015
"453","Pver_gene_g8938",0.458170332113125
"454","Pver_gene_g8939",0.150049576285454
"455","Pver_gene_g8973",0.695894479683983
"456","Pver_gene_g9009",2.0805974978887e-05
"457","Pver_gene_g9015",4.8709059083908e-14
"458","Pver_gene_g9018",0.0182422137965962
"459","Pver_gene_g9041",0.227000824222424
"460","Pver_gene_g9045",0.0843588546529301
"461","Pver_gene_g9065",0.348529088127783
"462","Pver_gene_g9076",0.0703539375296995
"463","Pver_gene_g9121",0.912775744487697
"464","Pver_gene_g9122",0.494007971892334
"465","Pver_gene_g9125",0.21619767533474
"466","Pver_gene_g9142",0.274318289471639
"467","Pver_gene_g9184",0.0594015524592034
"468","Pver_gene_g9185",0.117412364755267
"469","Pver_gene_g9188",0.00321300667487048
"470","Pver_gene_g9195",0.368057363947816
"471","Pver_gene_g9197",0.245739172835832
"472","Pver_gene_g9198",0.111178840691431
"473","Pver_gene_g9209",0.000255132791457387
"474","Pver_gene_g9229",0.695501827162348
"475","Pver_gene_g9264",0.928196653453762
"476","Pver_gene_g9307",6.27712577598307e-16
"477","Pver_gene_g9313",0.505718843749333
"478","Pver_gene_g9314",0.557416762937496
"479","Pver_gene_g9317",1.71430776657386e-06
"480","Pver_gene_g9372",0.787400656188768
"481","Pver_gene_g9392",9.02773933322636e-05
"482","Pver_gene_g9399",3.07436995461216e-07
"483","Pver_gene_g9400",9.21479133809172e-07
"484","Pver_gene_g9401",0.5514166042295
"485","Pver_gene_g9402",0.312324625552751
"486","Pver_gene_g9403",0.64435099839971
"487","Pver_gene_g9404",0.0294091118073916
"488","Pver_gene_g9405",0.07130184585171
"489","Pver_gene_g9408",0.867835056724701
"490","Pver_gene_g9456",0.314277602206498
"491","Pver_gene_g9459",0.746197199667391
"492","Pver_gene_g9460",0.789688551511824
"493","Pver_gene_g9495",0.00069356913488905
"494","Pver_gene_g9514",0.114637812047229
"495","Pver_gene_g9521",0.00897124942252774
"496","Pver_gene_g9532",0.234525118292248
"497","Pver_gene_g9540",0.250269849881692
"498","Pver_gene_g9562",0.909308038098617
"499","Pver_gene_g9563",0.924140103146994
"500","Pver_gene_g9618",0.992008248609866
"501","Pver_gene_g9629",0.495844702727118
"502","Pver_gene_g9632",6.74410721548201e-05
"503","Pver_gene_g9645",0.202862900622108
"504","Pver_gene_g9675",0.85488066444257
"505","Pver_gene_g9676",0.503028224097434
"506","Pver_gene_g9689",0.0319082305455419
"507","Pver_gene_g9693",0.810315428902098
"508","Pver_gene_g9694",0.341225648028681
"509","Pver_gene_g9711",0.399478621856335
"510","Pver_gene_g9732",0.221859861533212
"511","Pver_gene_g9791",0.625571347568755
"512","Pver_gene_g9848",0.171518698464701
"513","Pver_gene_g9852",0.57456717986407
"514","Pver_gene_g9896",0.396314457760646
"515","Pver_gene_g9898",0.0747553491091145
"516","Pver_gene_g9905",0.558451534053878
"517","Pver_gene_g9910",0.520304070985113
"518","Pver_gene_g9916",1.6101812988294e-23
"519","Pver_gene_g9940",0.178877664896796
"520","Pver_gene_g9998",5.39057008754079e-06
"521","Pver_gene_g10011",0.0107284267635684
"522","Pver_gene_g10036",0.0348352443285166
"523","Pver_gene_g10041",0.0118873751342997
"524","Pver_gene_g10043",0.803497902225194
"525","Pver_gene_g10049",0.795616872553131
"526","Pver_gene_g10056",0.364309636203173
"527","Pver_gene_g10072",0.422996169349248
"528","Pver_gene_g10093",0.556079277130257
"529","Pver_gene_g10102",0.767583529587794
"530","Pver_gene_g10107",0.137033770188699
"531","Pver_gene_g10142",0.365525986597995
"532","Pver_gene_g10165",0.265003451423279
"533","Pver_gene_g10189",0.291914253792865
"534","Pver_gene_g10204",1.62762523686746e-07
"535","Pver_gene_g10305",0.00854152721999363
"536","Pver_gene_g10306",0.739155585733028
"537","Pver_gene_g10311",0.0159597559934316
"538","Pver_gene_g10348",0.481897371631586
"539","Pver_gene_g10373",0.196233710812822
"540","Pver_gene_g10385",0.526398911714513
"541","Pver_gene_g10455",0.663199427964194
"542","Pver_gene_g10467",0.94110671671473
"543","Pver_gene_g10477",0.0407909852345195
"544","Pver_gene_g10549",0.725412003212385
"545","Pver_gene_g10598",1.78970839139889e-08
"546","Pver_gene_g10641",0.512717295258938
"547","Pver_gene_g10650",8.37151415285519e-05
"548","Pver_gene_g10653",0.219395606982784
"549","Pver_gene_g10663",0.00288000341291019
"550","Pver_gene_g10675",0.429217233320281
"551","Pver_gene_g10676",0.00678316282172945
"552","Pver_gene_g10678",0.335563546187225
"553","Pver_gene_g10681",0.0196471981104446
"554","Pver_gene_g10716",0.532418637570095
"555","Pver_gene_g10717",0.540633570846471
"556","Pver_gene_g10718",0.195161436423498
"557","Pver_gene_g10719",0.00106692059244552
"558","Pver_gene_g10766",0.569581237007715
"559","Pver_gene_g10861",0.920623080282691
"560","Pver_gene_g10917",0.406720670534169
"561","Pver_gene_g10918",0.745644063127193
"562","Pver_gene_g10920",1.40428872624015e-60
"563","Pver_gene_g10939",0.222494369136287
"564","Pver_gene_g10943",0.976678567523749
"565","Pver_gene_g10975",0.746057655653546
"566","Pver_gene_g11013",0.623643831783838
"567","Pver_gene_g11015",0.0323303513901277
"568","Pver_gene_g11028",0.152265742771106
"569","Pver_gene_g11029",0.503092811111044
"570","Pver_gene_g11030",0.354649117657945
"571","Pver_gene_g11050",0.96738208228587
"572","Pver_gene_g11061",0.397880547705746
"573","Pver_gene_g11067",0.0407831301781438
"574","Pver_gene_g11072",0.604370644306318
"575","Pver_gene_g11079",0.574603516223221
"576","Pver_gene_g11103",0.0233839233727825
"577","Pver_gene_g11111",0.950886803636988
"578","Pver_gene_g11157",0.0457987068705907
"579","Pver_gene_g11172",0.965217042515834
"580","Pver_gene_g11182",0.114556754188847
"581","Pver_gene_g11184",0.870952030185245
"582","Pver_gene_g11200",0.048517874362599
"583","Pver_gene_g11217",0.287471838930658
"584","Pver_gene_g11248",0.0456100570823013
"585","Pver_gene_g11277",0.42182728824171
"586","Pver_gene_g11306",6.81739374584756e-12
"587","Pver_gene_g11328",0.101178718577278
"588","Pver_gene_g11330",0.38332539692716
"589","Pver_gene_g11331",0.0329610642091166
"590","Pver_gene_g11345",0.356249138941958
"591","Pver_gene_g11353",0.435910412023906
"592","Pver_gene_g11359",0.97703121942025
"593","Pver_gene_g11360",6.04675158350908e-19
"594","Pver_gene_g11363",0.113802718146378
"595","Pver_gene_g11394",0.331392123714521
"596","Pver_gene_g11406",0.63565577678179
"597","Pver_gene_g11418",1.70136110251697e-06
"598","Pver_gene_g11419",0.00316787425238676
"599","Pver_gene_g11428",0.154686986034113
"600","Pver_gene_g11435",0.0337514404860571
"601","Pver_gene_g11446",0.208605392891132
"602","Pver_gene_g11481",0.0640134900724215
"603","Pver_gene_g11485",0.142036063491363
"604","Pver_gene_g11490",0.788900991647367
"605","Pver_gene_g11505",0.0957437350920077
"606","Pver_gene_g11518",0.921112358885879
"607","Pver_gene_g11539",0.000989542891669101
"608","Pver_gene_g11540",0.199528285033242
"609","Pver_gene_g11556",1.62823531544257e-08
"610","Pver_gene_g11557",0.0861626556899773
"611","Pver_gene_g11570",0.146734904078767
"612","Pver_gene_g11580",0.00154070476025285
"613","Pver_gene_g11607",0.136079010586425
"614","Pver_gene_g11609",0.000373683993902816
"615","Pver_gene_g11681",0.855503637130698
"616","Pver_gene_g11693",0.701487224177523
"617","Pver_gene_g11694",0.111653991558711
"618","Pver_gene_g11715",0.000736447004908188
"619","Pver_gene_g11732",0.656142871581927
"620","Pver_gene_g11740",0.733144882202896
