"","gene_id","pval.treatment"
"1","Pver_gene_g289",0.858628777251925
"2","Pver_gene_g288",0.285249175659143
"3","Pver_gene_g285",0.338546272804877
"4","Pver_gene_g284",0.192305315627328
"5","Pver_gene_g287",0.89784262184254
"6","Pver_gene_g286",0.621315208303374
"7","Pver_gene_g281",0.857120714339758
"8","Pver_gene_g280",0.27437189558696
"9","Pver_gene_g283",0.701730009504711
"10","Pver_gene_g289",0.858628777251925
"11","Pver_gene_g288",0.285249175659143
"12","Pver_gene_g285",0.338546272804877
"13","Pver_gene_g284",0.192305315627328
"14","Pver_gene_g287",0.89784262184254
"15","Pver_gene_g286",0.621315208303374
"16","Pver_gene_g281",0.857120714339758
"17","Pver_gene_g280",0.27437189558696
"18","Pver_gene_g283",0.701730009504711
"19","Pver_gene_g289",0.858628777251925
"20","Pver_gene_g288",0.285249175659143
"21","Pver_gene_g285",0.338546272804877
"22","Pver_gene_g284",0.192305315627328
"23","Pver_gene_g287",0.89784262184254
"24","Pver_gene_g286",0.621315208303374
"25","Pver_gene_g281",0.857120714339758
"26","Pver_gene_g280",0.27437189558696
"27","Pver_gene_g283",0.701730009504711
"28","Pver_gene_g282",0.554743292276465
"29","Pver_gene_g11072",0.89214910929553
"30","Pver_gene_g21180",0.960583827983919
"31","Pver_gene_g137",0.514114549237838
"32","Pver_gene_g136",0.681234156613905
"33","Pver_gene_g135",0.91982064513654
"34","Pver_gene_g134",0.589852874704037
"35","Pver_gene_g133",0.97932537602868
"36","Pver_gene_g132",0.490872853898704
"37","Pver_gene_g131",0.191673305246671
"38","Pver_gene_g130",0.0183932175781233
"39","Pver_gene_g11076",0.774762666628424
"40","Pver_gene_g139",0.72291798699182
"41","Pver_gene_g138",0.622429892016773
"42","Pver_gene_novel_gene_418_5de57afd",0.295773520632485
"43","Pver_gene_novel_gene_39_5de57afd",0.228646777376339
"44","Pver_gene_novel_gene_203_5de57afd",0.022009336426402
"45","Pver_gene_g3376",0.549409890160954
"46","Pver_gene_g3375",0.184226778837413
"47","Pver_gene_g3374",0.0453489626369486
"48","Pver_gene_g3373",0.517568764230447
"49","Pver_gene_g3372",0.0217726511125948
"50","Pver_gene_g3371",0.133349712980584
"51","Pver_gene_g3370",0.159887556893217
"52","Pver_gene_g3379",0.577435724245519
"53","Pver_gene_g3378",0.682956252649761
"54","Pver_gene_g7874",0.0121540215776981
"55","Pver_gene_g7875",0.043140609087922
"56","Pver_gene_g7876",0.0815307793620924
"57","Pver_gene_g7877",0.0125975587533569
"58","Pver_gene_g7870",0.105170131531927
"59","Pver_gene_g7871",0.0556906436408672
"60","Pver_gene_g7872",0.0121308922648952
"61","Pver_gene_g7873",0.0308454927762327
"62","Pver_gene_g7878",0.00409674884300534
"63","Pver_gene_g7879",0.199444636520002
"64","Pver_gene_g6473",0.0355881905311728
"65","Pver_gene_g6472",0.159996236671527
"66","Pver_gene_g6471",0.356777374309968
"67","Pver_gene_g6470",0.321876683960808
"68","Pver_gene_g6477",0.588349889856533
"69","Pver_gene_g6476",0.840134275313234
"70","Pver_gene_g6475",0.897153533047718
"71","Pver_gene_g6474",0.784664744488505
"72","Pver_gene_g6479",0.942987879218284
"73","Pver_gene_g8493",0.341997409304273
"74","Pver_gene_g8491",0.914854992442722
"75","Pver_gene_g8495",0.179291597502109
"76","Pver_gene_g8499",0.0471409346565289
"77","Pver_gene_g24667",0.346706835863884
"78","Pver_gene_g24662",0.4893233488293
"79","Pver_gene_g22625",0.492305191933206
"80","Pver_gene_g22627",0.178074880649544
"81","Pver_gene_g8728",0.422810510848069
"82","Pver_gene_g8725",0.166502077207682
"83","Pver_gene_g8724",0.565676861532938
"84","Pver_gene_g8727",0.797304626013311
"85","Pver_gene_g8726",0.662992131391394
"86","Pver_gene_g8720",0.83191859169566
"87","Pver_gene_g8723",0.226373349042583
"88","Pver_gene_g1849",0.296390425826195
"89","Pver_gene_g1848",0.661600060107893
"90","Pver_gene_g1843",0.238721962862319
"91","Pver_gene_g1842",8.50176138409847e-05
"92","Pver_gene_g1841",0.00850274455174189
"93","Pver_gene_g1844",0.94558591611602
"94","Pver_gene_g1269",0.375076502809938
"95","Pver_gene_g1268",0.193301517314071
"96","Pver_gene_g1267",0.795263471724327
"97","Pver_gene_g1266",0.7690455059504
"98","Pver_gene_g1265",0.0125147858857003
"99","Pver_gene_g1264",0.432370549222515
"100","Pver_gene_g1263",0.383766556786451
"101","Pver_gene_g1261",0.264330158647862
"102","Pver_gene_g1260",0.232016042055375
"103","Pver_gene_g9455",0.921893565924979
"104","Pver_gene_g9456",0.774124315474071
"105","Pver_gene_g9450",0.969160501428114
"106","Pver_gene_g9452",0.678587927081143
"107","Pver_gene_g4614",0.895269516589754
"108","Pver_gene_g4617",0.489691294899332
"109","Pver_gene_g17274",0.797990306356721
"110","Pver_gene_g4721",0.238421856786237
"111","Pver_gene_g4723",0.934003238489237
"112","Pver_gene_g4722",0.989815999068707
"113","Pver_gene_g4725",0.749908922935513
"114","Pver_gene_g4724",0.705413881811187
"115","Pver_gene_g4727",0.918403040142935
"116","Pver_gene_g4726",0.986675608571273
"117","Pver_gene_g4729",0.124442742630357
"118","Pver_gene_g4728",0.216344202292966
"119","Pver_gene_g2769",0.388671592370124
"120","Pver_gene_g2768",0.418000737700523
"121","Pver_gene_g2762",0.123045841721589
"122","Pver_gene_g2760",0.0139166236153496
"123","Pver_gene_g2767",0.875927772722614
"124","Pver_gene_g2766",0.56571170953705
"125","Pver_gene_g2765",0.495124351911205
"126","Pver_gene_g10302",0.786438747426326
"127","Pver_gene_g18985",0.54769079865589
"128","Pver_gene_g18986",0.405373384488224
"129","Pver_gene_g20573",0.37067812894702
"130","Pver_gene_g20571",0.665225875187601
"131","Pver_gene_g20570",0.818759312167987
"132","Pver_gene_g20578",0.465731397493511
"133","Pver_gene_g2184",0.670530993217736
"134","Pver_gene_g2183",0.0790223198617694
"135","Pver_gene_g2182",0.839403296878625
"136","Pver_gene_g2181",0.842515088505398
"137","Pver_gene_g2180",0.982925801312094
"138","Pver_gene_g21624",0.190300810746749
"139","Pver_gene_g86",0.184430131646891
"140","Pver_gene_g87",0.860278786090459
"141","Pver_gene_g84",0.114686059677841
"142","Pver_gene_g85",0.811774521292275
"143","Pver_gene_g83",0.00323151823839421
"144","Pver_gene_g80",0.51156677125808
"145","Pver_gene_g17185",0.412589520207995
"146","Pver_gene_g17186",0.424395724000933
"147","Pver_gene_g17182",0.543120489078739
"148","Pver_gene_g12351",0.472636882930101
"149","Pver_gene_g12535",0.909521672309169
"150","Pver_gene_novel_gene_480_5de57afd",0.0564169308809183
"151","Pver_gene_g12533",0.0680712495998497
"152","Pver_gene_g12531",0.00239351077589539
"153","Pver_gene_g17456",0.164522707931362
"154","Pver_gene_g17454",0.597434581638632
"155","Pver_gene_g20399",0.569760492010119
"156","Pver_gene_g17459",0.235715206679752
"157","Pver_gene_g10868",0.0129548635942834
"158","Pver_gene_g10869",0.52579968864592
"159","Pver_gene_g10862",0.0608554835634091
"160","Pver_gene_g10863",0.956014388887996
"161","Pver_gene_g10861",0.618986579173892
"162","Pver_gene_g10866",0.520394519422559
"163","Pver_gene_g10867",0.740780755465848
"164","Pver_gene_g10864",0.0142389245397954
"165","Pver_gene_g10865",0.624155762683336
"166","Pver_gene_g14198",0.12096138343462
"167","Pver_gene_g14199",0.934055555806866
"168","Pver_gene_g14193",0.464025487968232
"169","Pver_gene_g14190",0.743318229935777
"170","Pver_gene_g14191",0.573956051386361
"171","Pver_gene_g14196",0.545565325047143
"172","Pver_gene_g14197",0.792096853546837
"173","Pver_gene_g14194",0.198407589045172
"174","Pver_gene_g14195",0.0148700238111375
"175","Pver_gene_g8115",0.356731464813932
"176","Pver_gene_g11115",0.0273039193733481
"177","Pver_gene_g11114",0.229239868171344
"178","Pver_gene_g11117",0.903317341442741
"179","Pver_gene_g11116",0.97233077646922
"180","Pver_gene_g16329",0.40065582535652
"181","Pver_gene_g11119",0.734500771724997
"182","Pver_gene_g11118",0.985421295242137
"183","Pver_gene_g18479",0.844769796711422
"184","Pver_gene_g18471",0.685997455525723
"185","Pver_gene_g18470",0.542231958233193
"186","Pver_gene_g18473",0.736501910943334
"187","Pver_gene_g18472",0.45244504026388
"188","Pver_gene_g18475",0.537233400919176
"189","Pver_gene_g18474",0.418871459393753
"190","Pver_gene_g10246",0.319237272343593
"191","Pver_gene_g10247",0.34972302277597
"192","Pver_gene_g10244",0.916133703183778
"193","Pver_gene_g10245",0.301011434081467
