"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pver_g9456",94.3994001858099,0.173216524516834,0.170942116012989,1.01330513835264,0.31091443394889,0.672848429676981
"Pver_g9450",3924.7369569712,-0.00968130437254995,0.125313619240895,-0.0772566017261,0.938419414481145,0.981423732747003
"Pver_g9452",972.365916912849,0.0730728827573921,0.124097425316027,0.588834801135515,0.555972097988312,0.833059415723505
"Pver_g4614",1819.89979666565,0.0439624018438153,0.0751420936457176,0.585056919642015,0.558509444709487,0.834126348656651
"Pver_g21945",231.694372366174,-0.400957844327278,0.282634067574891,-1.41864654805293,0.156002087927413,0.515624464842236
"Pver_g4617",56.8963253082286,0.148269380377438,0.292712854649541,0.506535254678029,0.61248094707428,0.858706057261601
"Pver_g17274",346.142411632808,0.178285018343474,0.224040822419107,0.795770236952448,0.42616559404468,0.758645898904381
"Pver_g4721",60.9598152050136,0.251653338055612,0.367250919247428,0.685235420434893,0.493195375888704,0.800536586130799
"Pver_g4720",15.8444637913862,-0.492723983117345,0.745631062491113,-0.660814721789059,0.508731140477775,NA
"Pver_g4723",4714.51370237162,0.0172057555064742,0.0988578809474314,0.174045360284665,0.861829813853017,0.954767828229514
"Pver_g4722",883.314991897917,0.0230219685817122,0.190047708035768,0.121137838596713,0.903581858981256,0.970046190912552
"Pver_g4725",94.2139478047878,0.340847169933454,0.347480972031341,0.980908876652711,0.326637679691592,0.683389518576004
"Pver_g4724",83.029083681425,0.0720179536276572,0.32829199713422,0.219371639443934,0.826360560423014,0.941903708754232
"Pver_g4727",274.692178878503,0.0681655421648792,0.306448534632796,0.222437161419483,0.823973585707551,0.941142163195436
"Pver_g4726",608.875237830573,0.0592606731866446,0.237948701356837,0.249048105111425,0.803323570928202,0.935115322197897
"Pver_g4729",308.480113505169,0.464324708041547,0.22827767001269,2.03403472628635,0.0419480942996529,0.29902475640101
"Pver_g4728",11411.9542072819,-0.14444657094877,0.082942036993306,-1.74153633290232,0.0815896103329783,0.400251048585946
"Pver_g2769",675.693894200276,-0.184160810064343,0.11584191782128,-1.58975967877591,0.111888985815056,0.455063962351953
"Pver_g2768",450.63001645038,-0.189343452233165,0.13345890636924,-1.41873972583973,0.155974910876697,0.515624464842236
"Pver_g2762",676.070870107653,0.386889453197819,0.181741486067869,2.12878997288126,0.0332716408933343,0.273292942441093
"Pver_g2760",85.3713569368444,0.840847684663974,0.313739287711131,2.68008412589426,0.00736036597265703,0.144292944072447
"Pver_g2767",2424.3337592783,0.0565622658205318,0.0867288336686848,0.652173716951006,0.514289113201841,0.812933206747819
"Pver_g2766",6082.50877028191,0.074102699232665,0.065265281202347,1.13540764503747,0.256204557947478,0.625319408775146
"Pver_g2765",212.000129972658,-0.161386860785429,0.210269767067441,-0.767522897068061,0.442770684882271,0.770110591945039
"Pver_g10302",1496.38341037913,-0.0228584767425918,0.150343784322324,-0.152041381994118,0.879154296929893,0.960386939849449
"Pver_g18985",57.4783065846097,-0.474838117391282,0.470855337175261,-1.00845860692567,0.313234349693292,0.673592770426723
"Pver_g18987",42.8294513029497,-0.119769507959173,0.694840074059377,-0.172369891188714,0.863146741227319,0.955367210081323
"Pver_g18986",333.073004274234,-0.254579197873944,0.442979926333994,-0.574696916812429,0.565496293018435,0.83750013337119
"Pver_g20573",82.9524134082701,-0.441186962136281,0.44106276207698,-1.00028159271192,0.317174252664804,0.677383474287446
"Pver_g20571",65.330074537777,0.0204841268894567,0.344154722097828,0.0595201099220541,0.952537848469313,0.985915754891613
"Pver_g20570",381.729738632307,-0.149665487248506,0.302419635473822,-0.494893418590414,0.620675356643428,0.861842537891803
"Pver_g20578",40.1789484487526,-0.209025054605723,0.319066008822414,-0.655115395642356,0.512393460449216,0.812000095048044
"Pver_g2184",1383.73269074248,0.16899944998401,0.23092813128763,0.73182703658358,0.46427414472188,0.78307231036536
"Pver_g2183",556.65413982464,-0.232921447385655,0.117881630305662,-1.97589265419641,0.0481669363546815,0.316825778501402
"Pver_g2182",1024.07056883404,0.0235204171425512,0.114374448638146,0.205643982747968,0.837069018459549,0.946810590719317
"Pver_g2181",1829.63212363854,-0.00310989508829836,0.0849342649161537,-0.0366153176385105,0.970791730010922,0.991816257891112
"Pver_g2180",39.7139971067023,0.0463190864158026,0.323678159863126,0.143102291595422,0.886209395139556,0.963685685212678
"Pver_g21629",33.1396570621927,0.20259304599926,0.677782306864488,0.298905775419962,0.765011940308724,0.921033114585229
"Pver_g21624",29.4391589000158,0.442133145921696,0.255354785067854,1.73144648847764,0.0833721611863706,0.402272242511707
"Pver_g21627",27.7355781734041,0.307100767889329,0.563115383009538,0.545360288770742,0.585505746892332,NA
"Pver_g86",27027.3195635951,-0.292001383512252,0.191848893438738,-1.52203840365384,0.127999458327864,0.476548280610979
"Pver_g87",403.125686703819,-0.0320221424214508,0.207615653321334,-0.154237611226207,0.877422387523875,0.959570375652565
"Pver_g84",4214.07396550585,0.403315127868348,0.176597405361026,2.28381117516327,0.0223826306225352,0.228543948634139
"Pver_g85",234.82521632806,0.0313752265268719,0.132231945706963,0.237274180298322,0.812444091356083,0.938369976064964
"Pver_g83",328.925017002659,0.460101949460363,0.151775222998663,3.03146943466797,0.00243366558591875,0.0915995800025557
"Pver_g80",8450.44740359402,0.0848163058970021,0.0831777181168737,1.01969984050087,0.307870837353315,0.671888331974713
"Pver_g17185",79.6015954760144,0.027609864868537,0.226974650518303,0.121642944731886,0.903181801036246,0.970003310590303
"Pver_g17186",3695.80776122934,-0.689200430519144,0.633795660438506,-1.08741740207294,0.276852383891302,0.644022467599105
"Pver_g17182",70.1295087129025,-0.440637576698148,0.355317699540546,-1.24012278945836,0.214929980909543,0.581804697758819
"Pver_g12351",26.6985725669129,0.148766402988227,0.331440033088628,0.448848624597035,0.653540859254998,NA
"Pver_g12537",36.6399889514506,0.518519350928385,0.815116592385854,0.63612905904746,0.524692306632752,0.816981204399507
"Pver_g12535",2990.33284593918,-0.135692821325441,0.42166639304669,-0.321801366110806,0.747603179301975,0.914444774682825
"Pver_novel_480_5de57afd",237.311308949748,-0.351471214141581,0.1261489530887,-2.78616037260689,0.00533364767745756,0.12368262235706
"Pver_g17720",165.438799885307,2.18760836584625,0.897823789608787,2.43656761066608,0.0148273972988693,0.192488075643457
"Pver_novel_642_5de57afd",55.5604274642111,1.54263631028819,1.35559081948556,1.13798078897702,0.255128504287372,0.624315639282264
"Pver_g12533",2298.55294462218,-0.327573616367942,0.10954681105953,-2.99026154389773,0.00278738667730796,0.0977732700207423
"Pver_g12531",378.899161179964,1.06541629241552,0.353909883418485,3.01041689518375,0.00260889330396325,0.0946943307654332
"Pver_g20393",48.0909584248715,0.41376931273147,0.640589700534114,0.645919396434996,0.518331557345925,0.814128904814784
"Pver_g17456",245.677524960634,-0.454233412274087,0.247356957864039,-1.83634782783737,0.0663062303905482,0.36628099812408
"Pver_g17454",137.139176122861,-0.096671234564854,0.211821942513329,-0.45637969993959,0.648116960861394,0.874461363498157
"Pver_g20399",27.6503675590016,0.264624867698804,0.300827414078995,0.879656757709308,0.379045281575375,NA
"Pver_g17459",192.929777761864,0.671853596591141,0.463361261762354,1.44995633436383,0.147070696253556,0.50272123100785
"Pver_g10868",512.432331098833,0.625787659077969,0.263807984220873,2.372133129049,0.0176857170302438,0.208558396756525
"Pver_g10869",209.611431964123,-0.0929549514420096,0.1340880960855,-0.693237909670504,0.488160261200443,0.797146234787427
"Pver_g10862",78.5842001376136,-0.610040127031272,0.189225103730734,-3.22388581115196,0.00126463816659235,0.0679442636478744
"Pver_g10863",59.0767101404378,0.0312188412598715,0.318449204906037,0.0980339745834289,0.921905315477688,0.975998570019319
"Pver_g10861",2869.29329754427,0.094514706289578,0.107911103238111,0.875857103240126,0.381107722153507,0.726712865900069
"Pver_g10866",275.160593471955,0.195553254572276,0.204354876488665,0.956929719184475,0.338602729595631,0.694647165157927
"Pver_g10867",41.0738497585758,0.22852596619514,0.254076556480836,0.899437434765363,0.368419707102108,0.717543984578211
"Pver_g10864",548.255923229167,0.717855727448384,0.240461653785505,2.9853230905944,0.00283278942847755,0.0984981196284562
"Pver_g10865",815.125135274967,0.198640814105695,0.194197041418198,1.02288280323451,0.306363261261633,0.670583850044376
"Pver_g14198",2000.0350417982,0.356181910871283,0.184891048098481,1.92644216436896,0.0540491868942895,0.332684666970159
"Pver_g14199",198.502459444516,0.135674481392133,0.282568904350793,0.4801465387844,0.631123198088241,0.867059622819046
"Pver_g14193",1817.29747548523,-0.0294792158014639,0.109026258333838,-0.270386384454273,0.786863013771252,0.929339168711719
"Pver_g14190",1960.62005765486,0.0588918615303537,0.0634224941102987,0.928564263460442,0.353114949262302,0.707350545998744
"Pver_g14191",436.349243959013,-0.0830510936739953,0.115259091430091,-0.720560023886436,0.471180256964794,0.787150048868828
"Pver_g14196",858.764537025687,-0.0398491231505874,0.190299108623408,-0.209402573868314,0.834133983648988,0.944764786237066
"Pver_g14197",65.5611058051311,-0.116512137888077,0.237741187239331,-0.490079734357453,0.624077477932985,0.863209733729314
"Pver_g14194",645.928581339472,-0.272997282891132,0.182299066202807,-1.49752430759806,0.134256885541416,0.485663104955275
"Pver_g14195",134.363522254587,-0.803279551427949,0.38512774193448,-2.08574834779004,0.037001424443676,0.28332345837348
"Pver_g8115",1093.89938536463,-0.0898437838619498,0.0457433913540305,-1.96408226855339,0.049520552144638,0.319878777659551
"Pver_g11115",912.735668059987,0.48684783913439,0.177573283448451,2.74167278815746,0.00611272011235672,0.133127863636267
"Pver_g11114",221.114799850121,-0.321066798695099,0.180189212703217,-1.78183140865328,0.0747767286697268,0.38478707000277
"Pver_g11117",150.230841008164,0.0122817802450564,0.178284135422417,0.0688888005427777,0.945078133213296,0.984557220854336
"Pver_g11116",353.843089339726,0.0430405502976193,0.215412400457558,0.199805351067054,0.841632816170289,0.948424569133585
"Pver_g16329",76.5840126616912,0.225778952659722,0.244958042622609,0.921704591702527,0.356682684838352,0.710110236883415
"Pver_g11119",359.097253242566,-0.0329138393160807,0.170024146651658,-0.193583323100064,0.846502157410022,0.949993060212611
"Pver_g11118",1639.03732559737,0.0252128905450499,0.0798333651545201,0.315818962363036,0.75213992432213,0.915409302850358
"Pver_g18479",221.165866456157,-0.0442818318077597,0.126192328432348,-0.350907478749782,0.725657760604961,0.907551762356595
"Pver_g18471",179.88884180318,0.0609739151537467,0.188899366608712,0.322785175241209,0.74685794099667,0.91419138115526
"Pver_g18470",38.9465451079259,-0.122888217817728,0.304933515805433,-0.403000035903362,0.686948198078893,0.890930380728199
"Pver_g18473",122.240149084032,-0.126777419018537,0.216986831328908,-0.584263193494762,0.559043251222572,0.83414577525144
"Pver_g18472",141.311766528214,-0.188457032831809,0.214653125192001,-0.877960815446963,0.379964983801805,0.726091341755767
"Pver_g18475",25.8672610339707,-0.151113632277897,0.424403613981731,-0.35606113449449,0.721794782492833,NA
"Pver_g18474",521.167542182592,0.251551030852163,0.251576089003718,0.999900395337039,0.317358713088452,0.677467404909687
"Pver_g18476",87.4623257560243,-0.116795388056955,1.43574925032739,-0.0813480404258073,0.935165169820258,0.980216922526927
"Pver_g10246",342.143745914212,-0.215467847988556,0.139915605019809,-1.53998439243464,0.123564157892594,0.469635438353898
"Pver_g10247",756.171645961123,-0.140962800077038,0.0808218485909468,-1.74411749464522,0.0811386040584988,0.399486427222502
"Pver_g10244",1603.70518633148,0.000747779256323302,0.0906721509821772,0.00824706647215514,0.99341986758034,0.998632827432924
"Pver_g10245",727.409343535616,-0.183650338458894,0.117818991499006,-1.55874987658881,0.11905559176667,0.46341593564299
"Pver_g10243",5542.37564283942,-0.0244069951294062,0.0471206844707115,-0.517967754576584,0.604480767436584,0.855559724292812
"Pver_g10240",601.159591476848,0.0420521854015858,0.117621957361744,0.357519857217262,0.720702663273676,0.905398541439544
"Pver_g5912",1149.98232030065,-0.183248860581573,0.197521230442798,-0.927742603520493,0.353541103293505,0.707453969576376
"Pver_g10248",509.790746296499,-0.178007729503721,0.186370440211124,-0.955128556342252,0.339512689500867,0.695568798024823
"Pver_g10249",54.6279405690014,1.53148106233147,1.17632055226449,1.30192493821796,0.192942046468444,0.560744903487766
"Pver_g19612",513.073200114265,-0.131371109099626,0.128261067822553,-1.02424774196778,0.305718274017551,0.670400737138938
"Pver_g19610",89.4103570651992,-0.196967248075326,0.892493879719513,-0.220693107875683,0.825331398275735,0.941593017356929
"Pver_g19611",382.460146121112,0.0609944969508809,0.186959728307472,0.326244039307598,0.744239723957147,0.914029788872399
"Pver_g14260",2090.36915681967,-0.0858856648301413,0.0679870957036367,-1.26326421126336,0.2064942433997,0.574422020469626
"Pver_g15744",219.106698857111,0.134990444746473,0.201390268400983,0.670292789310436,0.502671162845151,0.805758652584001
"Pver_g15745",2861.43860310769,0.401869254675855,0.200016764952872,2.00917785451907,0.0445182753928755,0.306490260080749
"Pver_g15746",735.665135770793,0.112572503076347,0.0777688447302621,1.44752700733565,0.147749377965735,0.503886991174793
"Pver_g15747",4120.77852931703,-0.0114585506881687,0.0569812571792272,-0.201093328848946,0.840625598256304,0.948009778023374
"Pver_g15740",76.6106442289596,1.12891728213014,1.06125127969383,1.0637605850104,0.287437170929577,0.652658628954364
"Pver_g15741",214.430226233088,0.348957159145427,0.348271719944397,1.00196811616269,0.316358992143722,0.676493661550859
"Pver_g15743",100.621817581424,0.593235973994104,0.306951267093537,1.93267152669328,0.0532766749340047,0.330130027196349
"Pver_g19615",73.1188573200993,-0.440708338813885,0.448163419577855,-0.983365262673619,0.325427700455483,0.683289199048688
"Pver_g15748",1718.66803824935,0.0476515493658073,0.107963659657421,0.441366562758342,0.658947645047114,0.879674611507901
"Pver_g15749",322.517456789105,0.0921335730978221,0.197841812016271,0.465693132098107,0.641435169034049,0.872064069297765
"Pver_g3377",1477.74612666878,-0.192298726646222,0.0690966004758203,-2.78304178963934,0.00538518693472683,0.124265351912831
"Pver_g22427",133.934153586867,0.178118713694059,0.267965271029745,0.664708202706936,0.506237146306265,0.808269085419926
"Pver_g22423",34.7014541752486,0.632094970753313,0.384455508735687,1.644130351603,0.100149279699539,0.433159849360934
"Pver_g22399",298.765839458957,-0.135808808734931,0.316338752589609,-0.429314485257257,0.667694376725101,0.883569761444969
"Pver_g22394",362.23254343031,-0.0177841267637344,0.338231110893849,-0.0525798076845621,0.958066705845152,0.98722850028199
"Pver_novel_93_5de57afd",119.857397496876,-0.65210745629442,0.359631796582748,-1.81326418434299,0.0697910845231683,0.373691365980455
"Pver_g18563",37.4668232829458,-0.230344319970332,0.49432733290914,-0.465975285272503,0.641233191194766,0.871996357632886
"Pver_g9064",28.357430605497,0.175148434837354,0.34466589576717,0.508168742507876,0.611335009617881,0.8582689297997
"Pver_g9067",2889.24800154279,0.0050333209648246,0.0608487745294114,0.0827185264411813,0.934075353386673,0.980126438079814
"Pver_g9066",86.0071810125678,0.174830237923521,0.206253335264215,0.847648052331178,0.396634004778963,0.739026109342563
"Pver_g9061",605.530165305049,-0.0962411361253511,0.10370279247273,-0.928047681557457,0.353382836598706,0.707350545998744
"Pver_g9060",677.70623726091,0.259082489990208,0.300617015066046,0.861835747831131,0.388777910241964,0.732361859575881
"Pver_g9063",4026.87263421163,-0.0522785536049536,0.0475180974173556,-1.10018196111234,0.271252848578113,0.640305321311172
"Pver_g9062",1897.40050436571,-0.143315444329837,0.0766852234013136,-1.86887953080387,0.0616395767219266,0.354471345935278
"Pver_g4955",110.111622904715,0.0771403909285187,0.229067399958763,0.336758486552017,0.736298969877533,0.91094367881727
"Pver_g9069",371.521436882107,0.048610120004453,0.124373538332805,0.390839728901011,0.695915706623671,0.895091250602914
"Pver_g9068",967.599013981051,-0.00280650301360311,0.0650809539140807,-0.043123261796504,0.965603276312643,0.989868102597907
"Pver_g8918",1076.50701132943,-0.112032665414938,0.098362681634701,-1.13897530601092,0.254713453972517,0.62420970639693
"Pver_g8919",1723.0493350629,-0.102654404272199,0.125572294170762,-0.817492464799623,0.41364705371429,0.749784388147776
"Pver_g8912",369.099121199909,0.29654341437797,0.0944620524101667,3.13928616636805,0.00169359969130249,0.0771937970465185
"Pver_g8913",532.284319018685,0.135839380566455,0.106672686404402,1.27342232716892,0.202868218705226,0.57093922668877
"Pver_g8911",765.301284726832,0.185950514431056,0.0974725803411473,1.90772126663973,0.0564272515470671,0.339144858944188
"Pver_g8916",295.806015634866,0.276851174100909,0.146768360215854,1.88631373746862,0.0592526891505481,0.348358920816096
"Pver_g8917",17.2162585901417,-0.498353365180886,0.586915790978293,-0.84910539610838,0.395822648053253,NA
"Pver_g8915",2764.39550365234,0.0835116583294639,0.0804226518902016,1.03840965656641,0.299079375744137,0.66206732911082
"Pver_novel_457_5de57afd",79.0518416668713,-0.0281459731258286,0.189135009728538,-0.148814189219786,0.88170025393589,0.961873558933801
"Pver_g19108",429.617892607366,-0.124642164005028,0.233894286204876,-0.532899567695507,0.594103104502197,0.850647413691602
"Pver_g19109",302.044488024104,0.0997631548837753,0.390906046839239,0.255210057993304,0.798560863078142,0.933307139540067
"Pver_g19102",3812.83376605059,-0.0923853665244909,0.0731889342434572,-1.26228599281386,0.206845895100894,0.57452747652782
