"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
"Pver_g130",675.017628958272,0.277330650839519,0.0569440333927963,4.87023195084391,1.11467320999133e-06,0.00106234223613279,"Pver_g130"
"Pver_g7878",400.701912443529,-0.692779035153502,0.199335082823175,-3.47544960647017,0.000509997802378421,0.0461752010273422,"Pver_g7878"
"Pver_g1842",265.729764143643,-0.643846419985335,0.158582233769996,-4.0600160855292,4.90693353391596e-05,0.0125604180348333,"Pver_g1842"
"Pver_g23161",231.252740145542,-1.44670294848038,0.332821559730445,-4.34678255114266,1.38149055026336e-05,0.00758061541944511,"Pver_g23161"
"Pver_g26469",1973.47647624573,-2.072529572853,0.406197930809291,-5.10226521519641,3.35611975494765e-07,0.000552478332023564,"Pver_g26469"
"Pver_g25888",284.416192311281,0.62951377423796,0.177128970324683,3.55398539879751,0.000379440279021199,0.0389079484269473,"Pver_g25888"
"Pver_g26149",1042.99273797393,-0.244095318845364,0.0696849366809973,-3.50284194075945,0.000460322527231158,0.0438403525400649,"Pver_g26149"
"Pver_g6161",2504.68105751389,-1.74648779233784,0.471959594089568,-3.70050278500408,0.000215172717737463,0.0293226234045472,"Pver_g6161"
"Pver_g1594",3355.86825148358,-0.884183326442071,0.214738351440262,-4.11749145186131,3.8301873140361e-05,0.0113788047018771,"Pver_g1594"
"Pver_g82",167.788827462065,-0.688724179474241,0.171827117555582,-4.00823914916373,6.11731571801219e-05,0.0153850490308007,"Pver_g82"
"Pver_g25926",1196.54711279936,-1.54402959942179,0.352660709771797,-4.37822971666143,1.19647203140428e-05,0.00698894049828024,"Pver_g25926"
"Pver_g4443",58.422483256774,0.932687636855658,0.261474844377432,3.56702626241684,0.000361055307479654,0.0381766067464411,"Pver_g4443"
"Pver_g5715",742.157889671517,-2.54988855342225,0.176781447958316,-14.4239601093407,3.65740759696695e-47,3.31141683829388e-43,"Pver_g5715"
"Pver_g5714",86.5724908038822,-1.11863338643297,0.254735756860725,-4.39134811782462,1.1265001274463e-05,0.00679955476926586,"Pver_g5714"
"Pver_g5713",196.152195348295,-1.02300504599949,0.1927086968341,-5.30855671179271,1.10496705886256e-07,0.000222319372243147,"Pver_g5713"
"Pver_g4609",4518.72949926586,0.255363770456867,0.0623601838276875,4.09498104050628,4.22202936872114e-05,0.0116986493471901,"Pver_g4609"
"Pver_g26422",114.583673462963,0.673615731861983,0.158128612662133,4.25992311272136,2.04497237532316e-05,0.00861171157496554,"Pver_g26422"
"Pver_g13706",8875.28853723953,-1.47095330293044,0.368979420185396,-3.98654565122181,6.70422331397477e-05,0.0163438788490617,"Pver_g13706"
"Pver_g916",392.068115261005,0.37745324456028,0.103220298446145,3.65677342773055,0.00025540994761967,0.0328011583794113,"Pver_g916"
"Pver_g7459",5256.10101637912,-0.301285648139702,0.0725205484956803,-4.15448661640567,3.26018698057498e-05,0.0105420474721878,"Pver_g7459"
"Pver_g9266",97.2661921003338,-1.0447270095785,0.294368484554876,-3.54904503842611,0.000386630945342474,0.0391123640126342,"Pver_g9266"
"Pver_g19527",2562.96019612014,-1.51232231327226,0.389463706529182,-3.88308920168648,0.000103137709975943,0.0198682728962168,"Pver_g19527"
"Pver_g16771",170.371393664533,1.69066223838887,0.474120644159983,3.56589036822955,0.000362622948994249,0.0381766067464411,"Pver_g16771"
"Pver_g11517",2423.19721033648,-1.85863036194193,0.541514570896955,-3.43228134907493,0.000598526288579006,0.04946115572424,"Pver_g11517"
"Pver_g26232",1541.00175944274,-1.46778389038083,0.407355732772,-3.60319929805028,0.000314324334576668,0.0353527021771074,"Pver_g26232"
"Pver_g18486",780.394640008672,0.31605229812399,0.0895951315512678,3.52756107002465,0.000419406999807661,0.0406129516177387,"Pver_g18486"
"Pver_g12577",1162.64709055657,-0.297227921900709,0.0592981065093891,-5.01243529342117,5.37454513923393e-07,0.00064881508920832,"Pver_g12577"
"Pver_g6289",1801.48523246072,1.36845860802104,0.148888309894444,9.19117564697473,3.88571008598072e-20,1.40724876473878e-16,"Pver_g6289"
"Pver_g23053",4951.56564955976,-0.422277212696956,0.123219061883302,-3.42704453550284,0.000610188985978367,0.0495484401708352,"Pver_g23053"
