gene_id,log2FoldChange
Pver_g10004,-0.186962147177169
Pver_g10011,0.503925295512611
Pver_g1002,0.331549815471537
Pver_g10021,0.456156771859076
Pver_g10036,0.291289256033185
Pver_g10041,-1.59588712642133
Pver_g10043,-0.677468581149064
Pver_g10049,-0.313267689653012
Pver_g10056,0.301838485670062
Pver_g10059,-0.171211148009102
Pver_g10063,0.0378220770430155
Pver_g10064,-1.12375857547848
Pver_g10072,1.06178761438129
Pver_g10092,-0.0858057736307751
Pver_g10093,-0.429089122265133
Pver_g10102,-0.699621731506935
Pver_g10104,2.6905828657652
Pver_g10107,-0.70828871453348
Pver_g1011,-0.0185377906571984
Pver_g10112,-3.31461440028297
Pver_g1012,-0.313267690615781
Pver_g10128,-0.473359138322814
Pver_g1013,-0.973232856113405
Pver_g10142,0.116979574965947
Pver_g10165,1.08551314297574
Pver_g10167,1.09307067040126
Pver_g10183,2.08170574708534
Pver_g10186,-1.09851464954155
Pver_g10189,1.0556830904328
Pver_g10204,-0.379265647394659
Pver_g10249,0.904748612960587
Pver_g10272,0.0972929622424542
Pver_g10295,-3.40237981678922
Pver_g1030,0.291289258837498
Pver_g10305,-0.127572130374811
Pver_g10306,0.703529466027526
Pver_g10311,-0.218241161957319
Pver_g10319,1.87387977391523
Pver_g1032,-1.29854200756482
Pver_g10321,-1.06456944256179
Pver_g10325,-0.575642200609884
Pver_g10340,1.39106059400462
Pver_g10348,-0.120908764897794
Pver_g10350,0.993424528127421
Pver_g10358,-2.42782141502087
Pver_g10369,-0.241792239018299
Pver_g10371,-0.0995012748298474
Pver_g10373,0.0913014016560457
Pver_g10378,1.20399702802749
Pver_g10385,-0.590602590609305
Pver_g1040,0.40207116386592
Pver_g10407,-1.32201884709136
Pver_g10409,-1.36565035947269
Pver_g1042,-0.348109060336581
Pver_g10454,0.0714463646461722
Pver_g10455,1.58519479634697
Pver_g10456,0.200096051619985
Pver_g10467,-1.21596294905886
Pver_g10477,0.250065525624036
Pver_g10483,1.64150692518181
Pver_g10502,1.91745384232517
Pver_g10503,0.125788822960443
Pver_g10529,1.27218404496934
Pver_g10530,0.237091708874068
Pver_g10549,-0.171061652023368
Pver_g10568,0.582552186409454
Pver_g10575,1.74889765204517
Pver_g10578,0.676006803523734
Pver_g10581,-0.0316058703891296
Pver_g10587,1.95115082832108
Pver_g10588,1.16821576053816
Pver_g10598,-0.477936942069878
Pver_g106,-1.22392249251293
Pver_g10600,-0.368233048866053
Pver_g10605,0.393429388926348
Pver_g10618,-0.719152678566125
Pver_g10620,-1.13766026541387
Pver_g10641,0.0989305179821721
Pver_g10643,2.20825540912245
Pver_g10650,0.374317702753273
Pver_g10653,-0.275478135839698
Pver_g1066,0.29181125662316
Pver_g10663,-0.670303902915927
Pver_g10675,-0.963366343299166
Pver_g10676,0.43249600519607
Pver_g10678,-0.923559611353896
Pver_g10681,-0.280675856431553
Pver_g10683,1.30070340627332
Pver_g10700,2.3803270226393
Pver_g10716,0.0714499723048945
Pver_g10717,-0.40802249460422
Pver_g10718,-0.533107143979268
Pver_g10719,0.05770751225986
Pver_g10722,0.0331307442041421
Pver_g10738,1.2716847547405
Pver_g10742,0.771689131803505
Pver_g10745,0.540914459401546
Pver_g10748,1.18708942066993
Pver_g10750_g10752,-1.17187393823049
Pver_g10761,-0.205997516189029
Pver_g10766,-0.189914028939471
Pver_g10776,-0.254223676630801
Pver_g10781,1.80325543161216
Pver_g10786,0.133845025587289
Pver_g10790,1.34532119391878
Pver_g10805,1.39369572160543
Pver_g10816,0.453244729983667
Pver_g10817,0.676005024542024
Pver_g1082,1.11463987843957
Pver_g10828,-2.64449798050985
Pver_g10829,-2.18666594659836
Pver_g1083,0.937880747795934
Pver_g10838,-0.516720320638441
Pver_g10845,-1.95623656583767
Pver_g10849,1.12965943156455
Pver_g1085,-0.671810655717423
Pver_g10861,-0.3544911512917
Pver_g10870,0.369897263625901
Pver_g1089,-0.519366783231676
Pver_g10901,2.29660774071212
Pver_g10903,1.19223257045695
Pver_g1091,0.394110561096946
Pver_g10917,0.0577086974606066
Pver_g10918,0.507792534828689
Pver_g10920,-0.214031733784174
Pver_g10935,0.0486325191670965
Pver_g10939,-0.570204046414606
