GO_id,term,GOSlim_bin
GO:0072315,P,developmental processes
GO:0072316,P,other metabolic processes
GO:0072317,F,other molecular function
GO:0072318,P,transport
GO:0072318,P,cell organization and biogenesis
GO:0072319,P,transport
GO:0072319,P,cell organization and biogenesis
GO:0072320,F,transporter activity
GO:0072321,P,transport
GO:0072322,P,transport
GO:0072323,P,transport
GO:0072324,C,non-structural extracellular
GO:0072325,P,developmental processes
GO:0072326,P,developmental processes
GO:0072327,P,developmental processes
GO:0072328,F,other molecular function
GO:0072329,P,other metabolic processes
GO:0072330,P,other metabolic processes
GO:0072331,P,signal transduction
GO:0072332,P,signal transduction
GO:0072332,P,death
GO:0072333,P,signal transduction
GO:0072333,P,death
GO:0072334,P,transport
GO:0072335,P,signal transduction
GO:0072335,P,developmental processes
GO:0072336,P,signal transduction
GO:0072336,P,developmental processes
GO:0072337,P,transport
GO:0072338,P,other metabolic processes
GO:0072339,P,other metabolic processes
GO:0072340,P,other metabolic processes
GO:0072341,F,other molecular function
GO:0072342,P,stress response
GO:0072343,P,cell cycle and proliferation
GO:0072344,P,protein metabolism
GO:0072345,F,transporter activity
GO:0072346,F,transporter activity
GO:0072347,P,other biological processes
GO:0072348,P,transport
GO:0072349,F,transporter activity
GO:0072350,P,other metabolic processes
GO:0072351,P,other metabolic processes
GO:0072352,P,other metabolic processes
GO:0072353,P,stress response
GO:0072354,F,kinase activity
GO:0072355,P,protein metabolism
GO:0072355,P,cell organization and biogenesis
GO:0072356,P,other biological processes
GO:0072357,C,other cellular component
GO:0072358,P,developmental processes
GO:0072359,P,developmental processes
GO:0072360,P,developmental processes
GO:0072361,P,RNA metabolism
GO:0072362,P,RNA metabolism
GO:0072363,P,RNA metabolism
GO:0072364,P,RNA metabolism
GO:0072365,P,RNA metabolism
GO:0072366,P,RNA metabolism
GO:0072367,P,transport
GO:0072367,P,RNA metabolism
GO:0072368,P,transport
GO:0072368,P,RNA metabolism
GO:0072369,P,transport
GO:0072369,P,RNA metabolism
GO:0072370,P,protein metabolism
GO:0072370,P,cell organization and biogenesis
GO:0072371,F,kinase activity
GO:0072372,C,other cellular component
GO:0072373,F,other molecular function
GO:0072374,F,other molecular function
GO:0072375,P,other biological processes
GO:0072376,P,protein metabolism
GO:0072377,P,stress response
GO:0072377,P,protein metabolism
GO:0072378,P,stress response
GO:0072378,P,protein metabolism
GO:0072379,C,cytosol
GO:0072380,C,cytosol
GO:0072381,P,signal transduction
GO:0072381,P,developmental processes
GO:0072382,P,transport
GO:0072383,P,transport
GO:0072384,P,transport
GO:0072385,P,transport
GO:0072386,P,transport
GO:0072387,P,other metabolic processes
GO:0072388,P,other metabolic processes
GO:0072389,P,other metabolic processes
GO:0072390,P,other metabolic processes
GO:0072391,P,other metabolic processes
GO:0072392,P,other metabolic processes
GO:0072393,P,cell organization and biogenesis
GO:0072394,P,cell cycle and proliferation
GO:0072395,P,cell cycle and proliferation
GO:0072395,P,signal transduction
GO:0072396,P,cell cycle and proliferation
GO:0072397,P,cell cycle and proliferation
GO:0072398,P,cell cycle and proliferation
GO:0072398,P,signal transduction
GO:0072399,P,cell cycle and proliferation
GO:0072400,P,cell cycle and proliferation
GO:0072401,P,cell cycle and proliferation
GO:0072401,P,signal transduction
GO:0072402,P,cell cycle and proliferation
GO:0072403,P,cell cycle and proliferation
GO:0072404,P,cell cycle and proliferation
GO:0072404,P,signal transduction
GO:0072405,P,cell cycle and proliferation
GO:0072406,P,cell cycle and proliferation
GO:0072407,P,cell cycle and proliferation
GO:0072407,P,signal transduction
GO:0072408,P,cell cycle and proliferation
GO:0072409,P,cell cycle and proliferation
GO:0072410,P,cell cycle and proliferation
GO:0072411,P,cell cycle and proliferation
GO:0072411,P,signal transduction
GO:0072412,P,cell cycle and proliferation
GO:0072413,P,cell cycle and proliferation
GO:0072413,P,signal transduction
GO:0072414,P,cell cycle and proliferation
GO:0072415,P,cell cycle and proliferation
GO:0072416,P,cell cycle and proliferation
GO:0072416,P,signal transduction
GO:0072417,P,cell cycle and proliferation
GO:0072418,P,cell cycle and proliferation
GO:0072419,P,cell cycle and proliferation
GO:0072419,P,signal transduction
GO:0072420,P,cell cycle and proliferation
GO:0072421,P,cell cycle and proliferation
GO:0072421,P,stress response
GO:0072422,P,cell cycle and proliferation
GO:0072422,P,signal transduction
GO:0072422,P,stress response
GO:0072423,P,cell cycle and proliferation
GO:0072423,P,stress response
GO:0072424,P,cell cycle and proliferation
GO:0072424,P,stress response
GO:0072425,P,cell cycle and proliferation
GO:0072425,P,signal transduction
GO:0072425,P,stress response
GO:0072426,P,cell cycle and proliferation
GO:0072426,P,stress response
GO:0072427,P,cell cycle and proliferation
GO:0072427,P,stress response
GO:0072428,P,cell cycle and proliferation
GO:0072428,P,signal transduction
GO:0072428,P,stress response
GO:0072429,P,cell cycle and proliferation
GO:0072429,P,stress response
GO:0072430,P,cell cycle and proliferation
GO:0072430,P,stress response
GO:0072431,P,cell cycle and proliferation
GO:0072431,P,signal transduction
GO:0072431,P,stress response
GO:0072432,P,cell cycle and proliferation
GO:0072432,P,stress response
GO:0072433,P,cell cycle and proliferation
GO:0072433,P,stress response
GO:0072434,P,cell cycle and proliferation
GO:0072434,P,signal transduction
GO:0072434,P,stress response
GO:0072435,P,cell cycle and proliferation
GO:0072435,P,stress response
GO:0072436,P,cell cycle and proliferation
GO:0072436,P,stress response
GO:0072437,P,cell cycle and proliferation
GO:0072437,P,signal transduction
GO:0072438,P,cell cycle and proliferation
GO:0072439,P,cell cycle and proliferation
GO:0072439,P,stress response
GO:0072440,P,cell cycle and proliferation
GO:0072440,P,signal transduction
GO:0072441,P,cell cycle and proliferation
GO:0072442,P,cell cycle and proliferation
GO:0072442,P,stress response
GO:0072443,P,cell cycle and proliferation
GO:0072443,P,signal transduction
GO:0072444,P,cell cycle and proliferation
GO:0072448,P,cell cycle and proliferation
GO:0072449,P,cell cycle and proliferation
GO:0072450,P,cell cycle and proliferation
GO:0072450,P,signal transduction
GO:0072451,P,cell cycle and proliferation
GO:0072452,P,cell cycle and proliferation
GO:0072453,P,cell cycle and proliferation
GO:0072453,P,signal transduction
GO:0072454,P,cell cycle and proliferation
GO:0072455,P,cell cycle and proliferation
GO:0072456,P,cell cycle and proliferation
GO:0072456,P,signal transduction
GO:0072457,P,cell cycle and proliferation
GO:0072458,P,cell cycle and proliferation
GO:0072459,P,cell cycle and proliferation
GO:0072459,P,signal transduction
GO:0072460,P,cell cycle and proliferation
GO:0072461,P,cell cycle and proliferation
GO:0072462,P,cell cycle and proliferation
GO:0072462,P,signal transduction
GO:0072463,P,cell cycle and proliferation
GO:0072464,P,cell cycle and proliferation
GO:0072465,P,cell cycle and proliferation
GO:0072465,P,signal transduction
GO:0072466,P,cell cycle and proliferation
GO:0072467,P,cell cycle and proliferation
GO:0072468,P,cell cycle and proliferation
GO:0072468,P,signal transduction
GO:0072469,P,cell cycle and proliferation
GO:0072470,P,cell cycle and proliferation
GO:0072471,P,cell cycle and proliferation
GO:0072471,P,signal transduction
GO:0072472,P,cell cycle and proliferation
GO:0072473,P,cell cycle and proliferation
GO:0072474,P,cell cycle and proliferation
GO:0072474,P,signal transduction
GO:0072475,P,cell cycle and proliferation
GO:0072476,P,cell cycle and proliferation
GO:0072477,P,cell cycle and proliferation
GO:0072477,P,signal transduction
GO:0072478,P,cell cycle and proliferation
GO:0072478,P,cell organization and biogenesis
GO:0072479,P,cell cycle and proliferation
GO:0072479,P,cell organization and biogenesis
GO:0072480,P,cell cycle and proliferation
GO:0072480,P,signal transduction
GO:0072480,P,cell organization and biogenesis
GO:0072481,P,cell cycle and proliferation
GO:0072482,P,cell cycle and proliferation
GO:0072483,P,cell cycle and proliferation
GO:0072483,P,signal transduction
GO:0072484,P,cell cycle and proliferation
GO:0072485,P,cell cycle and proliferation
GO:0072486,P,cell cycle and proliferation
GO:0072486,P,signal transduction
GO:0072487,C,nucleus
GO:0072488,P,transport
GO:0072489,P,transport
GO:0072490,P,other metabolic processes
GO:0072491,P,other metabolic processes
GO:0072492,C,non-structural extracellular
GO:0072493,C,non-structural extracellular
GO:0072494,C,non-structural extracellular
GO:0072495,C,non-structural extracellular
GO:0072496,F,other molecular function
GO:0072497,P,other biological processes
GO:0072498,P,developmental processes
GO:0072499,P,developmental processes
GO:0072499,P,cell organization and biogenesis
GO:0072501,P,other biological processes
GO:0072502,P,other biological processes
GO:0072503,P,other biological processes
GO:0072504,P,other biological processes
GO:0072505,P,other biological processes
GO:0072506,P,other biological processes
GO:0072507,P,other biological processes
GO:0072508,P,other biological processes
GO:0072509,F,transporter activity
GO:0072510,F,transporter activity
GO:0072511,P,transport
GO:0072512,P,transport
GO:0072513,P,cell cycle and proliferation
GO:0072513,P,developmental processes
GO:0072514,P,transport
GO:0072514,P,stress response
GO:0072515,P,transport
GO:0072515,P,stress response
GO:0072516,C,other cellular component
GO:0072517,C,non-structural extracellular
GO:0072518,F,kinase activity
GO:0072519,P,other biological processes
GO:0072520,P,developmental processes
GO:0072521,P,other metabolic processes
GO:0072522,P,other metabolic processes
GO:0072523,P,other metabolic processes
GO:0072524,P,other metabolic processes
GO:0072525,P,other metabolic processes
GO:0072526,P,other metabolic processes
GO:0072527,P,other metabolic processes
GO:0072528,P,other metabolic processes
GO:0072529,P,other metabolic processes
GO:0072530,P,transport
GO:0072531,P,transport
GO:0072532,F,other molecular function
GO:0072533,F,other molecular function
GO:0072534,C,other cellular component
GO:0072535,P,other biological processes
GO:0072536,C,plasma membrane
GO:0072536,C,other membranes
GO:0072537,P,other biological processes
GO:0072538,P,other biological processes
GO:0072539,P,developmental processes
GO:0072540,P,developmental processes
GO:0072541,F,other molecular function
GO:0072542,F,enzyme regulator activity
GO:0072543,F,enzyme regulator activity
GO:0072544,F,other molecular function
GO:0072545,F,other molecular function
GO:0072546,C,ER/Golgi
GO:0072546,C,other membranes
GO:0072547,F,other molecular function
GO:0072548,F,other molecular function
GO:0072549,F,other molecular function
GO:0072550,F,other molecular function
GO:0072551,F,other molecular function
GO:0072552,F,other molecular function
GO:0072553,P,cell organization and biogenesis
GO:0072554,P,developmental processes
GO:0072555,F,other molecular function
GO:0072556,C,non-structural extracellular
GO:0072557,C,other cellular component
GO:0072558,C,other cellular component
GO:0072559,C,other cellular component
GO:0072560,P,developmental processes
GO:0072561,F,other molecular function
GO:0072562,C,non-structural extracellular
GO:0072563,C,non-structural extracellular
GO:0072564,P,cell organization and biogenesis
GO:0072565,P,cell organization and biogenesis
GO:0072566,P,other biological processes
GO:0072567,P,other biological processes
GO:0072570,F,other molecular function
GO:0072571,F,other molecular function
GO:0072572,F,other molecular function
GO:0072573,P,signal transduction
GO:0072573,P,stress response
GO:0072573,P,developmental processes
GO:0072574,P,cell cycle and proliferation
GO:0072574,P,developmental processes
GO:0072575,P,cell cycle and proliferation
GO:0072575,P,developmental processes
GO:0072576,P,developmental processes
GO:0072577,P,death
GO:0072578,P,developmental processes
GO:0072578,P,cell organization and biogenesis
GO:0072579,P,developmental processes
GO:0072579,P,cell organization and biogenesis
GO:0072580,P,protein metabolism
GO:0072581,P,protein metabolism
GO:0072582,F,other molecular function
GO:0072583,P,transport
GO:0072584,P,transport
GO:0072585,F,other molecular function
GO:0072586,F,enzyme regulator activity
GO:0072587,F,enzyme regulator activity
GO:0072588,C,other cellular component
GO:0072589,C,nucleus
GO:0072590,F,other molecular function
GO:0072591,F,other molecular function
GO:0072592,P,other metabolic processes
GO:0072593,P,other metabolic processes
GO:0072594,P,other biological processes
GO:0072595,P,other biological processes
GO:0072596,P,other biological processes
GO:0072597,P,other biological processes
GO:0072598,P,other biological processes
GO:0072599,P,other biological processes
GO:0072600,P,other biological processes
GO:0072601,P,transport
GO:0072602,P,transport
GO:0072603,P,transport
GO:0072604,P,transport
GO:0072605,P,transport
GO:0072606,P,transport
GO:0072607,P,transport
GO:0072608,P,transport
GO:0072609,P,transport
GO:0072610,P,transport
GO:0072611,P,transport
GO:0072612,P,transport
GO:0072613,P,transport
GO:0072614,P,transport
GO:0072615,P,transport
GO:0072616,P,transport
GO:0072617,P,transport
GO:0072618,P,transport
GO:0072619,P,transport
GO:0072620,P,transport
GO:0072621,P,transport
GO:0072622,P,transport
GO:0072623,P,transport
GO:0072624,P,transport
GO:0072625,P,transport
GO:0072626,P,transport
GO:0072627,P,other biological processes
GO:0072628,P,transport
GO:0072629,P,other biological processes
GO:0072630,P,transport
GO:0072631,P,other biological processes
GO:0072632,P,transport
GO:0072633,P,other biological processes
GO:0072634,P,transport
GO:0072635,P,other biological processes
GO:0072636,P,transport
GO:0072637,P,other biological processes
GO:0072638,P,transport
GO:0072639,P,other biological processes
GO:0072640,P,transport
GO:0072641,P,transport
GO:0072642,P,transport
GO:0072643,P,transport
GO:0072644,P,transport
GO:0072645,P,other biological processes
GO:0072646,P,transport
GO:0072647,P,other biological processes
GO:0072648,P,transport
GO:0072649,P,other biological processes
GO:0072650,P,transport
GO:0072651,P,other biological processes
GO:0072652,P,transport
GO:0072653,P,other biological processes
GO:0072654,P,transport
GO:0072655,P,other biological processes
GO:0072656,P,other biological processes
GO:0072657,P,cell organization and biogenesis
GO:0072658,P,cell organization and biogenesis
GO:0072659,P,cell organization and biogenesis
GO:0072660,P,cell organization and biogenesis
GO:0072661,P,transport
GO:0072661,P,cell organization and biogenesis
GO:0072662,P,cell organization and biogenesis
GO:0072663,P,cell organization and biogenesis
GO:0072664,P,cell organization and biogenesis
GO:0072665,P,other biological processes
GO:0072666,P,other biological processes
GO:0072667,P,other biological processes
GO:0072668,P,other biological processes
GO:0072669,C,other cellular component
GO:0072670,P,RNA metabolism
GO:0072670,P,cell organization and biogenesis
GO:0072671,P,protein metabolism
GO:0072672,P,other biological processes
GO:0072673,P,cell organization and biogenesis
GO:0072674,P,developmental processes
GO:0072675,P,developmental processes
GO:0072676,P,other biological processes
GO:0072677,P,other biological processes
GO:0072678,P,other biological processes
GO:0072679,P,other biological processes
GO:0072680,P,other biological processes
GO:0072681,P,other biological processes
GO:0072682,P,other biological processes
GO:0072683,P,other biological processes
GO:0072684,P,RNA metabolism
GO:0072684,P,cell organization and biogenesis
GO:0072685,P,cell organization and biogenesis
GO:0072686,C,cytoskeleton
GO:0072687,C,cytoskeleton
GO:0072688,P,other biological processes
GO:0072689,P,cell organization and biogenesis
GO:0072690,P,other biological processes
GO:0072691,P,DNA metabolism
GO:0072692,P,RNA metabolism
GO:0072693,P,transport
GO:0072693,P,cell organization and biogenesis
GO:0072694,P,cell cycle and proliferation
GO:0072695,P,DNA metabolism
GO:0072696,P,DNA metabolism
GO:0072697,P,other biological processes
GO:0072698,P,other biological processes
GO:0072699,P,other biological processes
GO:0072700,P,other biological processes
GO:0072701,P,other biological processes
GO:0072702,P,other biological processes
GO:0072703,P,other biological processes
GO:0072704,P,other biological processes
GO:0072705,P,other biological processes
GO:0072706,P,other biological processes
GO:0072707,P,other biological processes
GO:0072708,P,other biological processes
GO:0072709,P,other biological processes
GO:0072710,P,other biological processes
GO:0072711,P,other biological processes
GO:0072712,P,other biological processes
GO:0072713,P,other biological processes
GO:0072714,P,other biological processes
GO:0072715,P,other biological processes
GO:0072716,P,other biological processes
GO:0072717,P,other biological processes
GO:0072718,P,other biological processes
GO:0072719,P,other biological processes
GO:0072720,P,other biological processes
GO:0072721,P,other biological processes
GO:0072722,P,other biological processes
GO:0072723,P,other biological processes
GO:0072724,P,other biological processes
GO:0072725,P,other biological processes
GO:0072726,P,other biological processes
GO:0072727,P,other biological processes
GO:0072728,P,other biological processes
GO:0072729,P,other biological processes
GO:0072730,P,other biological processes
GO:0072731,P,other biological processes
GO:0072732,P,stress response
GO:0072733,P,other biological processes
GO:0072734,P,other biological processes
GO:0072735,P,other biological processes
GO:0072736,P,other biological processes
GO:0072737,P,other biological processes
GO:0072738,P,other biological processes
GO:0072739,P,other biological processes
GO:0072740,P,other biological processes
GO:0072741,P,other biological processes
GO:0072742,P,other biological processes
GO:0072743,P,other biological processes
GO:0072744,P,other biological processes
GO:0072745,P,other biological processes
GO:0072746,P,other biological processes
GO:0072747,P,other biological processes
GO:0072748,P,other biological processes
GO:0072749,P,other biological processes
GO:0072750,P,other biological processes
GO:0072751,P,other biological processes
GO:0075000,P,other biological processes
GO:0075001,P,other biological processes
GO:0075002,P,other biological processes
GO:0075003,P,other biological processes
GO:0075004,P,other biological processes
GO:0075005,P,other biological processes
GO:0075006,P,other biological processes
GO:0075007,P,other biological processes
GO:0075008,P,other biological processes
GO:0075009,P,other biological processes
GO:0075010,P,other biological processes
GO:0075011,P,other biological processes
GO:0075012,P,other biological processes
GO:0075015,P,other biological processes
GO:0075016,P,other biological processes
GO:0075017,P,other biological processes
GO:0075018,P,other biological processes
GO:0075019,P,other biological processes
GO:0075020,P,other biological processes
GO:0075021,P,other biological processes
GO:0075022,P,other biological processes
GO:0075023,P,other biological processes
GO:0075024,P,other biological processes
GO:0075025,P,other biological processes
GO:0075026,P,other biological processes
GO:0075027,P,other biological processes
GO:0075028,P,other biological processes
GO:0075029,P,other biological processes
GO:0075030,P,other biological processes
GO:0075031,P,other biological processes
GO:0075032,P,other biological processes
GO:0075033,P,other biological processes
GO:0075034,P,cell organization and biogenesis
GO:0075035,P,other biological processes
GO:0075036,P,other biological processes
GO:0075037,P,other biological processes
GO:0075038,P,other biological processes
GO:0075039,P,other biological processes
GO:0075040,P,other biological processes
GO:0075041,P,other biological processes
GO:0075042,P,other biological processes
GO:0075043,P,other metabolic processes
GO:0075044,P,other metabolic processes
GO:0075045,P,other biological processes
GO:0075046,P,other biological processes
GO:0075047,P,other biological processes
GO:0075048,P,cell organization and biogenesis
GO:0075049,P,cell organization and biogenesis
GO:0075050,P,cell organization and biogenesis
GO:0075051,P,cell organization and biogenesis
GO:0075052,P,other biological processes
GO:0075053,P,other biological processes
GO:0075054,P,other biological processes
GO:0075055,P,other biological processes
GO:0075056,P,other biological processes
GO:0075057,P,other biological processes
GO:0075058,P,other biological processes
GO:0075059,P,other biological processes
GO:0075060,P,other biological processes
GO:0075061,P,other biological processes
GO:0075062,P,other biological processes
GO:0075063,P,other biological processes
GO:0075064,P,other biological processes
GO:0075069,P,other biological processes
GO:0075070,P,other biological processes
GO:0075071,P,other metabolic processes
GO:0075072,P,other metabolic processes
GO:0075073,P,other metabolic processes
GO:0075074,P,other metabolic processes
GO:0075075,P,other metabolic processes
GO:0075076,P,other metabolic processes
GO:0075077,P,other metabolic processes
GO:0075078,P,signal transduction
GO:0075079,P,signal transduction
GO:0075080,P,signal transduction
GO:0075081,P,signal transduction
GO:0075082,P,signal transduction
GO:0075083,P,signal transduction
GO:0075084,P,signal transduction
GO:0075085,P,signal transduction
GO:0075086,P,signal transduction
GO:0075087,P,signal transduction
GO:0075088,P,signal transduction
GO:0075089,P,signal transduction
GO:0075090,P,signal transduction
GO:0075091,P,signal transduction
GO:0075092,P,signal transduction
GO:0075093,P,signal transduction
GO:0075094,P,signal transduction
GO:0075095,P,signal transduction
GO:0075096,P,signal transduction
GO:0075097,P,signal transduction
GO:0075098,P,signal transduction
GO:0075099,P,signal transduction
GO:0075100,P,signal transduction
GO:0075101,P,signal transduction
GO:0075102,P,signal transduction
GO:0075102,P,stress response
GO:0075103,P,signal transduction
GO:0075104,P,signal transduction
GO:0075105,P,signal transduction
GO:0075106,P,other metabolic processes
GO:0075107,P,other metabolic processes
GO:0075108,P,other metabolic processes
GO:0075109,P,signal transduction
GO:0075110,P,signal transduction
GO:0075111,P,signal transduction
GO:0075112,P,signal transduction
GO:0075113,P,signal transduction
GO:0075114,P,signal transduction
GO:0075115,P,signal transduction
GO:0075116,P,signal transduction
GO:0075117,P,signal transduction
GO:0075118,P,signal transduction
GO:0075119,P,signal transduction
GO:0075120,P,signal transduction
GO:0075121,P,signal transduction
GO:0075122,P,signal transduction
GO:0075123,P,signal transduction
GO:0075124,P,signal transduction
GO:0075125,P,signal transduction
GO:0075126,P,signal transduction
GO:0075127,P,signal transduction
GO:0075128,P,signal transduction
GO:0075129,P,signal transduction
GO:0075130,P,signal transduction
GO:0075131,P,signal transduction
GO:0075132,P,signal transduction
GO:0075133,P,signal transduction
GO:0075134,P,signal transduction
GO:0075135,P,signal transduction
GO:0075136,P,other biological processes
GO:0075137,P,other biological processes
GO:0075138,P,other biological processes
GO:0075139,P,other biological processes
GO:0075140,P,other biological processes
GO:0075141,P,other biological processes
GO:0075142,P,other biological processes
GO:0075143,P,other biological processes
GO:0075144,P,other biological processes
GO:0075145,P,other biological processes
GO:0075146,P,other biological processes
GO:0075147,P,signal transduction
GO:0075148,P,signal transduction
GO:0075149,P,signal transduction
GO:0075150,P,signal transduction
GO:0075151,P,signal transduction
GO:0075152,P,signal transduction
GO:0075153,P,signal transduction
GO:0075154,P,signal transduction
GO:0075155,P,signal transduction
GO:0075156,P,signal transduction
GO:0075157,P,signal transduction
GO:0075158,P,signal transduction
GO:0075159,P,signal transduction
GO:0075160,P,signal transduction
GO:0075161,P,signal transduction
GO:0075162,P,signal transduction
GO:0075163,P,signal transduction
GO:0075164,P,signal transduction
GO:0075165,P,signal transduction
GO:0075166,P,signal transduction
GO:0075167,P,signal transduction
GO:0075168,P,signal transduction
GO:0075169,P,signal transduction
GO:0075170,P,signal transduction
GO:0075171,P,signal transduction
GO:0075172,P,signal transduction
GO:0075173,P,signal transduction
GO:0075174,P,signal transduction
GO:0075175,P,signal transduction
GO:0075176,P,signal transduction
GO:0075177,P,signal transduction
GO:0075178,P,signal transduction
GO:0075179,P,signal transduction
GO:0075180,P,other metabolic processes
GO:0075181,P,other metabolic processes
GO:0075182,P,other metabolic processes
GO:0075183,P,other biological processes
GO:0075184,P,other biological processes
GO:0075185,P,other biological processes
GO:0075186,P,other biological processes
GO:0075187,P,other biological processes
GO:0075188,P,other biological processes
GO:0075189,P,other biological processes
GO:0075190,P,other biological processes
GO:0075191,P,other metabolic processes
GO:0075192,P,other biological processes
GO:0075193,P,other biological processes
GO:0075194,P,other biological processes
GO:0075195,P,other biological processes
GO:0075196,P,other biological processes
GO:0075197,P,other biological processes
GO:0075198,P,other biological processes
GO:0075199,P,other biological processes
GO:0075200,P,other biological processes
GO:0075201,P,other biological processes
GO:0075202,P,other biological processes
GO:0075203,P,other biological processes
GO:0075204,P,other biological processes
GO:0075205,P,signal transduction
GO:0075206,P,signal transduction
GO:0075207,P,signal transduction
GO:0075208,P,signal transduction
GO:0075209,P,signal transduction
GO:0075210,P,signal transduction
GO:0075211,P,signal transduction
GO:0075212,P,signal transduction
GO:0075213,P,signal transduction
GO:0075214,P,other biological processes
GO:0075215,P,other biological processes
GO:0075216,P,other biological processes
GO:0075217,P,other biological processes
GO:0075218,P,other biological processes
GO:0075219,P,other biological processes
GO:0075220,P,other biological processes
GO:0075221,P,other biological processes
GO:0075222,P,developmental processes
GO:0075223,P,developmental processes
GO:0075224,P,developmental processes
GO:0075225,P,developmental processes
GO:0075226,P,other biological processes
GO:0075227,P,other biological processes
GO:0075228,P,other biological processes
GO:0075229,P,other biological processes
GO:0075230,P,other biological processes
GO:0075231,P,other biological processes
GO:0075232,P,other biological processes
GO:0075233,P,other biological processes
GO:0075234,P,other biological processes
GO:0075235,P,other biological processes
GO:0075236,P,other biological processes
GO:0075237,P,other biological processes
GO:0075238,P,other biological processes
GO:0075239,P,other biological processes
GO:0075240,P,other biological processes
GO:0075241,P,other biological processes
GO:0075242,P,other biological processes
GO:0075243,P,other biological processes
GO:0075244,P,other biological processes
GO:0075245,P,other biological processes
GO:0075246,P,other biological processes
GO:0075247,P,other biological processes
GO:0075248,P,other biological processes
GO:0075249,P,other biological processes
GO:0075250,P,other biological processes
GO:0075251,P,other biological processes
GO:0075252,P,other biological processes
GO:0075253,P,other biological processes
GO:0075254,P,other biological processes
GO:0075255,P,other biological processes
GO:0075256,P,other biological processes
GO:0075257,P,other biological processes
GO:0075258,P,other biological processes
GO:0075259,P,developmental processes
GO:0075260,P,developmental processes
GO:0075261,P,developmental processes
GO:0075262,P,developmental processes
GO:0075263,P,developmental processes
GO:0075264,P,developmental processes
GO:0075265,P,developmental processes
GO:0075266,P,developmental processes
GO:0075267,P,developmental processes
GO:0075268,P,developmental processes
GO:0075269,P,developmental processes
GO:0075270,P,developmental processes
GO:0075271,P,developmental processes
GO:0075272,P,developmental processes
GO:0075273,P,developmental processes
GO:0075274,P,developmental processes
GO:0075275,P,developmental processes
GO:0075276,P,developmental processes
GO:0075277,P,developmental processes
GO:0075278,P,developmental processes
GO:0075279,P,developmental processes
GO:0075280,P,developmental processes
GO:0075281,P,developmental processes
GO:0075282,P,developmental processes
GO:0075283,P,other biological processes
GO:0075284,P,other biological processes
GO:0075285,P,other biological processes
GO:0075286,P,other biological processes
GO:0075287,P,other biological processes
GO:0075288,P,other biological processes
GO:0075289,P,other biological processes
GO:0075290,P,other biological processes
GO:0075291,P,other biological processes
GO:0075292,P,other biological processes
GO:0075293,P,other biological processes
GO:0075294,P,other biological processes
GO:0075295,P,other biological processes
GO:0075296,P,other biological processes
GO:0075297,P,other biological processes
GO:0075298,P,other biological processes
GO:0075299,P,other biological processes
GO:0075300,P,other biological processes
GO:0075301,P,other biological processes
GO:0075302,P,other biological processes
GO:0075303,P,other biological processes
GO:0075304,P,other biological processes
GO:0075306,P,other biological processes
GO:0075307,P,other biological processes
GO:0075308,P,other biological processes
GO:0075310,P,developmental processes
GO:0075311,P,developmental processes
GO:0075312,P,developmental processes
GO:0075313,P,developmental processes
GO:0075314,P,developmental processes
GO:0075315,P,developmental processes
GO:0075316,P,developmental processes
GO:0075317,P,developmental processes
GO:0075318,P,developmental processes
GO:0075319,P,developmental processes
GO:0075320,P,developmental processes
GO:0075321,P,developmental processes
GO:0075322,P,developmental processes
GO:0075323,P,developmental processes
GO:0075324,P,developmental processes
GO:0075325,P,other biological processes
GO:0075326,P,other biological processes
GO:0075327,P,other biological processes
GO:0075328,P,other biological processes
GO:0075329,P,other biological processes
GO:0075330,P,other biological processes
GO:0075331,P,other biological processes
GO:0075332,P,signal transduction
GO:0075333,P,signal transduction
GO:0075334,P,signal transduction
GO:0075335,P,signal transduction
GO:0075336,P,signal transduction
GO:0075341,C,non-structural extracellular
GO:0075342,P,other biological processes
GO:0075343,P,other biological processes
GO:0075344,P,other biological processes
GO:0075345,P,protein metabolism
GO:0075346,P,protein metabolism
GO:0075501,P,transport
GO:0075502,P,transport
GO:0075503,P,other biological processes
GO:0075504,P,other biological processes
GO:0075505,P,other biological processes
GO:0075506,P,other biological processes
GO:0075507,P,other biological processes
GO:0075508,P,other biological processes
GO:0075509,P,other biological processes
GO:0075510,P,other biological processes
GO:0075511,P,other biological processes
GO:0075512,P,transport
GO:0075513,P,transport
GO:0075514,P,transport
GO:0075515,P,transport
GO:0075516,P,transport
GO:0075517,P,transport
GO:0075518,P,transport
GO:0075519,P,transport
GO:0075520,P,transport
GO:0075521,P,transport
GO:0075529,P,other biological processes
GO:0075530,P,other biological processes
GO:0075606,P,transport
GO:0075705,P,transport
GO:0075713,P,other biological processes
GO:0075720,P,other biological processes
GO:0075732,P,other biological processes
GO:0075733,P,transport
GO:0080001,P,developmental processes
GO:0080002,F,other molecular function
GO:0080003,P,other metabolic processes
GO:0080004,F,other molecular function
GO:0080005,P,other metabolic processes
GO:0080006,P,developmental processes
GO:0080007,F,other molecular function
GO:0080008,C,other cellular component
GO:0080009,P,RNA metabolism
GO:0080011,F,other molecular function
GO:0080012,F,other molecular function
GO:0080013,F,other molecular function
GO:0080014,F,other molecular function
GO:0080015,F,other molecular function
GO:0080016,F,other molecular function
GO:0080017,F,other molecular function
GO:0080018,F,other molecular function
GO:0080019,F,other molecular function
GO:0080020,P,other metabolic processes
GO:0080021,P,other biological processes
GO:0080022,P,developmental processes
