gene_id,C17_R1_001.fastq.gz.sam.sorted.bam.gtf
Pver_gene_g4310,251
Pver_gene_g4311,111
Pver_gene_g4312,427
Pver_gene_g4313,8
Pver_gene_g4314,77
Pver_gene_g4315,2768
Pver_gene_g4316,37242
Pver_gene_g4317,5168
Pver_gene_g4318,3275
Pver_gene_g4319,102
Pver_gene_g11889,1968
Pver_gene_g11888,10
Pver_gene_g11883,0
Pver_gene_g11882,219
Pver_gene_g11881,850
Pver_gene_g11880,2098
Pver_gene_g11887,4396
Pver_gene_g11886,0
Pver_gene_g11885,0
Pver_gene_g11884,0
Pver_gene_g13018,647
Pver_gene_g13019,30124
Pver_gene_g13016,6265
Pver_gene_g13017,3653
Pver_gene_g13014,1594
Pver_gene_g13015,1432
Pver_gene_g13012,217
Pver_gene_g13013,249
Pver_gene_g13010,1465
Pver_gene_g13011,5412
Pver_gene_g23253,627
STRG.9456,23
Pver_gene_g23251,569
Pver_gene_g23250,48
Pver_gene_g23257,0
Pver_gene_g23256,639
Pver_gene_g23255,3781
Pver_gene_g23254,8517
Pver_gene_g23259,0
Pver_gene_g23258,0
Pver_gene_g5049,1093
Pver_gene_g5048,15
Pver_gene_g5047,108
Pver_gene_g5046,519
Pver_gene_g5045,0
Pver_gene_g5044,796
Pver_gene_g5043,1316
Pver_gene_g5042,7655
Pver_gene_g5041,3526
Pver_gene_g5040,1334
Pver_gene_g16632,1053
Pver_gene_g13900,1529
Pver_gene_g13901,1118
Pver_gene_g13902,8176
Pver_gene_g13903,1068
Pver_gene_g13904,207
Pver_gene_g13905,0
Pver_gene_g13906,1208
Pver_gene_g13907,1033
Pver_gene_g13908,312
Pver_gene_g13909,4900
Pver_gene_novel_gene_255_5de57afd,2
Pver_gene_g12055,1659
Pver_gene_g12054,357
Pver_gene_g12057,1262
Pver_gene_g12056,448
Pver_gene_g12051,119
Pver_gene_g12050,451
Pver_gene_g12053,2463
Pver_gene_g8487,1360
Pver_gene_g12059,494
Pver_gene_g12058,345
Pver_gene_novel_gene_570_5de57afd,54
STRG.4975,0
Pver_gene_novel_gene_656_5de57afd,5
Pver_gene_novel_gene_465_5de57afd,237
Pver_gene_g11506,3102
Pver_gene_g11507,565
Pver_gene_g11504,403
Pver_gene_g11505,85
Pver_gene_g11502,929
Pver_gene_g11503,101
Pver_gene_g11500,771
Pver_gene_g11501,24
Pver_gene_g11508,4471
Pver_gene_g11509,501
Pver_gene_g15436,52
Pver_gene_g15437,5
Pver_gene_g15434,0
Pver_gene_g15435,0
Pver_gene_g15432,338
Pver_gene_g15433,11
Pver_gene_g15430,366
Pver_gene_g15431,1993
Pver_gene_g15438,0
Pver_gene_g15439,139
Pver_gene_novel_gene_793_5de57afd,76
Pver_gene_g13341_g13343,2083
Pver_gene_g322,121
Pver_gene_g323,171
Pver_gene_g320,3330
Pver_gene_g321,99
Pver_gene_g326,479
Pver_gene_g327,764
Pver_gene_g324,0
Pver_gene_g325,16040
Pver_gene_g328,5527
Pver_gene_g329,1934
Pver_gene_g5105,2952
Pver_gene_split_gene_g3081-g144,69
Pver_gene_g8862,84
Pver_gene_g8863,0
Pver_gene_g8860,62
Pver_gene_g8861,125
Pver_gene_g8866,0
Pver_gene_g8867,0
Pver_gene_g8864,10
Pver_gene_g8865,0
Pver_gene_g8868,4926
Pver_gene_g8869,544
Pver_gene_g21046,18
Pver_gene_g24031,306
Pver_gene_g24036,0
Pver_gene_g24037,0
Pver_gene_g21042,0
Pver_gene_g21043,93
Pver_gene_g5025,623
Pver_gene_g3278,1105
Pver_gene_g3279,259
Pver_gene_g3276,764
Pver_gene_g3277,425
Pver_gene_g3274,107
Pver_gene_g3275,15409
Pver_gene_g3272,838
Pver_gene_g3273,0
Pver_gene_g3270,198
Pver_gene_g3271,95
Pver_gene_g24788,94
Pver_gene_g24789,0
Pver_gene_g7199,697
Pver_gene_g7198,0
Pver_gene_g7197,199
Pver_gene_g7196,450
Pver_gene_g24782,0
Pver_gene_g7194,6
Pver_gene_g7193,234
Pver_gene_g24785,0
Pver_gene_g7191,23
Pver_gene_g24787,0
Pver_gene_g22838,18
Pver_gene_g22839,0
Pver_gene_g22830,0
Pver_gene_g22831,0
Pver_gene_g22832,0
Pver_gene_g22833,0
Pver_gene_g22834,1325
Pver_gene_g22835,8
Pver_gene_g22836,0
Pver_gene_g22837,0
Pver_gene_g6578,5
Pver_gene_g6579,65
Pver_gene_g6572,0
Pver_gene_g6573,53
Pver_gene_g6570,1001
Pver_gene_g6571,1084
Pver_gene_g6576,546
Pver_gene_g6577,1416
Pver_gene_g6574,538
Pver_gene_g6575,1158
Pver_gene_novel_gene_149_5de57afd,31
Pver_gene_g7228,1039
Pver_gene_g7221,3374
Pver_gene_g7220,2226
Pver_gene_g7223,4366
Pver_gene_g7222,319
Pver_gene_g7225,3974
Pver_gene_g7224,4
Pver_gene_g7227,5535
Pver_gene_g7226,444
Pver_gene_g8084,0
Pver_gene_g8085,163
Pver_gene_g8086,3151
Pver_gene_novel_gene_618_5de57afd,95
Pver_gene_g8080,251
Pver_gene_g8081,489
Pver_gene_g8082,6872
Pver_gene_g22789,17
Pver_gene_g22786,2250
Pver_gene_g22787,1356
Pver_gene_g22784,3572
Pver_gene_g22785,543
Pver_gene_g22782,9879
Pver_gene_g22783,584
Pver_gene_g22780,0
Pver_gene_g22781,41
Pver_gene_g25783,6539
Pver_gene_g25782,1322
Pver_gene_g25781,1234
Pver_gene_g25780,551
Pver_gene_g25787,1925
Pver_gene_g25786,6871
Pver_gene_g25785,151
Pver_gene_g25784,2696
Pver_gene_g25789,0
Pver_gene_g25788,6
Pver_gene_g17170,4
Pver_gene_g9689,131
Pver_gene_g9688,0
Pver_gene_g9681,562
Pver_gene_g9680,0
Pver_gene_g9683,227
Pver_gene_g9682,888
Pver_gene_g9685,185
Pver_gene_g9684,1101
Pver_gene_g9687,7
Pver_gene_g9686,898
Pver_gene_g25439,0
Pver_gene_g25438,0
Pver_gene_g25431,0
Pver_gene_g25430,0
Pver_gene_g25433,0
Pver_gene_g25432,0
Pver_gene_g25435,0
Pver_gene_g25434,0
Pver_gene_g25437,0
Pver_gene_g25436,0
Pver_gene_g1106,19974
Pver_gene_g1107,9
Pver_gene_g1104,154513
Pver_gene_g1105,18704
Pver_gene_g1102,2336
Pver_gene_g1103,158
Pver_gene_g1100,629
Pver_gene_g1101,527
Pver_gene_g1108,2329
Pver_gene_g1109,96
Pver_gene_g9353,2288
Pver_gene_g9352,1867
Pver_gene_g9351,1254
STRG.1982,731
Pver_gene_g9357,2494
Pver_gene_g9356,2231
Pver_gene_g9355,14461
Pver_gene_g9354,594
Pver_gene_g4556,329
Pver_gene_g4557,14419
Pver_gene_g9359,270
Pver_gene_g4555,149
Pver_gene_g4552,4104
Pver_gene_g4553,91
Pver_gene_g4550,834
Pver_gene_g4551,11436
Pver_gene_g26207,0
Pver_gene_g26206,0
Pver_gene_g26205,8
Pver_gene_g26204,0
Pver_gene_g26203,297
Pver_gene_g26202,5
Pver_gene_g26201,0
Pver_gene_g26200,14
Pver_gene_g26209,1348
Pver_gene_g26208,150
Pver_gene_g4888,0
Pver_gene_g4889,0
Pver_gene_g4880,30
Pver_gene_g4881,42
Pver_gene_g4882,105
Pver_gene_g4883,72
Pver_gene_g4884,194
Pver_gene_g4885,71
Pver_gene_g4886,2228
Pver_gene_g4887,1109
Pver_gene_g23495,0
Pver_gene_g23494,0
Pver_gene_g23497,0
Pver_gene_g23496,0
Pver_gene_g23491,0
Pver_gene_g23490,0
Pver_gene_g23493,0
Pver_gene_g23492,0
Pver_gene_g23499,0
Pver_gene_g23498,0
Pver_gene_g2482,0
Pver_gene_g2483,4
Pver_gene_g2480,49
Pver_gene_g2481,10
Pver_gene_g2486,18
Pver_gene_g2487,130
Pver_gene_g2484,321
Pver_gene_g2485,8
STRG.6299,19
Pver_gene_g2488,307
Pver_gene_g2489,61
Pver_gene_g5252,515
Pver_gene_g5253,1243
Pver_gene_g17393,0
Pver_gene_g17392,260
Pver_gene_g5689,18
Pver_gene_g5688,76
Pver_gene_g5685,843
Pver_gene_g5684,766
Pver_gene_g5687,578
Pver_gene_g5686,883
Pver_gene_g5681,6185
Pver_gene_g5680,933
Pver_gene_g5683,0
Pver_gene_g5257,393
Pver_gene_g17397,66
Pver_gene_g17396,169
Pver_gene_g13534,12
Pver_gene_g12217,5284
Pver_gene_g12216,11011
Pver_gene_g12215,0
Pver_gene_g12214,3854
Pver_gene_g12213,25
Pver_gene_g12212,6
Pver_gene_g12211,427
Pver_gene_g12210,1013
Pver_gene_g12219,347
Pver_gene_g12218,497
Pver_gene_g19539,277
Pver_gene_g19538,529
Pver_gene_g14329,0
Pver_gene_g14328,0
Pver_gene_g14325,782
Pver_gene_g19532,0
Pver_gene_g14327,4644
Pver_gene_g14326,461
Pver_gene_g19537,60
Pver_gene_g19536,0
Pver_gene_g14323,873
Pver_gene_g14322,968
Pver_gene_g17599,0
Pver_gene_g17598,79
Pver_gene_g17593,0
Pver_gene_g17592,26
Pver_gene_g17591,133
Pver_gene_g17590,65
Pver_gene_g17597,0
Pver_gene_g17596,795
Pver_gene_g17595,135
Pver_gene_g17594,1273
Pver_gene_g25840,5177
Pver_gene_g25841,308
Pver_gene_g25842,9317
Pver_gene_g25843,4784
Pver_gene_g25844,315
Pver_gene_g25845,889
Pver_gene_g25846,2927
Pver_gene_g25847,1221
Pver_gene_g25848,227
Pver_gene_g25849,6096
Pver_gene_g11748,1399
Pver_gene_g11749,28
Pver_gene_g13530,2214
Pver_gene_g11740,217
Pver_gene_g11741,0
Pver_gene_g11742,17
Pver_gene_g11743,146
Pver_gene_g11744,0
Pver_gene_g11745,117
Pver_gene_g11746,1964
Pver_gene_g11747,4215
Pver_gene_g22244,0
Pver_gene_g13678,0
Pver_gene_g13679,0
Pver_gene_g13676,0
Pver_gene_g13677,0
Pver_gene_g13674,12
Pver_gene_g13675,24
Pver_gene_g13672,2
Pver_gene_g13673,0
Pver_gene_g13670,18
Pver_gene_g13671,85
Pver_gene_g16248,0
Pver_gene_g16249,20
Pver_gene_g11298,3
Pver_gene_g11299,832
Pver_gene_g16244,3283
Pver_gene_g16245,3
Pver_gene_g16246,37
Pver_gene_g16247,0
Pver_gene_g16240,176
Pver_gene_g16241,209
Pver_gene_g16242,1876
Pver_gene_g16243,945
Pver_gene_g15537,0
Pver_gene_g15536,0
Pver_gene_g15535,504
Pver_gene_g15534,440
Pver_gene_g15533,1171
Pver_gene_g15532,1495
Pver_gene_g15531,1167
Pver_gene_g15530,1433
Pver_gene_novel_gene_648_5de57afd,342
Pver_gene_g15539,2411
Pver_gene_g15538,27
Pver_gene_g13584,717
Pver_gene_g18373,2275
Pver_gene_g13586,784
Pver_gene_g18371,0
Pver_gene_g18376,0
Pver_gene_g18377,13
Pver_gene_g18374,1292
Pver_gene_g10168,1946
Pver_gene_g10167,3925
Pver_gene_g10166,655
Pver_gene_g18378,0
Pver_gene_g10164,67
Pver_gene_g10163,1868
Pver_gene_g13589,648
Pver_gene_g10161,245
Pver_gene_g10160,0
Pver_gene_g12989,765
Pver_gene_g12988,1192
Pver_gene_g12987,128
Pver_gene_g12986,75
Pver_gene_g12985,0
Pver_gene_g12984,0
Pver_gene_g12983,52
Pver_gene_g12982,476
Pver_gene_g12981,341
Pver_gene_g12980,764
Pver_gene_g14668,1219
Pver_gene_g14669,1335
Pver_gene_g14660,877
Pver_gene_g14661,455
Pver_gene_g14662,69
Pver_gene_g14663,28
Pver_gene_g14664,1777
Pver_gene_g14665,2077
Pver_gene_g14666,8261
Pver_gene_g14667,1975
Pver_gene_g8307,0
Pver_gene_novel_gene_699_5de57afd,5
Pver_gene_g7003_g7004,1882
STRG.5071,845
Pver_gene_novel_gene_666_5de57afd,6
Pver_gene_g956,0
STRG.9177,1
Pver_gene_g12150,1438
Pver_gene_g12151,1333
Pver_gene_g12152,588
Pver_gene_g12153,2283
Pver_gene_g12154,3383
Pver_gene_g12155,2450
Pver_gene_g12156,1315
Pver_gene_g12157,3492
Pver_gene_g12158,4301
Pver_gene_g12159,1737
Pver_gene_g825,2518
Pver_gene_g824,0
Pver_gene_g827,3698
Pver_gene_g826,0
Pver_gene_g821,89
Pver_gene_g820,1699
Pver_gene_g823,146
Pver_gene_g822,5625
Pver_gene_g21985,30
Pver_gene_g829,1578
Pver_gene_g828,8459
Pver_gene_g17990,0
STRG.4030,2
Pver_gene_novel_gene_434_5de57afd,9
STRG.15087,263
Pver_gene_g12507,197
Pver_gene_g12506,0
Pver_gene_novel_gene_84_5de57afd,63
Pver_gene_g799,5708
Pver_gene_g798,7255
Pver_gene_g797,2115
Pver_gene_g796,7
Pver_gene_g795,973
Pver_gene_g794,12502
Pver_gene_g793,1565
Pver_gene_g792,603
Pver_gene_g791,4104
Pver_gene_g9212,26
Pver_gene_g9213,801
Pver_gene_g9210,4373
Pver_gene_g9211,35
Pver_gene_g9216,1449
Pver_gene_g9217,1479
Pver_gene_g9214,642
Pver_gene_g9215,250
Pver_gene_g9218,158
Pver_gene_g9219,2597
Pver_gene_g18883,312
Pver_novel_model_663_5de57afd,0
Pver_gene_g19418,44
STRG.6504,0
STRG.6507,1
Pver_gene_g19419,0
Pver_gene_g18885,41
STRG.2472,265
Pver_gene_g5915,950
Pver_gene_g5914,357
Pver_gene_g5917,62
Pver_gene_g5916,273
Pver_gene_g5911,3287
Pver_gene_g5910,516
Pver_gene_g5913,362
Pver_gene_g5919,42
Pver_gene_g5918,161
Pver_gene_novel_gene_213_5de57afd,4
Pver_gene_g9960,129
Pver_gene_g9961,56
Pver_gene_g9962,11
Pver_gene_g9963,21
Pver_gene_g9964,421
Pver_gene_g9965,1920
Pver_gene_g9966,636
Pver_gene_g9967,1777
Pver_gene_g9968,2351
Pver_gene_g9969,660
Pver_gene_g6299,66
Pver_gene_g6298,179
Pver_gene_g6293,469
Pver_gene_g6292,515
Pver_gene_g6291,92
Pver_gene_g6290,7828
Pver_gene_g6297,1647
Pver_gene_g6296,1862
Pver_gene_g6295,501
Pver_gene_g6294,2359
Pver_gene_novel_gene_475_5de57afd,2
Pver_gene_g24087,0
Pver_gene_g24086,0
Pver_gene_g24085,438
Pver_gene_g24084,0
Pver_gene_g24083,0
Pver_gene_g24082,0
Pver_gene_g24081,0
Pver_gene_g24080,0
Pver_gene_g24089,0
Pver_gene_g24088,0
Pver_gene_g3409,0
Pver_gene_g3408,0
Pver_gene_g6439,23
Pver_gene_g6438,8
Pver_gene_g3405,2
Pver_gene_g6436,1859
Pver_gene_g6435,201
Pver_gene_g6434,397
Pver_gene_g6433,9593
Pver_gene_g6432,63
Pver_gene_g6431,36
Pver_gene_g6430,27
Pver_gene_g7528,1506
Pver_gene_g7529,531
Pver_gene_g7522,1651
Pver_gene_g7523,1385
Pver_gene_g7520,2988
Pver_gene_g7521,5076
Pver_gene_g7526,0
Pver_gene_g7527,942
Pver_gene_g7524,180
Pver_gene_g7525,8
Pver_gene_novel_gene_219_5de57afd,20
Pver_gene_g18174,140
Pver_gene_g18175,233
Pver_gene_g18176,0
Pver_gene_g18177,8141
Pver_gene_g18170,470
Pver_gene_g18171,470
Pver_gene_g18172,0
Pver_gene_g18173,6078
Pver_gene_g18178,385
Pver_gene_g18179,1855
Pver_gene_g24623,0
Pver_gene_g24622,347
Pver_gene_g24621,0
Pver_gene_g24620,0
Pver_gene_g24627,0
Pver_gene_g24626,0
Pver_gene_g24625,13
Pver_gene_g24624,0
Pver_gene_g24629,0
Pver_gene_g24628,0
Pver_gene_g22669,3
Pver_gene_g22668,0
Pver_gene_g22661,0
Pver_gene_g22660,0
Pver_gene_g22663,142
Pver_gene_g22662,237
Pver_gene_g22665,24
Pver_gene_g22664,14
Pver_gene_g22667,0
Pver_gene_g22666,24
Pver_gene_g8769,170
Pver_gene_novel_gene_450_5de57afd,1
Pver_gene_g8761,147
Pver_gene_g8760,1298
Pver_gene_g8763,21
Pver_gene_g8762,18
Pver_gene_g8765,40
Pver_gene_g8764,38
Pver_gene_g8767,107
Pver_gene_g8766,139
Pver_gene_g1807,1402
Pver_gene_g1806,456
Pver_gene_g1805,587
Pver_gene_g1804,24
Pver_gene_g1803,52
Pver_gene_g1802,8
Pver_gene_g1801,23697
Pver_gene_g1800,4565
Pver_gene_g1809,130
Pver_gene_g1808,90
Pver_gene_g68,2547
Pver_gene_g12379,0
Pver_gene_g5278,101
Pver_gene_g5279,32
Pver_gene_g5270,520
Pver_gene_g5271,445
Pver_gene_g5272,402
Pver_gene_g5273,290
Pver_gene_g5275,39
Pver_gene_g5276,392
Pver_gene_g5277,3824
Pver_gene_g12370,154
Pver_gene_g61,257
Pver_gene_g62,198
Pver_gene_g63,6
Pver_gene_g64,0
Pver_gene_g65,4
STRG.7372,6
Pver_gene_g66,2659
Pver_gene_g67,0
Pver_gene_g23048,1017
Pver_gene_g23049,17
Pver_gene_g23042,0
Pver_gene_g23043,0
Pver_gene_g23040,8
Pver_gene_g23041,13
Pver_gene_g23046,0
Pver_gene_g23047,526
Pver_gene_g23044,1103
Pver_gene_g23045,0
Pver_gene_split_gene_g13192-g510,45
Pver_gene_g5498,52
Pver_gene_g5499,50
Pver_gene_g5494,5809
Pver_gene_g5495,3028
Pver_gene_g5496,2127
Pver_gene_g5497,564
Pver_gene_g5490,1247
Pver_gene_g5491,89
Pver_gene_g5492,24
Pver_gene_g5493,3270
Pver_gene_g20539,0
Pver_gene_g20538,371
Pver_gene_g20533,0
Pver_gene_g20532,39
Pver_gene_g20531,1
Pver_gene_g20530,37
Pver_gene_g20537,0
Pver_gene_g20536,0
Pver_gene_g20535,26
Pver_gene_g20534,1
Pver_gene_g2727,14
Pver_gene_g2726,199
Pver_gene_g2725,5840
Pver_gene_g2724,4063
Pver_gene_g2723,18365
Pver_gene_g2722,6451
Pver_gene_g2721,0
Pver_gene_g2720,1936
Pver_gene_g3404,0
Pver_gene_g2729,1023
Pver_gene_novel_gene_526_5de57afd,13
Pver_gene_novel_gene_408_5de57afd,8
Pver_gene_g16468,187
Pver_gene_g16469,0
Pver_gene_g16464,0
Pver_gene_g16465,11
Pver_gene_g16466,0
Pver_gene_g16467,0
Pver_gene_g16460,2804
Pver_gene_g16461,1055
Pver_gene_g16462,536
Pver_gene_g16463,2159
Pver_gene_split_gene_g14591-g557,2162
Pver_gene_g17306,14
Pver_gene_g17307,531
Pver_gene_g17304,24
Pver_gene_g18945,0
Pver_gene_g18944,152
Pver_gene_g18947,28
Pver_gene_g21876,0
Pver_gene_g18941,0
Pver_gene_g18940,12
Pver_gene_g18943,14
Pver_gene_g19495,0
Pver_gene_g17302,616
Pver_gene_g18949,0
Pver_gene_g18948,0
Pver_gene_g17303,526
Pver_gene_g17300,818
Pver_gene_g21872,11
Pver_gene_g15289,1639
Pver_gene_g15288,1135
Pver_gene_g15285,102
Pver_gene_g15284,0
Pver_gene_g15287,4844
Pver_gene_g19493,0
Pver_gene_g15281,137
Pver_gene_g15280,381
Pver_gene_g15283,7512
Pver_gene_g15282,467
Pver_gene_g12392,1519
Pver_gene_g12393,3582
Pver_gene_g12390,888
Pver_gene_g12391,417
Pver_gene_g12396,542
Pver_gene_g12397,2151
Pver_gene_g12394,7503
Pver_gene_g12395,436
Pver_gene_g12398,2273
Pver_gene_g12399,0
Pver_gene_g42,228
Pver_gene_g3897,66
Pver_gene_g40,1027
Pver_gene_g3895,623
Pver_gene_g46,7305
Pver_gene_g47,112
Pver_gene_g44,77
Pver_gene_g3891,10189
Pver_gene_split_gene_g26291-g802,62
Pver_gene_g48,291
Pver_gene_g49,722
Pver_gene_g3898,123
Pver_gene_g3899,0
Pver_gene_g21372,0
Pver_gene_g21373,54
Pver_gene_g21370,0
Pver_gene_g21371,17
Pver_gene_g21376,0
Pver_gene_g21377,0
Pver_gene_g21374,10
Pver_gene_g21375,3
Pver_gene_g21378,264
Pver_gene_g21379,0
Pver_gene_g17416,40
Pver_gene_g17417,4
Pver_gene_g17415,384
Pver_gene_g17412,5
Pver_gene_g17410,3006
Pver_gene_g17411,1151
Pver_gene_g17418,0
Pver_gene_g17419,260
Pver_gene_g21397,0
Pver_gene_g19708,172
Pver_gene_g19709,158
Pver_gene_g19704,327
Pver_gene_g19705,6439
Pver_gene_g19706,828
Pver_gene_g19707,0
Pver_gene_g19700,77
Pver_gene_g19701,20
Pver_gene_g19702,325
Pver_gene_g19703,0
Pver_gene_g11159,112
Pver_gene_g11158,52
Pver_gene_g11151,15
Pver_gene_g11150,2027
Pver_gene_g11153,0
Pver_gene_g11152,10985
Pver_gene_g11155,0
Pver_gene_g11154,0
Pver_gene_g11157,27
Pver_gene_g11156,25
Pver_gene_g17602,310
Pver_gene_g10828,578
Pver_gene_g10829,1187
Pver_gene_g10826,367
Pver_gene_g10827,1010
Pver_gene_g10824,375
Pver_gene_g10825,480
Pver_gene_g10822,1185
Pver_gene_g10823,926
Pver_gene_g10820,211
Pver_gene_g10821,2176
Pver_gene_novel_gene_208_5de57afd,223
Pver_gene_g17600,122
Pver_gene_novel_gene_681_5de57afd,1
Pver_gene_g13429,8
Pver_gene_g13428,0
Pver_gene_g13427,0
Pver_gene_g13426,0
Pver_gene_g13425,120
Pver_gene_g13424,0
Pver_gene_g13423,104
Pver_gene_g13422,2444
Pver_gene_g13421,2937
Pver_gene_g13420,94
Pver_gene_novel_gene_26_5de57afd,1
Pver_novel_model_407_5de57afd,0
Pver_gene_g15708,286
Pver_gene_g15709,0
Pver_gene_g15700,624
Pver_gene_g15701,168
Pver_gene_g15702,2433
Pver_gene_g15703,1254
Pver_gene_g15704,1716
Pver_gene_g15705,286
Pver_gene_g15706,1228
Pver_gene_g15707,553
Pver_gene_g4991,3062
Pver_gene_g20882,259
Pver_gene_g19724,4
Pver_gene_g19725,0
Pver_gene_g19728,20
Pver_gene_g11134,459
Pver_gene_g25118,0
Pver_gene_g25119,0
Pver_gene_g25112,0
Pver_gene_g25113,0
Pver_gene_g25110,0
Pver_gene_g25111,0
Pver_gene_g25116,0
Pver_gene_g25117,0
Pver_gene_g25114,0
Pver_gene_g25115,0
Pver_gene_g7728,1877
Pver_gene_g7729,564
Pver_gene_g7720,4528
Pver_gene_g7721,776
Pver_gene_g7722,6796
Pver_gene_g7723,542
Pver_gene_g7724,5004
Pver_gene_g7725,14757
Pver_gene_g7726,277
Pver_gene_g7727,484
Pver_gene_novel_gene_545_5de57afd,1565
Pver_gene_g14461,340
Pver_gene_g25732_g25728,140
Pver_gene_g7092,3378
Pver_gene_g7093,112
Pver_gene_g7090,1821
Pver_gene_g7091,37
Pver_gene_g7096,1068
Pver_gene_g7097,32
Pver_gene_g7094,0
Pver_gene_g7095,0
Pver_gene_g7098,2023
Pver_gene_g7099,1213
Pver_gene_g22469,78
Pver_gene_g22468,31
Pver_gene_g22463,0
Pver_gene_g22462,0
Pver_gene_g22461,3
Pver_gene_g22460,4
Pver_gene_g22467,0
Pver_gene_g22466,1
Pver_gene_g22465,2
Pver_gene_g22464,0
STRG.9035,0
Pver_gene_novel_gene_731_5de57afd,16
STRG.8126,690
STRG.8127,3179
Pver_gene_g612,1185
Pver_gene_g613,1208
Pver_gene_g610,553
Pver_gene_g611,765
Pver_gene_g616,13
Pver_gene_g617,1191
Pver_gene_g614,759
Pver_gene_g615,113
Pver_gene_g618,736
Pver_gene_g619,546
Pver_gene_g8372,0
Pver_gene_g8373,0
Pver_gene_g8370,1
Pver_gene_g8371,25
Pver_gene_g8376,867
Pver_gene_g8377,2545
Pver_gene_g8374,3491
Pver_gene_g8375,14314
Pver_gene_g8378,806
Pver_gene_g8379,447
STRG.2005,3245
Pver_gene_g8956,360
Pver_gene_g8957,1326
Pver_gene_g8954,188
Pver_gene_g8955,83
Pver_gene_g8952,237
Pver_gene_g8953,1996
Pver_gene_g8950,506
Pver_gene_g8951,1920
Pver_gene_g8958,3081
Pver_gene_g8959,561
Pver_gene_g9021,835
Pver_gene_g9020,370
Pver_gene_g9023,2075
Pver_gene_g9022,2936
Pver_gene_g9025,25161
Pver_gene_g9024,516
Pver_gene_g9027,941
Pver_gene_g9026,1442
Pver_gene_g9029,194
Pver_gene_g9028,257
Pver_gene_g17813,740
Pver_gene_g18453,0
Pver_gene_g16709,758
Pver_gene_g16708,23
Pver_gene_g18452,0
Pver_gene_g16705,288
Pver_gene_g16704,343
Pver_gene_g16707,1152
Pver_gene_g16706,581
Pver_gene_g16701,0
Pver_gene_g16700,1091
Pver_gene_g17810,1482
Pver_gene_g16702,141
Pver_gene_g18450,0
Pver_gene_novel_gene_652_5de57afd,30
Pver_gene_g13401,2461
Pver_gene_g18456,9
Pver_gene_g13403,1808
Pver_gene_g18454,139
Pver_gene_g17811,87
Pver_gene_g18458,0
Pver_gene_g17816,342
Pver_gene_g21174,62
Pver_gene_g21175,0
Pver_gene_g21176,42
Pver_gene_g21177,478
Pver_gene_g21170,450
Pver_gene_g21171,32
Pver_gene_g21172,0
Pver_gene_g21173,27
Pver_gene_g21178,0
Pver_gene_g21179,0
Pver_gene_g6543,12
Pver_gene_g2969,1278
Pver_gene_g2968,192
Pver_gene_g19148,14
Pver_gene_g19149,0
Pver_gene_g2965,58
Pver_gene_g19147,0
Pver_gene_g2967,374
Pver_gene_g19145,126
Pver_gene_g19142,142
Pver_gene_g19143,100
Pver_gene_g2963,4894
Pver_gene_g19141,0
Pver_gene_g3792,0
Pver_gene_g6547,33
STRG.10415,3252
Pver_gene_g3794,93
Pver_gene_g6545,8917
Pver_gene_g3796,1369
Pver_gene_g3618,728
Pver_gene_g3619,0
Pver_gene_g3614,642
Pver_gene_g3615,249
Pver_gene_g3616,800
Pver_gene_g3617,468
Pver_gene_g3610,0
Pver_gene_g3611,0
Pver_gene_g3612,0
Pver_gene_g3613,18
Pver_gene_novel_gene_478_5de57afd,2
Pver_gene_g1616,1909
Pver_gene_g1617,103
Pver_gene_g1614,352
Pver_gene_g1615,1585
Pver_gene_g1612,1252
Pver_gene_g1613,4241
Pver_gene_g1610,998
Pver_gene_g1611,1640
Pver_gene_g1618,6536
Pver_gene_g1619,906
Pver_gene_g4068,225
Pver_gene_g4069,1586
Pver_gene_g4066,172
Pver_gene_g4067,208
Pver_gene_g4064,11039
Pver_gene_g4065,11993
Pver_gene_g4062,1351
Pver_gene_g4063,1397
Pver_gene_g4060,0
Pver_gene_g4061,89
Pver_gene_g17898,0
Pver_gene_g17899,0
Pver_gene_g17892,3873
Pver_gene_g17893,1375
Pver_gene_g17890,165
Pver_gene_g17891,354
Pver_gene_g17896,0
Pver_gene_g17897,10
Pver_gene_g17894,0
Pver_gene_g17895,0
Pver_gene_g4398,206
Pver_gene_g4399,2262
Pver_gene_g4390,571
Pver_gene_g4391,20987
Pver_gene_g4392,253
Pver_gene_g4393,371
Pver_gene_g4394,1352
Pver_gene_g4395,637
Pver_gene_g4396,987
Pver_gene_g4397,3663
Pver_gene_novel_gene_751_5de57afd,278
Pver_gene_g21945,359
Pver_gene_g17277,87
Pver_gene_g21947,27
Pver_gene_g21946,0
Pver_gene_g17272,632
Pver_gene_g17273,326
Pver_gene_g17270,0
Pver_gene_g21942,0
Pver_gene_g21949,6
Pver_gene_g21948,3
Pver_gene_g17278,0
Pver_gene_g17279,138
Pver_gene_g4938,190
Pver_gene_g4939,953
Pver_gene_g4934,2294
Pver_gene_g4935,5874
Pver_gene_g4936,3385
Pver_gene_g4937,84
Pver_gene_g4930,2029
Pver_gene_g4931,6
Pver_gene_g4932,0
Pver_gene_g4933,0
Pver_gene_g26629,77
Pver_gene_g26628,5
Pver_gene_g26621,0
Pver_gene_g26620,2442
Pver_gene_g26623,0
Pver_gene_g26622,652
Pver_gene_g26625,0
Pver_gene_g26624,347
Pver_gene_g26627,0
Pver_gene_g26626,3785
Pver_gene_g19939,251
